comment,
Do ground reporting  dont do godi reporting,1
Modi government is a big failure,1
"Modis policy will break India and its states into countries. 
I hope for farmers that they will win.",1
"IMF/ WB made
Agrisector Corporaitisation theories are worst and Bad 
WB made
WATER
SEAS
RIVERS
ROADS
PSU/ BANK
OIL SECTORS
MINING SECTORS
Privatisation and 
ROAD Toll theories are more worst and Bad 
Farmers protests is need full acts now Salute to the Farmers protests",2
india is literally a poverty ridden beggar sh*thole Gay shiri haRAMi,2
I support the farmers bills,0
WION plz show this I always see you barking and yelling at others matters. Now cover this. Godi media can't show you reality,1
Indias government has sold its soul for the corporate mantra. No one should be surprised at this level of corruption.,0
Farmers definitely win,1
"Meanwhile Indian media is calling them Khalistan terrorists , Pakistan agents, and dubbing the whole thing as foreign media games to hurt Indias image! India is a totally delusional country now.",1
Your Islamic countries are very peacefully staying by your fraud saint Allah dog ideology,0
"*No one will stop Modi.. Modi's popularity is increasing day by day in India.* It's just Al jazeera propaganda.. 
Jai Shree Ram 
*Long Live The Hindu Republic Of INDIA*",0
I stand with the farmers! Big Corporate Agra giants are destroying small farms all over the world. This is not just an India problem. It is a global problem. Stay strong! Your voices will be heard! You will have victory!,1
Thanks for covering us,2
Very disappointing reportage by you on the farmers gathering at Muzzafarnagar. You must have deliberately avoided showing speeches of farmer leaders.,1
Farm laws actually helps farmers so stop spreading hatred.,0
The root cause of all this is that ninety percent of  media is sold out & they have become a bunch of lyers.,1
"BJP, the most caring Indian government.",2
I am supporting farmers,1
1:03 looks like Indian police are more violent than Taliban special forces.,1
Arm them,2
"*I Hope Modi government is overthrown the worst Dictator in India history, Look as the Fat motherlover from BJP*",1
This video is from Pakistan there are no such protests in india! Fake news,0
I am also a farmer the problem is with MSP only.,1
Indian media is defaming these farmers...,0
modi the butcher of gujrat,2
I can see more pisfuls in this rally for their malicious propaganda,0
India is obsessed with taliban and isi rather than working for the farmers... The same farmers stopped export to Pakistan just to be part of modis politics.... Here they are now.,1
Govt have surplus  wheat and rice  then why govt want subsudi,1
To run tractors on police is violence,0
Capitalism is facing push back from the 2 largest countries in the world.,2
Modi is selling you out and doing whatever the usa says. Probably have a war with China at the direction of the usa. Modi is a puppet leader ordained by Washington.,1
I remember when taleban was cannong those rushing to airport and indianedia was calling them barbaric but then i saw many indian police videos n i am shocked,1
Transnational agribusinesses are controlling our food systems while destroying our planet & everyones health while enticing their pockets.  Unbelievable!!!,1
Propaganda washing the poor famers mind ....,1
Despite all the economic crisis this is the right time to start up an investment,2
Naxalite is the future of India. Support country Naxalite and its government. Naxalite is always with you to alleviate poverty and ensure equal human rights.,2
"No South Indian farmer protester. Its just Chinese propaganda.  
They are loosing money. Poor getting rich. Oh protest against modi. Rich ppl vote for congress. Oh wait there in not many rich ppl compared to the ratio of the populations. Lol robbers and thieves.",0
"taliban and Unmanned aircraft rocket of channel Al Jazeera english -india< channelShanghaiEye channel TVBS channel CNN channel WION channel FOX NEWS channel Crux channel DW News channel BBC Newschanne ABC 10 channel Global News channel wion continue to be buried alive, 2021/9/6 6h24",2
"The lips of the righteous feed many,
because of the lack of understanding fools die.",1
"More power to these farmers, keep fighting till your last breathe.",1
"Goodluck to my Punjabi brothers and sisters, and all fellow Indians fighting against injustice and corruption.
Inshallah the far right will learn from this through the economic sacrifice they have caused by marginalising there own citizens!",1
Shame on Modi government. Those farmers from long time protest,1
Modi is a dictator who is anti-peasantry and working only for elite class of his own caste and state...   Time for India to be given back to the people...,1
"Problem with India is there are no Good opposition.
that's why Bjp is in power.
Congress is in complete decline because of Family politics(they should give leadership to mr shashi) 
whereas in Other states like tamil,bengal etc regional parties are popular.",1
Here you go again!,2
Indian media are not showing this thanks international media,1
They want to control food you have to fight to stop them,1
"Jai kisan Jai mazdoor
Corporated govt murdabaad
The fight is to protect food from going into the hands of corporates
As well as farmers right
Both farmers and consumers will have to suffer under these farm laws",1
BJP looks more brutal than the 'current Taliban'.,1
The only people I love in India r farmers.,1
"2013 communal riots is still fresh in our mind's and maybe more in especially jaat community today.
That time sanjeev baliyan ji was the only one leader frm BJP who come in support. These RLD leader jayant choudhary flew to haryana leaving his people.
And u talk with people of muzaffarnagar, those3 wounds are stil fresh.
They may support tikat in farm protests, but when it comes to voting, they believe, it's only BJP and yogi ji, who can provide them 247 safety. Not SP, RLD or Cong.",2
We can't survive without farmers but our leaders never seem to appreciate such a simple fact.,1
"Nothing is gonna happen.. Shutdown by farmers will happen only in punjab and some parts of haryana.
I think this is theirs maybe 46th nation wide shutdown., But whole India was opened and working.
This tikait guy doesn't have guts to reach even lucknow and conduct atleast Uttar pradesh shutdown, his own state..
Even his own jaat community people wont even listen to this guy, if he tell to vote against BJP. 
His father choudhary Mahendra singh tikat was a great farmer leader, but this guy don't have any credibility at all.",1
"As long as Modi is in power, no one can live in peace in India.",1
Khalistan want freedom from India brutality and cruelty,2
Khalistan freedom fighters long live,2
Wrong report...,2
Khalistan is the only solution for these farmers. Otherwise oppression is their fate.,2
Surprise  no   sanctioned blockade   etc   or inhumane GITMO prison either.   Same  gangsters thieves corrupt WAR CRIMINALS  &   apartheid to DISCRIMINATING  led  terrorists act  &   land theft expansion Marches on..  &  also  inhumane CONCENTRATION prison camps  too...aka Kashmir to gujrati to  Bangladesh enslaved TOO...  or laughing COWS Marches on,2
"The farm laws will benefit the farmers, they can still sell their crops in mandi if they want to, selling it to corporate is just optional",0
Come on REAL democracy INDIA   SPRING CIVIL WAR etc or  go  CHINA TEAM led.   .,2
Come on  REAL democracy INDIA SPRING CIVIL WAR LIBERATED etc &   also NUKES itself TOO.    Thanks  apartheid MODI REGIME'S.      Via  same  REGIME'S change again too.,2
Everybody wins again or   Allah akbar.,2
Indian prime minister PM Modi serving his masters who invested huge amount of money to elect him as pm. Now its payback time. So Primr Minister Modi selling every government sector to ambani and Adani group. Some of the money is going to Israel and France for technigal and military support. Wost prime minister in Indian history.,1
"1. No masks or social distancing. 2. How are they still producing crops if they have all been at the rally for so many months? 3. All of them are the middle men, who will lose a lot by corporations taking over. Have I missed anything out? 
Do these idiots honestly think the pandemic is over? They may not be bothered about themselves, but what about the thousands who are going to be infected? 
Do these idiots really think that everybody believes that they are all farmers and that they haven't been harvesting the crops? 
Another super-spreader here and then they will blame the govt. for that, and never themselves. IMO, the protesters are all idiots and so are the people supporting them.",0
Islam needs to rule India in order for progress,2
It's so evil... God bring justice to the people,2
Down with BJP fascism,1
I stand with Indian farmers who feed billion people. They must be given due rights.,1
NOW FOOD CRISIS IN INDIA,1
India the country where Police use huge Sticks to beat people,1
"?? Seriously folks, this protest is about as effective as a 2 year child old stomping his feet when he doesn't get what he wants... if you want to fight the giant corporations and survive, then block their front gates for a week or two and stop production, then when their sales drop they will change pay attention.",0
Shame on Indian fascist govt,1
Support Indian farmers,1
Modi is on his lowest popularity farmers would be last nail in Modi's coffin.,1
Goriya stand by,2
"50 th national shutdown announced that is only enforced in Punjab by violent famers.

I want them to make this an election issues and ponder at the results, just so they can see that their own children don't suport them",0
These farmers are fighting for their future. They do not want their future like todays USA farmers .,1
Why our PM is so silent on this issue,1
"How soft policy of present government. But media is not showig real picture.The politician calling it Jailianwala Bagh. There was kisan Andolan in 1998 when police opened fired and killing 24 kisan in Multai, Madhya Pradesh.",2
Common man Vs Corporate,1
RAKESH TIKAIT WANTS TO BE NEXT PM OF INDIA  INDIA HAS BRIGHT FUTURE,0
These are fake farmers doing only politics,0
Congres es se 1000 guna better thi yar,1
Shame on Godi media,1
Bjp rss is the another name of terrorism,1
Naxalite is the future of India. Support country Naxalite and its government. Naxalite is always with you to alleviate poverty and ensure equal human rights.,2
These Kisaan leaders are CopyCat Talibans ?,0
"Lap dog media news channel. A true travesty for India. 
Zee news is a shameless bunch of people!",1
This is pure politics nothing to do with Kisaan,0
Thumbnail se political word hatawo dalalo,2
BJP's only national party India,2
"Jhooth bolta hai channel. Biki hue Media,",2
"Sikhs r innocent sons of lahore , Multan and Kabul. Sikhism is nothing but love .Superpower Great KHALISTAN is innocent wish of innocent nation. Taliban and Khalistan both r reality of  
Region.",2
Media ki Political reporting,2
Chee news,2
"Wouldn't it be easier to put both the Dakait brothers behind bars instead? So much of time, money and energy would be saved.
I hope it rains heavily there.",0
The action should be taken agnest the officer...,2
"Lets be honest, that shithead officer wont face any actions. He is just another pawn of BJP govt. 
this has been going on for years but its the first time this is caught on camera.",1
Action should be taken against that bluddy Officer.,2
I want to fight amit shah im a akhaaga...plz...,1
his father rakesh sinha is in rss and a old farmer got killed by lathi smash on his head repeated by police,1
people who beat up the people who feed them .... why should farmers feed such a population .... absolutely shameful ....,1
"This in not a kissan andolan, its a political movement to oppose BJP even a kid can understand. Shame on these fake people.",0
"Why the docait head has not bee cracked yet? I am disappointed. The officer who ordered to crack the head should be promoted. These undemocratic bunch of illiterates have taken the country into hostage. If the govt is not ready to listen to them, they should vote the opposition and defeat the present Govt. What is this nonsense going on since a year? The roads are blocked, people are suffering for these few sponsored so called Kishans",0
"The stand of Sardar Gurnam Singh Chaduni is commendable  that is, the Whole present political system of our Democratic & secular country may be said responsible for harassing the Kissans. 
      So  that a new party namely All India Kissan-Mazdoor Party should be made by Agriculture people for flushing out corporated  based politicians by democratic votes.",1
Suspend him,2
Don't Act like Taliban this democracy,0
Right action. Enemies of country. They are not kisaan.,0
If this SDM will deny for the orders he given to the police would have to face music in front of of honorable Court. Video of SDM is full flaged evidence against SDM.,1
"BJP aur RSS is creating unrest in our country,they should be kicked out from our country",1
This is need for rental broker.There is no kissan they are enemy of country Mallik jee is supporting to broker. This is not proper for him.,0
Anti nationalist forces assembled together,0
Such general dyers have no place in this country.,1
Action must be reciprocal and mighty,2
Jai Kissan.... BJP Taliban party will not get Vote in next Election.,1
Kik out Fake farmers from india ......,0
Any Honest IAS Officer would have proceed with law and order if the farmers blocking the highway and in turn it might have triggered the traffic jam in the highway.,0
"Wow good batting by police helmet also nice BUT remember police we are n u alive bcoz of Farmer producing Food, vegetables. From 2day u don't buy any food only have salary.",1
"Not a big deal if there are changes in finance and decision people always protest. India need to change, cannot remain in old laws",0
We are with farmers,1
Shame on modi,1
Is this Mahapanchayath? Seems to be less than 20-25 farmers. Karshaka samaram only in medias like yours. Even Punjab CM deserted this farmers,0
No Farmers are involved in these road blocks and illegal agitations.Tikaet is getting funds from Khalistani supporters from abroad. Congress   party is fully behind hese illegal irresponsible  meaningless agitations by goons who just plan to block India's developments which are very rapid and remarkable  under Modi Government.,0
"Dear YouTube, 10 hours ago, ndtv had 2 videos with the same storyline about official who asked to crack heads. This shows ndtv runs a propaganda news.",0
taliban is even ruled in india,2
"*ALL PROFESSIONS ARE EQUALLY IMPORTANT.... Farmers is just like another profession. There is no need to put them on a pedestal. Some people quote them as ANDH DATTA & that without farmers there will be no food. and as such must support them. What if there were no doctors, nurses, frontliners; many would hv died during this pandemic What if there were no jawans, police & security personal; there would be anarchy. What if there were no bankers, money lender...; there would financial system will collapse. etc, etc... Bottom line EVERYONE IS IMPORTANT including the police*",1
"ORDERS CAME FROM ABOVE MEANS FEKU / THADIPAR   COMBINE . 
FANGS OF THE MOST POISONOUS SNAKE ON EARTH.    ",1
How can a police personal ordered to his team to Crack the head of the farmers and due to which one farmer died it was notorious activity done by Haryana police with the support of CM haryana and back support of M/s Modi & Shah. It is shameful for our democratic country.,1
"Next Selling assets of nation to Ambani and Adani  will take place . After 25 years People has to stand in queue for Ambani and Adani to get their services.  Why this govt is doing this ? no one is understanding the dangers .  These are the foundation stones to break the democratic setup.  The beating is not a simple lathi  it is a big wooden stick ,  The police man who is beating is nothing but a symbol of power and who given him such a power to beat ?",1
"Salaa these gundas dont face any action, officers face action for doing duty",0
Present ruling party is worse than Taliban,1
"Kuch nai hone wala 
Sab apna apna agenda chala rahe hain
kisaan apna 
congress apna 
BJP apna 
POLICE ka to kya hi kehna inko alag hi level hai 

in the end these all politicians are big chor , and murders 
WE are the slaves of the country, We can't do anything 
Ek ek party ke supporters apni apni party ko support krne aajatey hai 
ITne murkh hai ye log supporters , jab khud pe kuch beetega tab pta chalega 

ye murders ka sath dena band kr do 
ye sab murders hai agar wo politician hai to wo murderer hai 

Aur ye News media walo ko kisi ki nai padhi, they are doing their own agenda. 

Hum jaise normal log hi suffer krengy in the end.",2
We are with you  carry forward your work  help congress to win elections?,0
Farmer's labor unity zindabad,1
"Maanak gupta, it's really shameful. Why r u calling such ppl who don't respect ur panalist. I'm leaving ur show.",2
KISHAN PANCHAYAT SE BAUKHALAYE HUYE KK SHARMA ACHHI LGI YE BAUKHALAHAT,2
Jay Seree Ram Sar,0
Nor BJP and JDU has anything to say that is why they talking rubbish and bad words,1
BJP has lost it big time actual Mirchi bjp ko lagi coz farmer protest is bringing Hindus and muslims together,1
How much time this shameless BJP GUY is wasting and talking nonsense,1
"All citizen have right to express their feeling but in th situation of covid  this  people were brainwashed  by opposition    for elections and don't care of third wave if third wave comes opposition  tells its failure of gov  and if gov interfeir here   they  become  ""police beat badly farmers"") ",0
Lol..it's a front for the opposition political party. Nice going,0
"It is their rights to protest, rich bastards should fook your self. But my worry this farmers are inviting wuhan virus!",1
"We love our farmers, they are feeding us including Bhakts since independence. RSS and BJP don't spread hate and control your it cell Machar. Kisan ekta zindabaad",1
If these fake farmers have any problem with Bill then go and sit on table  talk about that. Country has already gone through such horrible Covid wave . And they protesting there without any precautions and call themselves saver of nation. Nation destroyers.,0
Abe hat kamine just pushing country into another Covid wave.,0
"Was there any virus call corona,
Ohh, it only comes in the government rally",2
Is this a protest or politics? We NCR people are facing traffic problems every day no one concern,0
Facilites advnatge educatioan safty trade time political advnatge please take care issue Subject as per educatioan small requieast to massanger please naw Subject Department units wark please take care issue Subject as per educatioan small requieast to massanger.,2
Now no one is talking about covid and these super spreaders ,0
"Tikait graduated with anM.A.degree fromMeerut Universityand then didLLBafter that. He joinedDelhi Policein 1992, asconstablethen Sub Inspector,[6]but leftDelhi policein 19931994. After leaving police, he joined as a member of BKU.[5]After the death of his father, Tikait officially joined BKU and later became its spokesperson.[5]In 2018, Tikait was the leader of Kisan Kranti Yatra fromHaridwar,UttrakhandtoDelhi.[7]Tikait had contested the2007 UP Assembly electionsfrom theKhatauliseat as a candidate of the Bahujan Kisan Dal (BKD) party (withCongresssupport), only to finish a distant sixth.[8][9]In the2014 Indian general election, he fought on aRashtriya Lok Dalticket fromAmrohaLok Sabha constituency. He admits that he supported BJP in 2019 lok Sabha elections.[10]
When l Googled about him.he is not farmer  .I think farm law are good for farmers.They started protest repealing farm laws now they trying repealing modi from pm post,",0
Unity of farmers Zindabad..Jai Kissan jai jawan fight to achieve your Right and all black laws must be withdrawn then only common citizen will live peacefully.,1
"What are they  protesting for? 
Tikait is trying to be another kejriwal  andolanjeevi ",2
"Farmer's FAKE Protest : 

  , 
  .
  ,
  .  

  
   .
   , 
  . 

 ,
  . 
   
   . 

  ,
  . 
   ,
   . 

  ,
   . 
  ,
  .

 , 
 .
  ,
  .
 
 ,
  .
   , 
  .  

   
   
  
   

",0
It's better to go  grave yard by Mr.RT instead of misleading the some good farmers.,0
"My dear farmers why u r joining with this idiots protesters team lead by ''RT"" now in every home your children's are educated don't u listen their words weather it is good or bad the new farm law.

The new farm is in favour to the farmers not broker ,If u r protesting den u r supporting to brokers not farmer's.",0
This is the plan for UP election don't involve any one don't waste time only one election propaganda......,2
Rakesh decoit infront there is a crocodile festival for u...,0
"Yes graveyard for BJP RSS combine.
That is the opinion ofcl 130 crore indians.

Modi govt murdabad.",2
these people so menacong this man tikrit is devil incarnate shameless  man,0
"I hear alot of noise from Tikait but no solutions...
I mean yes, make your noise... But back it up with something other than just protesting...",0
"The funniest part of Indian Democracy is protests of peoples are based on hypothesis. Hypothetically humari citizenship chli jaegi, hypothetically humara land cheen liya jaega, hypothetically democracy is going to die in India. There isn't single case where the land of farmer was stolen nor there is single case where CAA and NRC took citizenship of any resident of India and yet you see chaos on the roads and stupidity of the peoples. See this is what happens when you alter the history and tell fake narratives and meaning about freedom struggle and freedom,people don't respect it!",0
All the time all those protests were for UP elections. Rakesh dakait is a fraud,0
Stop showing this ashaul. Stop making this person a hero,2
"PLZZ stop this guy this fool 
What's his problem with new bills ?",2
"Abe dakait yrr tujhe naam tak pta nhi  tu logo ko murkh bana rha h.

the Farmers' Produce Trade and Commerce (Promotion and Facilitation) Act, 2020; Farmers (Empowerment and Protection) Agreement on Price Assurance and Farm Services Act, 2020, and the Essential Commodities (Amendment) Act, 2020 
Ek ammendment h sirf.

Aur ye kisi bhi bss kagaj p rehne vala h jese bharat m sab rehta h.

Pta h kyu kyuki tujhe netagiri jhadni h.
Abe tujhe 3 law k naam tak nii pta. 
Abe har chiz k plus minus hote h. Aur vo use k baad pta chlte h.",2
Why do Punjabis think that uttar pradesh cares ?,2
Tbh Neha Dhupia is more relevant than them these days,2
Ye sale chutiye 3rd wave la ke rhenge,2
Good the farmer's who voted for bjp paid their price and learnt their lesson,1
Sir EVM hataneki  is andlon me jorna chahiye,2
Up elections are coming. High time yogiji starts behaving like yogiji,1
"Not a bjp fan,but ye banda seriously harami hai",2
A true patriot protects his country from its govt.,1
"Harvest season Modi should save farmers from dalal,middleman, commission brokers , and money lenders to farmers .",1
Hindu government no rasult.,1
"Fake farmer s movement. Jobless Yadav & co are agents of Congis & Cummins , Anti national Brigade.",0
"if the farmers protesting are khalistani then why are hindus a part of this protest, maybe they don't feel safe in India that's why they are supporting Khalistan huh",1
"One more Hardik Patel to loot people and benefit to become politician.
. If they have realy problem, them why oppose only in states of BJP govt. Farmers are also in rajasthan and other states.",2
Tikait thinks he is the American  president,0
"Arrest all the anti nationals
There is no problems with the farm bill.
The GOVERNMENT should remain firm",0
Jai Jawn Jai Kisan...... Long live Rakesh Tikat And Farmers unions.,1
chor uchake gathered,2
"ye sab BICHOLIYE hai ... Farmers of the whole country don't have any problems  BUT ONLY  UP farmers have the problems with the FARM LAWS !!!!!!!!!!!!!!!!!!!!!!!    oh yes, Election is coming next year in UP...!!!",0
"Corona be like i am a joke to you  
Election ke time pe hi ye fake farmers / Unions and political influenced people protest karte he ...",0
Please support for farmers for Indian gourmand,1
"Why don't give them a separate country "" Khalistan "" ?
Punjabis don't fit in the fabric of India.
https://www.youtube.com/c/TV84official/videos",0
"India is the largest democracy in the world, Indian people have democracy and freedom of speech, Indians are the most peaceful lol. Open fire!",1
I request all the farmers of UP do not come under this fake farmer propaganda...Yogi is doing great work for UP... don't let UP again in the drain by supporting these fake farmers ...,0
This tikait doesn't know anything about the farm laws.I saw one of his interview where he couldn't answer what is his problem with farm laws.I belong to a farmer family from andhra pradesh but I never voted BJP. I support farmlaws and Modiji.,0
Why doesn't the government speak to the farmers and close this issue since and for all it will have a negative impact on the economy.,1
India is the known as land of traitors as the British terminology suggests like Australia is the land of convicts as well as New Zealand is known as the land of eccentrics.The man who seats  in a far away land wanted to creat new world order by behind the scene stage managed show of farmer's agitation to cripple the Indian state via his proxy's like different NGOS and different skyfall media groups who do anti-India propaganda to create mayhem and anarchy here in India.Let's see what happens as his missions in Ukraine failed miserably due to the solid thrashing by the Russian President Vladimir Putin.,0
Everyone knows which party is funding these protests,0
HT is showing this news as if Tikat is a responsible person .heights of irresponsible reporting by HT . Shame,1
Tikat is misleading innocent people. What a shame,0
Thank u farmers for inviting corona and once again heading towards lockdown. Desh ki unattai aise hi kijiyega,0
Get ready for 3rd wave of corona virus.  Don't blame state or Central governments. Cos we farmers didn't take any precautions or follow covid SOP. Thank you,0
The funniest part is he doesn't even know foarm laws,2
He is trying to open his political account! Nothing else. Opportunist,0
Kumbh is causing covid in kisan mahapanchayat. Rss and facist modi should resign.,1
This clown should be punished.,2
Now people wont say they are anti nationals . Bcz hindus also part of the protest . #kissanektazindabad,1
these fake farmars and Dakait is a toolkit of opposition parties...,0
Thank God they kicked out chitra Tripathi,1
We need safety from dallle.,2
 congress ka party workers ,2
These are fake farmers plz don't cover up the stories of these idots.,0
"Bengal should rise up n take back the whole of bengal....free india n change back to its original nation....bengal
Maybe punjab too",2
They have to do.. not like you news channels associated holes.. they are fighting for there rights.,1
Shame on what this channel is bringing to public. All the government has to do is cancel the farming laws and the farmers will leave happily.  The government can choose not risk the public health. The farmers have been protesting the laws for the past six months through the harsh weather and the pandemic yet the Prime Minister of India has not taken a single step in resolving this issue. All because his ego is more important that the livelihood of such a large population. The farmers are fighting for their life one way or another so shame on this channel for said for talking about human health but wasnt concerned when all the rallies were taking place. This is a violation of human rights and the media is corrupt so dont sit behind closed doors and talk about whats the right thing to do because it surely isnt what youre doing.,1
They are all healthy.No one get infected. Corona dont come in farmers crowd?,0
No way to support these broker mandi walas. Let farmers get benefit from this bill,0
Keep it up farmers we are with you.,1
"Government at fault, Just repeal the laws so they can go home and rest. 100% government at fault.  Godi Media trying hard to defame farmers hahaha.",1
"Government at fault, Just repeal the laws so they can go home and rest. 100% government at fault.  Godi Media trying hard to defame farmers hahaha.",1
"Government at fault, Just repeal the laws so they can go home and rest. 100% government at fault.  Godi Media trying hard to defame farmers hahaha.",1
"Government at fault, Just repeal the laws so they can go home and rest. 100% government at fault.  Godi Media trying hard to defame farmers hahaha.",1
"Government at fault, Just repeal the laws so they can go home and rest. 100% government at fault.  Godi Media trying hard to defame farmers hahaha.",1
"Government at fault, Just repeal the laws so they can go home and rest. 100% government at fault.  Godi Media trying hard to defame farmers hahaha.",1
"Government at fault, Just repeal the laws so they can go home and rest. 100% government at fault.  Godi Media trying hard to defame farmers hahaha.",1
"Government at fault, Just repeal the laws so they can go home and rest. 100% government at fault.  Godi Media trying hard to defame farmers hahaha.",1
One of the key cause for increase in the Covid case. Hope these useless guys get some enlightenment soon,0
Godi media who rests in modis pocket.,1
Let these mandi walas gain wealth for 7 generation by sucking real farmers blood buying onion 8 and sell for 100+. Let farmer live peacefully without these mandi middle man interruption.which farmer will protest for 7 months without farming,0
They are fighting for their rights,1
Rapes deaths what more do these so called farmers want,0
This is not going to end well,2
Godi media where was you when Bengal elections held,1
"it is really Horrible to see the attitude of the Farmers at this point of time , putting hundreds life in danger, what are they going to get out of this ??     Kindly Understand Please adhere to Covid appropriate behaviour. Your life is Precious for every Indian.",0
"People are not getting oxygen and medicines.  Till covid issue is not under controlled all protests , election and exams should be stopped",2
When rally can happen then why not this,1
