comment,label
Owasi is a good actor like Nana Pataker comedy wise  & his mouth is always full of Modi's criticism  & nothing else he doesn't know but the whole world knows that India means Modi & Modi means India,
looks like after indira gandhi second most egoistic pm of india is modi but how he spoke today and apologised looks like now he would do some work for ache din,
"Now India has 2 threats, Pakistan and Afghanistan... - - = + ",
Only one state has farmers.,
I am in indian army and my father is farmer. And my father is also in the andolan and what city people know  about the farmer feeling . Why don't the modi take back the bill ? The farmer is not accepting the bill . Then why the government forcing the farmers.,
This fight will be fought till the last kisaan alive in India.,
but now they are opposing when BJP bringing it for farmers.,
I m really happy for farmers,
Dont say farmers...i know ...who all are there. The real farmers are working.,
I Support Farmers.! ,
"Recommended resolution: Empowering farmers to lead by experimentation, build consensus and make choices rather than embracing contract farming as the only option. Farmers can yield trust-worthy results by understanding problems from all prospectives. Explore broader ranges and allow leads to more innovative solutions that address underlying factors.",
New history is created by Farmers!!,
"It was waiting time of UP election ,major state producing country 's Heads. As such the withdrawal of the krishi bill !    ,            !!",
Government better listen to farmers leaders. MSP on 23 fassals in law is needed by farmers. Farmers will not give up on msp. Indian from UK.,
"I wish his apologies reach the 700 farmers who are tortured with words like Khalistanis, anti-nationals, andolanjeevis, and finally died.",
We r with farmers,
Thank you for new bill #narendramodi ji,
# I support farm laws,
We are proud of our Prime Minister Modiji. No one can  take his place. ,
"PS- Unfortunately, More than 150 farmers have died, already. Some committed suicide, some died of cold weather while protesting on out skirts of Delhi.",
Even in these difficult time...Zee news is still lacking modi feet...,
"Police men injured, Journalists injured, Farmers injured. But no politician was injured in all this. Stay home stay safe. Wear mask.",
There is provision in the bill that if farmer not okay with fix the future price so farmer and contractor mutually decide before agreement fix guaranteed price and additional price which will be above fix price if market price is more than contract price at the time of delivery so simply we can say flexi price quoting option is also der,
"What evidence Iyer has to state that "" farmers are unhappy with a dalit being the CM of Punjab"". This man seems to be not only polarising people of the country esp Punjab on religious lines but caste lines as well..",
But supporting them blindly instead of telling them pros and cons of laws which are made for their own benefit is not right. They have bring the same farm laws which has been in practicing in western countries from a long period of time. They now have much options instead of only one or two. And this law is not forced on them it's optional for them.,
Mr ankit I challenge u on this debate u r mould by fake news by  gvt propeganda I bet u as normal farmer,
goodness me what a research on data!!!  kudos Ravish ji and NDTV  that's why i only watch n follow Ravish ji ... he's the spine of journalism in the era of spineless media ,
What a beautiful story !! Is this the same india ? Our Nation is changing  God bless our kisan ,
"Farmers should not sell to any private player, go to apmc ...why going to private player",
No farmer= No food. I support Farmer,
This is blackmailing from farmers,
SOME TIMES GOVERNMENTS HAVE TO BOW FOR HEAVY PRESSURE CAUSED BY PUBLIC OPINION. SO HAPPENS EVEN IN WESTERN DEMOCRACIES . REMAINS TO SEE WHICH SIDE IS RIGHT FARMERS OR THE GOVERNMENT.,
Support farmers govt failed today badly,
Very Sad Situation for our Country. Very Bad Governance. Jai Jawan Jai Kisan. Jai Bharat. We are with Farmers and Labourers.,
0:48 this is farmer's protest right? ,
Kisans may have problems with the govt...but simple thing very straight forwardly closing borders is not good and Delhi govt on one hand is against pollution but on other hand supporting tractor rally may increase pollution and congestion....rally could have been avoided....,
A few comments have been seen stating that the Indian flag was disrespected on 26 January 2021 at the red fort. It is false that a Khalistani flag was displayed at the red fort on that day. ,
It's fake farmers,
Opposition reacting as if they have done good to farmers. Shame on Opposition for making Indian economy weak. See China how fast they are growing.,
It's just Punjab and Haryana farmers which are unhappy,
"""Nobody in earth is more patient than a farmer""---The truth. Yea men, farmer waits 4month for an egg plant to grow.",
Just make me wanna hug these awesome people...Thank you for what you doing and God bless you all. Kissan Majdoor EKTA ZINDABAAD. United we stand against all odds.,
700 Farmers have given their lives just to remove these 3 Farm Laws which is a very sad part of this fight. BJP govt could have done it much before and saved farmers lives but the reason they did it now is out fear of losing UP elections...,
Selective imposition of Income Tax on Non Farmers including Handicapped Non ,
Modi drama vote for congress only,
"I am always with my farmers and labours so hardworking I eat food because of these three sources that is labours, farmers and researchers...",
Farmers will force him to step down,
"with the internet, i don't think the smaller farmers should worry too much.",
I support farmers I stand with farmers,
"If you ate today, Thank A Farmer.",
"What A shame on BJP government,  where credibility of PM Modiji is at stake,  but farmers are now very smart and intelligent and they are working tirelessly for their  well-being.  Sanjay singh type farmers are intelligent enough to give politicians A boot when they come for vote.  ",
"Hence proved,  muscle and money always wins. The amount of money pumped in for farmers protest is beyond imagination",
It's not Farmer's protest It's protest for every nt so rich Indian citizens for there future.,
Then why pannun claims that he is funding for the protest  Rathee either you are lying or you are not informed property or you have been given some agenda  why are spreading lies to instigate farmers against the government what are you up to?,
"Lots of love from India. I have been watching every video of yours since you covered Trump's visit to India. Thanks a lot for this video. Unfortuantely, Arnab Goswami : the Tucker Carlsen of India is gonna do an episode on you and say you're paid and all. Along with all the major media channels of India. They're no less than Chinese Media.",
I'm also son of farmer and live in Rural areas where still electricity is a genuine problem...but surprised to listen the decision of repealing 3 farm Laws... It will open many doors to protest against Every welfare Laws...Today Who wins game ? Only those who don't know the actual pain and problem of small farmers... they never did work in farming areas but they are so-called leader of farmers...,
Its time for india and other european countries to come along with usa with military support and assistance to support afghan army.,
Finally Punjab and Haryana wins,
"It's an another democratic victory, for Formers & Opposition Parties against Fascism after loosing 703 Formers! ",
Rakesh tiket urf terrisrst comedy achi kar Leta hai ,
"5. Online GPS network for all government and private warehouses with transparent capacities, costs and facilities like nitrogen chambers and dehumidifiers. Here also every farmer can put a price tag including warehousing fees for off-seasonal revenues.",
"I am a Software Engineer doing very well in my field but after these laws literally i started learning about organic farming and agriculture , and planning to do a practical degree in it so may be i am planning to do organic farming in future while applying all the technical knowledge also in that",
To join the protests to proctect their livelihoods.. infact he was calming the people down on 25th night when u said that some people came on stage of SKM . I have the videos even which i can share. Problem is that he opposes AKALI DAL mainstream punjab party and akali dal is backing some people in SKM to sideline him from the protest. Thats the reason he faces opposition from some SKM LEADERS . The people backed up by Akali Dal are Manjit Singh Rai and Rajinder Singh deepsinghwala . They are amonst 20-30 leaders of SKM and surprisingly they are the only ones who spoke against lakha sidhana on stage whereas others did not. ,
#istandwiththepanjabfarmers hope it all works out and gets sorted ASAP!! ,
I belong to a Rajasthani farmer family .,
Proud to be a punjabi and a farmer ,
WHAT A STRATEGY-- I KNOW U WILL TELL SAME THING BEFORE ANDHRA PRDESH ELECTIONS NO PRIVATIZATION AND WE SAY OH MODI UR GREAT ANDH BAKHTS...,
I feel bad for all the farmers who supported the farms laws a very disappointing moment,
"Modiji applied new reforms in Bihar , check the results over there and see farmers conditions .",
Previously many bhakts were saying that the driver was panicked and lost his sense of distinguishing between brakes and accelerator....so it was the problem of the farmers? Would love to know what those gobar consumer would say now after watching this video..,
Rakesh Tikait & Yogendra Yadav are political wolves using innocent farmer's.,
Shame on Taliban kind of rule in India,
Nothing better than foreign media pronouncing modi,
Farmers   or,
Patgetic khatara govt. Cannot even give compensation to farmer who died due to barbaric lathicharge injuries . What to expect.  Farmers will not remain enslaved and keep get hitting on their heads,
"Ye so called farmer leader aur opposition party hi asali bimari he inko sirf virodh karna he bas, big loss of true farmer",
First Muslim then farmers are facing the same situation and next is the turn of andh bakht Insha Allah,
The Farm Laws PM Modi had introduced have Minor Errors in them and they have to be corrected through a series of Amendments that will solve the Farmers' unrest ! Repealing the the Laws may or may not be the Appropriate Decision !,
Supporter Media ko bhi expose karna Jaise TOI New York Times and Hindu... ,
Police should not provoke the innocent farmers.,
"Hello Mam, adding the case study of Maharashtra Model APMC Act, 2003 in this video, could have made a strong case for the current bills. ",
full support Indian Force,
"""Camping outside the city for a year..."" How do these farmers and their families earn money to feed themselves when they are protesting for over a year? Is it even correct to call them farmers when they aren't even farming and seem to have clearly changed careers over the past year?",
Punjabi farmers should stay on borders with SKM until MSP on 23 fassals in law is agreed by the government. Indian from UK.,
"ways never force decision, it always gives an option. Those option could be farmers insurance instead  of the bill so ",
So farming industry in India will remain backward ?,
"Well done to the farmers, the government should represent the people from the land and not pressures from outside or within (businesses) its money to them but its your home and thats not preplacable!",
It's Duty of PUBLIC ...To help FARMERs.... not GOVERNMENT ,
I m myself from a family of farmers...,
Had you shown the death of the kishan who had died during the kisan andolan in your channel?,
Do we really deserve Democracy and a leader like Modiji....Shame on us ... Can't We ever rise above politics.. Bloody Idiots... Unless Congress and The likes Are completely destroyed...we can't expect any reforms in our country Jai Hind..,
Moreover the farmer union leader had talks with the Delhi police regarding this on the night of 25 and still if Delhi police says it didn't have any information then I feel it's stupid on our intelligence side that they couldn't arrest him before this day and everything could have been avoided.,
Terrorism  these are not farmers,
*Preparators of maheym are in constitutional post and crooked individuals are sharing foul against protesting farmers*,
It was happened with farmer is very crucial way now in india it is seen like that humanity isn't present here ,
"Hats off to the best ever detailed information and explanations about the farm bill and amendments, felt really good, thanks once again",
"Government accepted the defeat before the  public !  They withdraw the farm bills since BJP sensed defeat in upcoming 5 assembly elections,  hence they withdrew. it is a victory for the common man.",
Well if youre willing to buy food from big fancy grocery stores instead of redis.. then go ahead support the bills and pay for the prices theyll set. ,
  For Valuable Information  We accept and support  the all bills to develop our Formers,
"Yes, protesting farmers are mainly from Punjab and Haryana. The reason is simple, these are the states, which are the bread baskets of India. Farmers wish to discuss their problems with the government, so that the government may hear them, and alleviate their myriad problems. ",
Thanks for raising voice for Farmers,
"I come from India where supposedly educated people celebrate repeal of laws that would have liberalized farming economy, enabled farmers to sell anywhere, reduced food prices. ",
Even after this if Andhbhakt will defend BJP then u guys really shouldn't call urself Indian.,
"The gov needs to explain the why behind these laws, cant just get away by saying it benefits farmers without any justification",
Why only Punjab farmers protesting can anyone explain please?,
farmers agreement on price assurance and farm services act.... isme hording ko promote kiya jaa rha hai..... companies manipulate karengi kissaan ko... msp naa hone pe kisaan aadhe paune daam pe bech dega kyuki perfect competition hai,
no clear opinions of farmer why aren't  they ready for amendments  why just repeal the bill,
"Repealing the 3 laws clearly points out to the fact that the government has succumbed to political pressure, vote Bank looking at the state elections but it is definitely not a good precedence as other laws like CAA and 370 await the same outcome which indeed will further fuel andolans,dharnas,blocking roads creating nuisance  in the name of resistance ..We  can't afford this to be a norm.",
He repealed bcz in punjab bjp will alliance with arminder party ,
Farmers Producer Organisation (FPOs) of minimum 500 farmers to be formed ( Central Govt has target of 10000 FPOs) - FPOs to be formed by engaging 2-3 Villages of Same Panchayat (in. Rajasthan) of nearby Panchayat (in Haryana).- All farmers should have same shareholding and no licensed traders should be made member of FPOs.,
"Current law basically has the above law, addition to that farmer's now can sell outside the Mandi and APMC if they can make good profit..",
One must notice the camps of pro farmers and against farmers in several news forums. It's cut throat hate levels. I  am growing anxiety related to men in ours society. My father was right that BJP would be catastrophic for our country!,
"sir , you said @ 6:40    ""kisaan ke paas apmc me bechne ki power na ho "" what did you mean by that ?",
"Modi,BJP government bhagao desh bachao",
Sir decision taken by so much late so why too much stressed given to farmer resulted to much farmer unemployed crucial time wasted,
FOR US FARM BILL  Agriculture Risk Coverage (ARC) and Price Loss Coverage (PLC): refer to these article   https://www.usda.gov/farmbill,
"The farmers are struggle for everybody including for police families, then why police  don't understand nothing, really this is very terrible",
PM taken good design now don't think about farmers live on their own life and PM must think only about country security and there party growing up,
138 Crore- people of Indians are eating daily food because of farmer day& night effort and hardship. Should the PM and CM's sensible to that? No concerns by GOI so far,
all support farmers ...shame on Modi govt,
"Lot of cases are pending in the courts. Eg. Lavlin case which started in 90s is still going on. Last week only , a final verdict came on a major case , after 28 years. So for the fast moving of the cases, and to reduce the overload of cases in the court, its better to gve authority to district collector or SDM ( District Magistrate)who is a decision maker in the administration level.Can you tell me how many years it will take for a final verdict, if anyone file a case in a supreme court.  Why you play wth poor farmers lives...",
Rich farmers ke upar tax lagana chaiye. ,
jai ho modi Ji india respect every decision taken by you,
The andh bakths will justify this while eating the food that farmers were bleeding to make...,
Finally after 1000s of farmers sacrificed their life to come to this day .,
Dont just watch it and go.. Like and share this video Or it will be utter disgraceful  of you to our farmers.,
do no mess with farmer brothers or else ,
The farmers already have choices to sell thier goods to whomever they want... Only thing is that corporates wanted some legal documentation for them.. Thats why Modi government didn't even consult the farmers.. Only consulted corporations... Don't share this video....  Misleading..,
"Im a Rubber farmer from Kerala. We have been through this problem before. MSP guarantee does not work, as it just cannot be implemented. MSP for rubber today is 175,/-actual realisation 150/-. The tyre cartels control the keys at the centre. This has been the state of affairs for the last decade. The central government allows duty free import of rubber under the pretext of export of Tyres. Im all for liberalisation as lon as the other parameters are not doctored ( like wages). Let the free market prevail.",
Farmers ko faltu me badnam kiya jaa raha hai.. har saal itni tight security hoti hai red fort k aas paas and delhi me bhi itni force hoti hai pr iss baar itni dheel kyu??? It's a trap !!,
I'm with my farmers,
As before farmers win congrats guys and shivas,
"Also speak on why did riots started and why did farm leaders condemned these riots..there is no mention of taking away MSP in farm laws...speak on contract farming in UK,USA, CANADA whether it helped or teared families there and why farmers not protesting there",
Farmers must stand united & stick to their demand of officially repealing the farm laws in the Parliament & provide MSP as a guarantee by way of a fresh bill of Parliment.,
Biggest Comedian of Indian ,
"Govt should engage Shekhar Gupta, Dr. Gulati, and known farmer leaders like Sharad Pawar and Shivraj Singh Chauhan to negotiate with farmers. Modi Govt clearly needs help here and they should hesitate from asking for it.",
why did speaker pass the bill with  voice voting against parliamentary procedures. Why are you not showing that .What aren't you criticizing speaker for that and blaming everything on opposition. Please save this nation.,
"Meetings after meetings,date after date was scheduled but farmers right are not accepted . When andolan proceed forward they were shot death . Is this democratic India?",
one can not go to court against anti farmers law....what a slap on face of policeman by this sikh,
If someone seeing my comment outside from India please do support farmers because Indian media is purchased by govt even govt did so many wrong things in past but media continuously supporting them despite people don't like,
Modi jee exposing media .Compare same news debate on same channel from  last month to today's,
I honestly feel farmers were mislead ..mostly genuinely protesters were middle men which are so much in Punjab...though on front it looks farmers didn't want it..so good Modi roll them back..I hope they come up with other reforms..by yes we need reforms..,
Election is not the main reason jo vote bjp ko dene wale hai wo dene hi wale hai vice versa,
TO COMPENSATE  FARM BILL  PLEASE ENCOUNTER OWAISIBROS,
Where is our slogan : jai jawan jai kisaan. When kisan is injured how jawan become  strong to save our india. Really too bad incident happened due to politics. Both are two eyes of india..so  supreme court should take action on those culprits who lati charged on old people..Kisaan is back bone of our India.When The Kisaan is strong india will be safe and cool. Jai hind ,
"So called Farmers who are involved in agitation, those states are getting MSP benefits for last many years and in these states more than 70% of their produce is procured through MSP. As these farmers dont diversify their cropping pattern and creating havoc for natural resources (depletion of ground water due to frequent irrigation bcoz of low electricity tariff, and increase in water logging areas, burning of paddy straw, poor soil health excess use of fertilisers, etc). and unnecesarily presurrising Central Govt by taking the name of small farmers. ",
Is congress a patriotic party ???? Is it true that rakesh tikait is real son of late shree mahendersingh tikait  a down to earth man and true farmer????????????,
1. educate farmers at ground level ,
this kisan movement brought my India together but guys we need to be aware of those elements who r doing opposite!,
Thank you BBC for a better coverage as asking the dumb farmers spokesman the right questions as some of your coverage on issues regarding India have been biased.,
"A Sincere tribute to farmers who lost their lives during agitation against black  farm laws you will be not  forgotten. A salute to the farmers who did not give up, no matter  how hard the path was. And thanks to PM MODI for taking back the farm laws, I appreciate him for this act. But he should have done this long time ago and no wonder he has done this for upcoming elections of Up and Punjab and to get votes. ",
Thanks Dhruv bhai to explain current situation very well so that other people can understand farmer's protest and their demands.,
"First kick out the Khalistanis , it should be the foremost condition for talk . Most of the protesters are commission agent , who have been putting the farmers in ransom for years and now they want the same to be done with the government and Delhites .",
"Nothing would go wrong as have been soughted by Vipaksha. Pls recall Ex PM  Morarji Desai tenure wherein wewere witnessed to very much 'sastai' Chini were sold @2/- kg, Sing tel @ 7/- per kg without lining up at any shop. The reason Agriculture Kisan were permitted to sale their products directly to Public without taking any person / agencies in between.  So Our Beloved PM Modiji is doing in public interest. Please carry on Sir, very right action, Law, enforced. JaiHind, JaiBharat. JaiKisan.",
"Gold Standard of Journalism? The country is in this state, because of media houses like this. India Today has hit rock bottom. Shame!",
The Akali Dal and the NCP will be seen begging in the next election. Their monopoly will end with these bills passing into Laws.,
The people who are still supporting the farmers are fools.,
"That's what happened in New Delhi on 26th 2021 Republic day . Because, it was one happy celebration, for one day , One goal for both the two parades , one at the Central capital region in Rajpath , New Delhi and One by the farmers -- a planned & practiced peaceful event in the outskirts of Capital region.",
"this farm bill will effect not just farmers but middle class as well...so stand with farmers, save our country",
We stand with modi sarkar,
12)All transaction between farmers and consumers are must be in white. I really encourage to do digital transaction if possible.,
Earlier EIA now Farmer bills,
Minimum Support price of essential commodities is important because govt needs to maintain the rationing system of food grains for BPL card holders.,
