comment,label
"Sir, Please make this video also in Hindi, because farmers and 40% of the Indian population don't understand English.",2
Now i understand y there was a lot of opposition from the farmers... And i support their view...,0
No Farmer No Food - Kisan ,0
Farmers protest is revolutionary and historical.,0
Salute to farmers they r so energetic,0
The blood of 700 farmers is still owed to Modi,0
I got my answer for confusion over farm bill..thank you sir...,2
Reality me feeling sad for small and marginal farmers.,0
There is no illegal to store to farmers. Its illegal only for merchants. And now doors are opening for merchants to store. Plz check once the fact.,2
This is why i hate politics..it's really dirty I just feel pity for the farmers taking so much hardships..if the govt listen to them this would nevr happen.,0
Repealing these are more of a political move than the concern shown by the government towards farmers.,0
Thanks to Sadhguru and Isha Foundation who helped make the biggest Farmer Producer Organization in Tamil Nadu. Others can learn from them to benefit farmers.,2
"When we consider North indian farmers , most of them are not aware of the marketing possibilities, in short they become dependent on middle mens.",1
How cruel this bjp modi ji party ..hurted sikhs allotted,0
Ye bjp hi tho jo itne din baith paye congress hoti to abhi tak to sab nipat lete.,2
I will always side with the farmers!,0
"Truly they were not hindu muslim sikh they were farmers,the last time British United Indians the same way .",0
These are not real farmers,1
Indian cuisine is extremely diverse and each town to region depends on the local farmer to produce that variety of crops to meet the variety of food. In that sense it is similar to Italy's diversity of food.  These laws will destroy the Indian cuisine. The laws promote mono culture farming. It promo,0
"DEAR PEOPLE AT LALLANTOP PLEASE MAKE A DVD OF THIS AND COURIER IT TO ALL NEWS CHANNELS IRRESPECTIVE OF WHETHER THEY ARE PRO OR ANTI GOVERNMENT A COPY OF IT TO NBFC, PMO AND PRESIDENT OF INDIA ... ITS TIME TO MAKE EVERYONE REALISE THAT THE BOOK MARK LANGUAGE OF JOURNALISM..AND IF YOU CANT DO IT I VOL",2
Last and the most important thing of this protest is that if there are private players in it there will be no  monitoring the MRP of crops so even if they provide MSP to farmers the new farm bill be problematic for lower and middle class of our country ,0
Well explained and if any govt wants to do good for farmer they should sincerely to his advise,2
Farmers didn't win modi gave them bheek!,2
You missed a larger point which made the Govt. sit & think over. At the recent inauguration of the Expressway by PM a lot of UP buses were deployed to bring people from villages to show PM is still popular. But all those buses returned to the inaugural site practically empty & PM show was damp squib,0
Anyone who has work cant really stay at a protest this long. If you are not satisfied with the political leadership you have the democratic right to change the ruling party. Why most proesters are from only punjab and haryana. Please research how the green revolution is destroying the indian economy,1
Video me negative points ko bhi cover karna chahiye tha. Why Bihar Farmers can't get the benefits which are expected?,2
Country of size of India is still exporting less farm produce then country of Vietnam and Thailand  what a joke. .,2
1. The fixation of MSP by doing analysis of cost incurred by farmers to bring their products to saleable conditions & penalty including jail  for not abiding by MSP rules.,0
"Monsanto is the root cause of *SO MUCH EVIL AND GREED* within the World's agricultural industry.  Farmers in the United States & India are both suffering as a result of Monsanto's monopoly on genetically-modified seeds. - If you haven't watched it yet, I highly recommend watching ""Food, Inc."" on Net",0
The look on that farmers face at 12:45 is just hoorible to behold.,2
Respect  to our farmers Waheguru mehar kari ,0
"Or is he lying, and knows it is going against his election numbers.",2
The end comment by elder farmer was priceless haha,2
Mr ankit I challenge u on this debate u r mould by fake news by  gvt propeganda I bet u as normal farmer,0
Proud to be a farmer,0
I am so happy the farmers wontheir long and difficult struggle paid off. This is an inspiration for all of us no doubt,0
"I just want to say that there are two boys in my neighbourhood, two cousins, both school dropouts whose only intent is to have fun. They make bizarre comments. They than get dozens of replies berating them calling them dudes and fools etc and these two smart youngsters laugh and laugh and send even ",2
"But sirr wheat or bhi jo fasal he ,to unki m.s.p govt. Pehle se fix kar deti he to firrr apke acc. 25 rupaye se 16 kaise hogaya mtlb jab fasal katenge kisan to msp thodi na badal ti he wahi rehti ye aapki baat kuch samjh ni aayi,,vaise contract farming ek badiya option he farming sector k liye",2
I am standing with farmers and its their victory against dictatorship.,0
I love modi Ji equal to my parents we want to Tamilnadu God always with him one and only honest pm in India Iron Man of India our pm I love very much our pm,1
All the farmers will stop protesting if govt announce minimum price of buying produce from farmers. ,0
" No government is above/ greater than Farmers, people and students.. ..  ",0
I stand with the farmers.. respect from canada,0
This poorr farmer drinks cofee in 5 star hotel only,1
We are with farmers who are feeding more than 100 crores citizens and exporting food grains to many countries.,0
Its so sad plenty of farmers got killed and suffers may god bless them ,0
I believe this is a wise move by the BJP and PM Modi. I would encourage the government to go further one step and repeal all subsidies that in actual fact benefit the middle man and unscrupulous landlords. Let each individual states to sort their own subsidies for their farmers in the absence of ref,1
In bihar no mandi the farmers are rich ?? Kon unke ket se uthata ??,1
Bjp pagal ho gayi hai...... Another sign after shahen bhag and bengal election..... Shame on Modi.....,0
3. After some time when mandies   are dissolve then if the companies deny to take the produce what happened to the farmer.,0
"Modi: Umm... sorry guys, I was dumb back then, I promise I won't do this again, I swear this is not due to elections coming up. ",0
Its a big victory for farmers in the history of independent India.I bow down to all farmers who died during this farmers protest.,0
"I am a farmer and i support farms act, this will not only help me increase my earnings but also channelise a supply chain to boost economy",1
I understand this video is a month old but please cover all angles. Mainly farmers from 2-3 states out of 30 states protested .  ,1
700 farmers lost their precious life in this protest,0
The central ministers showed more urgency and planning for the rallies in municipal elections in Hyderabad than the farmers issues.,0
"You tell 'reformer modi',shame you as economist, not for farmer law but for note-baned.Indian economy suffering till now.",0
"Like every profession, farming is a profession too. Why just Wheat, Rice and cotton farmers be protected? Because of this protection farmers are not producing enough of other crops. Resulting in over supply of wheat, rice and cotton when the prices of international market for these crops are low.",1
the harsh reality is that this video is not seen by the farmers  and also by so much less people on YouTube.,2
"The video clearly shows that the broken windshield(0:06) even before the crash. This shows that the  convoy was attacked, and the convoy with a broken windshield (meaning with partial visibility) was running away from confrontation. The video also shows that the farmers at this spot were ready for t",1
Those aren't farmers those are Khalistani protesters. Farmers are in India .,1
"Difference between China and India:  China can progress well by implementing good changes,  whereas India can't implement any change due to their political system.  About this farmer's issue, I watched a documentary how political opposition is gathering NON-FARMERS to impersonate as real farmers and",1
"Mr. Sengupta, you have explained in a excellent excellent way. I really appreciate you. And also you have explained in a neutral way. Neither in favour of farmers nor in favour of private sector.",2
"For non-native Indian speaking on certain Indian issue who has little understanding of, I would say Trevor has did an okay job. But he missed alot at the same time. The laws are also supported by millions, there are certain groups and states who also use the opportunity to use the situation to creat",1
big win for the farmers,0
Thanks for supporting us love from punjab ,2
4 wasted is on farmers,2
More power to farmers- they are the real heroes of our Nation ,0
"This is just an ALTERNATIVE MECHANISM. FARMERS CAN STILL GO TO MANDIS AND SELL THEIR PRODUCE, if they don't want to opt for Corporate farming or don't want to sell their produce at some higher/lower price. ",1
"Except that ""Farmer's Bill"" everything was spoken by protesters ...janta pareshan majdoor pareshan and sabne apni pareshani inhi logo ko to btaayi hai.",0
Please make video in hindi so that it will be reachable to farmers too.,2
I really wanted to know what farmer's were protesting about and this video helped a lot. Thanks!!,0
This time modi messed with the wrong people. Punjabis And Haryanvis! ,0
"5) Punjab, Haryana are the two states who were getting most benefit from the current sstate of MSPs. They are not the only farmers in the country. ",1
"For those who say farmers are creating difficulties,by protesting on the borders.Just stay in your fucking homes and watch R Bharat for the rest of your lifes and ask modi g to send 15L rupees in your accounts.",0
"Government has to translated these bills into all languages and distribution among the farmers, so they can understand. Also government should explain it directly to the farmers, so that the farmers should have knowledge about it.",1
Very informative with a generous amount of sarcasm ! Ouch Modi ji ouchh,2
"People suffer in this Tughlaq govt. Demonitization, GST, CAA, farm laws, petrol hikes, .... Impose overnight without knowing implications and sometimes withdraw unnoticed after damage just to safeguard BJP. Another big failure in the cap of BJP, dissolve and impose President rule, save nation and it",0
I'm from India nd one thing that I want to ensure is that this time Modi's government will go down for sure as all the Indians are with farmers,0
Only Punjab formers against it ... First debate or educate them instead taking their cause and shouting at government,1
"They are not closing Mandi system, it is just a parallel system which will force APMC to become more competitive. ",1
So I would request with farmers protesters to be watchful from Kejriwal. Jai jawan jai kisan. Our heartiest salutations to all farmers of the country.,0
Not all people who support farm laws believe that the farmers moment is a Khalisthani movement. There are a lot of them who have  welfare of farmers at their heart and believe that farm laws were a right step in that direction. If you categorize all those that hold a view point other than that of yo,1
"Be always  alert,keep eyes and ears open, bjp can any lowest possible thing to torpedo this movement ,kisaan mazdoor ekta zindabad BJP murdabad.",0
All because of people not understanding how the laws are beneficial and how they would make farmers more affluent as well as help india as a country become stronger and have a higher GDP. Its a shame to see.,1
What happened before to farmers they will forget,2
Indian farmers voice needs to be heard and accepted.,0
"Farmers will not die with corona virus they will be die with these bills instead farmers will lose their lands,they will be lose income if they let big business decide prices and buy crops",0
Or baki ka mal farmer ko apmc me MSP se lower price pe hi bechna padta he. A 100 % true ,2
"""Nxt time you see 'Indian Farmers' trending you'll have a little idea of what it all means"". Still he didn't disclose the whole situation. Hijacking the protest by pro-khalistanis, benefits of these laws, toolkit case and who is responsible for Red fort clash & disrespect of Tiranga.",1
And I request the people of india to not make this a religious issue as not only farmers but the citizens are also doing that,2
  video by genuine person to understand new farmer law,1
"How retailers will earn if we start purchasing products from farmer as such its a chain, if we break a chain and directly connect it with manufacturers how they will be able yo earn??",1
"*""Why are farmers protesting ?""*",1
"I hope someday you can do some honest reporting. Today, sadly, I don't see that happening. The sheer unpopularity of these protests is what you don't show. The absolute need for farming reform is what you don't cover. Media loves drama and they are playing this up to fill airtime in India. Your echo",1
Elections are coming modi needs vote,0
Please support bjp party,1
the failure here is of the government much more so than the farmers.,0
Reform ke naam pe dhoka tha ye. Next time sahi se bill banaeye with MSP guarantee.,0
"Let them live in a gutter if they want, it was said by rajeev Gandhi to mohammad arif khan for muslim on shah bano case, now i want to say to the every farmers, i didn't get a point, while 1000 farmer were doing suicide in old system, then how it could be a better system...",1
kisaano c desh h desh c kisaan ni we must support with farmers ...   anaaj c zinda rahoge goumutr ya gobr c ni,0
This jahil tikket and his rich farmers will not stop untill they get election tickets.... Their sponsorers donot want to stop .... ,1
"I mean laws scraped. Farmers should sit with government and make amendmemts so that it turns out win win situation for farmers, middleman and consumers like legalise MSP.",0
India m law bnne se phle hi log uske against ho jate hai...jisse se law pass hi nhi ho pata and India develop ni ho pata....,1
MSP will be there and mandis will be there too but farmers can sell their farm products outside which is actually depends on farmers GOI cant force them.,1
Stop calling Indian farmers. Its only Punjab only Punjabi farmers,1
i tolly agree with this video.... but resons behind why farmers are protesting (in my opinion) is this that a particular farmer in haryana and punjab mostly grows wheat and rice ( mainly small farmers)....  and when they have to sell their products they will get less prices and when they have to buy,0
"Ive tears in my eyes after watching all the videos. how could people be so ruthless that too on our farmers. They arent terrorists man, enforce your orders on other culprits whom youre protecting since ages. Ashamed of this nation and whole machinery. Its just unbearable.",0
Farmers protests is very important in India because the new agriculture laws against former to lot of suffering.the new agriculture laws benefited to the corporate,0
"It could help a lot to farmers if technology is brought into. To prevent crop fails, or put uniformity and standards, solve irrigation, legalise, insure crop, improve efficiency, productivity, machines, iot,5g and many things. To catch up with the world we need to use technology,  transform to a nex",1
"Mr Khan in price assurance bill if there is a ""breach of contract"" than it will be against law and the party will have to give the price which was agreed upon. That is why it should be done under the supervision of government staff",1
"waise, i appreciate and support the digital campaigning for elections.. kaash pehle hi kar liya hota anya raajyon mein.... covid ka aatank kaafi kam hota...",2
"""But you need the mandi system to coexist with private trading system. Perhaps the government needs to come out with a written law that they will not withdraw the MSP or the mandi system",0
I come from an India where people believe in opposing the government by spreading negative news against made-in-India vaccine,1
I also must remind u that only the punjab and haruna farmers are protesting a lot . Farmers of other states do not have much problem.  So the farm laws must be a recommendation and amendable so that each state can take it if they want to and if they take it then it can be changed as per the farmers ,1
All farmers are not against this law ..this people are anti nationals,1
Great Documentary to showcase to our future generations. Farmers are backbone of The country. pls support them for their rights .,0
why is it only Punjab farmers have a problem and no one else in India.....Seem staged ,1
Thanks bbc for making documentary for farmers ..in same    time most of Indian media became Godi media,0
Proud to be son of farmer,0
"Congratulations to Farmers, country is with them",0
.................. Will be back soon for the betterment of farmer's rights ,2
"Mr. Gurucharan Das, is a known supporter of Capitalism.. He has absolutely no concern for Farmers..",0
"Wait till the prices of foodgrain goes up , and see how the bjp funds every policeman to buy those foodgrains.",0
Vox has a good format for making videos and explanation. Unfortunately your plain and simple explanation sometimes leaves out a lot of important facts. I would encourage everyone to read the actual bills that were passed in both the house and not just rely on media explanation and perceptions before,2
"This report does not explain what the problem is .. all I know is that farmers are protesting against new laws, and private market, but doesn't go into detail.",2
Thanku so much for highlighting main topic rather than rhea chakrvrty tysm from all farmers ,2
Also that this bill are copy paste laws of europe and usa which didnt worked out in their country so govt need to think from all perspective so that no one is harmed morally and financially,0
So perfectly explained. Thanks. The politics I've been exposed to has taught me a tip to aid fight against any social exploitations. Promotion of education and promotion of participative politics among common citizens which together empower bargaining power of everyone in spite of which strata of so,2
700 Farmers have given their lives just to remove these 3 Farm Laws which is a very sad part of this fight. BJP govt could have done it much before and saved farmers lives but the reason they did it now is out fear of losing UP elections...,0
Thank you guys for putting a light on farmers problem,0
Very good action by farmers of neighbouringvokkege,0
the minimum support price was lower than the international price of the goods. After 2010,0
That's a Great day for farmers.....pr yeh kanun wapis le ne se jan gaya hua kisan zinda honge ,0
No one come to help farmer and poor people .,0
Let farmers decide what they want not politicians.,0
Thank you for supporting the farmers,0
True leader tikait sir. Long live revolution. Long live India. Jai hind. ,0
"Lucidly explicated ....By far, this is the best video I have watched on Farm Bill 2020....Thank you ",2
"Beautifull, great work farmers!",0
Wow those people are telling benefits of farm bills to farmers who even don't know the difference between coriander(dhaniya) and mint (pudina). As a Delhite I support farmers they are only protesting  for their rights.,0
"Thank you BBC for continued coverage of Indian Farners. They're struggle is like looking in to the past and future for all farming and agriculture around the world. Past, from US agriculture perspective, where farmers are forever in debt and it's easier to conglomerate until a few big companies mana",0
Very true farmers are always out,2
Make more more videos because godi don't show reality of farmers,0
"Little guy can take so much! However, Farmers here have been protesting peacefully for months, camped up on freezing streets and this march was also peaceful, bar small section that had been lead stray by negative forces within the ruling bjp party.",0
No other countyr govt buys food items from farmers at MSP prices and sells them at subsidy to poor at Rs. 1 or 2 or free. How much can the govt buy at MSP prices as already the godowns are full with requiremnet for next 3 yrs.,1
I am also belongs to farmers family,2
"The level of one-sided reporting and misinformation and whitewashing of the ""peaceful"" farmer's protests is mind-boggling. ",2
"At 2:33:00 you made a nice story that farmers cant get the MSP in APMC (probably just to justify that MSP is waste, so if there is no MSP by private players, its justified), but since you are a knowledgeable person, why you did not also mentioned that govt have too many agencies to deal with corrupt",1
Only person who really care about farmers ,2
Stand for our farmers,0
"the stubble burning has also caused pollution across the border in pakistan. cities adjacent to punjab border such as lahore, sialkot and gujranwala have a similar problem.",2
Farmer .....You are the best,0
#istandwithfarmers,0
Back to square one. Now I think another group of farmers will start a protest and create problems for bringing it back. I think the farmer situation is hopeless. They themselves don't know what they want.,1
Lol indian farmer protest. Not even one single Indian Flag,1
These same farmers who most benefited from green revolution ,1
Shame Shame Zee for not respecting farmers,0
"Had you been following reporting the way the sequence had been going on you wouldn't have believed it was in farmers nature to do that, don't show propaganda news",2
One harsh truth is that the business men pay taxes and farmer take loans and the gov waive their loan. Please think rationally.,1
Basically BJP govt is trying to transform the Indian economy into the capitalist form...,0
"what are the benefits of New farmer's bill 2020 for retailers of agriculture based products like fertilizers, seeds, pesticides, equipment and cattle feed.",2
The model he is talking about is in implementation in wasi in Maharashtra and Bihar this pro corporate representative is an ignoramus person because he is not aware the model he is advocating is already in existence in Bihar and Wasi in Maharashtra and the farmers are in worst condition persons like,2
4) company take responsibility  farmers land and family to protect. ,1
"About contract farming, the set up is quite similar to futures' market in finance (fixing the price in the contract before farming). A solution to avoid counterparty risk in these farming contracts could be to set up an exchange. It may not be feasible immediately but can be pondered on for long ter",2
They are earning 5 crore every year. Same thing going on in mysore. There are 12000 so called mandyies functioning in Punjab only. Agitation in Delhi against this bill participant are not farmers. They're billionners and others are hired or paid illiterate farmers. This are the  very fact behind the,1
Who buys maximum wheat from farmers? FCI,2
"Kashmir was demolished, UP was demolished. Every State Govt was demoralised. Now Punja, Haryana, UP people and farmers are attacked. Finally now in turn Farmers Gone into Red Fort. The reason is not farmers. The sole reason is false laws and false prestige of Govt.",0
"I have one simple question........ The farmers are living in 29 states in India and why this protest are ongoing from couple of states? From other states there are no protests exists. What is the cause? Other farmers are accepting the new farmer's law? If that, then we should think for them also. As",0
Show our map correctly and than talk about our farmers,1
 thanku lallan top for supporting farmers protest,0
This is scary as the private players will inevitable exploit the farmers and all of us.,0
It seems the 3rd Party other than the farmers or common man (tax payers) are going to make the most profit.  Thank you for this video sir. ,1
What you said is too biased. You're only talking from farmers perspective. Talk from a customer's perspective (comman man),2
"I totally understood what Modi said, from today onwards i will totally not buy anything from rich Kisan ( one state ), and buy from poor Kisan's of every state of India.",1
"Actually the ones those are protesting are not farmers, they are middle man  called maandi,  they buy  crops from  farmers  with a very low price , and sell it to the  corporate with very high price , through new bill   now a days farmers can directly sell they're  crops to any one",1
Gov can store Essential commodities but not private players hence msp ll remain intact.,1
This is not just about farmer rn,2
Don't try to cheat again  Now people of India is going to BJP from the power MUFTH INDIA FROM BJP,2
"Once, Modi decides on any issue, he never backs off. Take the example of GST and demonetization. BJP came to power again in 2019 LS elections, after its implementation.",1
"Shameless and Arrogant Prime Minister. According to BJP, Democracy starts and ends with Election.",0
"Just see bihar agriculture sector growth of around 13% in recent time after similar reforms, where as  punjab once called rice bowl of India with highest per capita income in 2000 has decreased to 3rd or 4th highest cultivation and 13th highest GDP per capita . Reforms of green revolution has done i",1
2) - Farmers (empowerment and protection) agreement on price assistance and farm services act -,2
"its not a huge farm protest, only one region of the farmer in the country protested. and with excess in population the numbers always seems bloated for the media.",1
This proved these laws were wrongly drafted and wrongly implemented and forced on to Farmers. It is big win for farmers.,0
How many millionaire farmers in India who pay no taxes? They dont want any reform.,1
"But sorry to say, cheating - it's not the mistake of agents. It's the lack of unity in between farmers. Offcourse illetrate and the failure of societies.",1
"This guy has no idea . First go and read the Act. Secondly most of these people are either middle men or are paid for this protest ,or are so called liberal gang and also people from communist party . Real farmer like us are already in talks with the govt. I know this because I'm from punjab they we",1
I salute to brave heart farmers to stand against such dictator government. Very very egoistic Prime Minister india have right now. I hope people will understand and bring back the democracy,0
They may be just postponing it so that farmers lose hope :( or lose momentum or tire out,2
Finally feku had to wake up from his arrogance ...hail farmer,0
"Sorry, this is not a kishan aandolan. It was the vested interests and oppositions' game plan to harass a democratic govt of Modi, because Modi is not a lootera or chor .Instead, the honest and nationalist PM stops their loot and compel them to spend sleepless nights. Tikayet and company are merely t",1
"These are not really farmers. After every demand, their new demand will come.",1
Plz implement 3 law for Hindu farmers,1
Government should not allow hoarding of crops/pulses as small farmers without quantity or storage would be vulnerable. Also make MSP legally binding in Contract Farming too.,0
"Is there is really an issue, can somebody explain what is the issue. And this protesting in foreign is hypocrisy. If you care so much about farming in India then you would not live and settle in developed nations.",1
Completely stand with my farmer brothers and sisters!,0
Have the Indian media blamed the Muslims yet for the farmer crisis?,2
Jaya Prakash Narayana in Andhra Pradesh support the farmers bill. JP clearly explains the Farmers bill. He is ex IAS officer and politician and great mind.... Farmers bill is needed... We support Farmers bill as a farmer son.,1
No Teni speech incited his son Ashish Mishra to run over farmers and do an act of homicide amount to murder.,0
"1. APMC exploit farmers, which usually run by powerful middlemen. Example - Farmers in Maharashtra in 2019 got Rs 8/kg for onions whereas the SP was Rs 99/Kg or how farmers only got Rs 2/Kg for onions in 2018 in AP and so many countless stories, farmers who have a contract with MCD for potatoes in I",1
"Congratulations to all the farmers for making history, the next generation will definitely get inspired from you all. ",0
 farmers  Now Modiji will pretend tobe a most kindhearted and loving one PM to farmers and people at large.,0
BJP Answer: Congress was wrong,0
With heavy hearted  after the announcement of repeal of farm law's i must say ISS DESH KA KUCH NAHI HO SAKTA.,1
The nation with the farmers and the black law passed by Modi government must repeal at the earliest so that the farmers will go home safely but Modi sold the farm sector to his friends like Ambani and Adani years back and don't want to cancel the bill for his corporate friends benefit? The Delhites ,0
full support lenhdy punjab walon,0
Removing of MSP will effect farmers big time because they will lose their sure income from 2 crops wheat and rice. ,0
Those who are protesting worldwide are friends or relatives of those farmers from state of Punjab and Haryana. The new reforms are applied to the entire nation but community of these two states are creating trouble. They are not realizing that reforms are to prevent corruption and abuses of the farm,1
"Best way to solve farmers crisis is to make them leave farming and do some other job. No farmer want their children to do farming, when less than 10% of working population dependent directly on farming their crisis will also become less and less serious. How developed world manages these things?",1
Without farmers there is no kingdom if farmers leaves farming can't imagine even single day,0
"First thing..Its not pan India, its only Punjab n Haryana farmers... Pls google cannot spoon feed... second proposed farm law are out there in public domain n how its going to help formers...again pls google.. its free... third Greta toolkit investigation..... pls pls google.... End of day I m thank",1
My mom always buy vegetables from farmers and local venders .,2
Since when did 'Farmers' start keeping swords?,1
"Just sit back hold on for some more months and do not vote for the existing government, instead choose one independent candidate who represents farmers. Govt. got a massive vote share in last up elections that's why they are so egoistic",0
"To all those commenting about this topic - please take a few minutes to Google exactly what the new farming reform laws are about . And exactly what the  protesting farmers demands are about, to understand why indians are so sensitive about this issue. ",2
I stand with Farmers..... Farmer demand is genuine !!,0
They aren't farmers. They're khalistanis. You must do your research before putting up this video.,1
RIP TO ALL THE FARMERS WHO LOST THEIR LIVES .,0
"Yeah so it's better to open market for farmers.Citizens make a nation strong. Where we have citizens who make cartel against farmers (the hard workers) to get undue profit, it's very difficult to progress. People of this nation need to change and stop exploiting or finding loop holes in law. Law is ",1
"So you are saying that it shouldn't be farmers protesting, It should be me out there. To increase farmers income they bought produce at 1.5 MSP and now bringing in big companies to make farmers earn even more, nice. But at what cost? We are already paying for new office where our leaders would cance",2
"And the government repelled the laws on the auspicious day of Guru Nanak Jayanti, to appease the  farmers in Punjab and Haryana (who are mostly Sikh) obviously to increase vote bank. But our farmers won't pay heed to such tactics. Hum nahi bhoolenge.",0
Thoda simple language Mai rkho farmers ko Kai see smjhe ga,2
"I think you have misunderstood that farmers protest is because they were not explained clearly. Let me tell you from the close conversations with pro Khalistanis. It's not about farmers but it's about craving for blood from the disguised NGO donations from ISI,PTI and Khalistan Sikhs. Just doesn't m",1
"In the regime of Narendra Modi and his party-BJP, his ideology source-RSS do not care what happens to people outside their circle of interest ",0
Tikait is a wise and honest person. Country should support him.,0
Listen guys make sure that we will throw out bjp from India in 2024,0
"Huge respect for both farmers and the channel. If you dont let the world know what is happening, their voices will be muted by political clowns. I know that, being part of fisherman's community.",0
Its not hard. Respect democracy. Repeal the 3 bills. Simple.,1
"Only logical solution I feel, MSP must be increased. APMC's must be abolished immediately as they are totally controlled by politacians who are drinking blood of farmers. Ie",1
This is one of the most under researched and superficial videos I've come across about the Farm laws and farmers. It makes me question the authenticity  of the other videos on this channel.,2
which state receive more MSP bihar or punjab?,2
I wonder how the middlemen are not too powerful. I think they would have done the same thing which the private companies could  do like snatching all the land. Since a private company want to stay in the Indian and follow laws they can't do it against the will of Indian government. They can kick any,1
I just know farmers in my village are happy with the laws. APMC mandies  are thugs and exploit farmers.,1
Our farmers are the strongest farmers in the world ,0
Show the real footagea. Like those tractors ramming into the police ans using swords to attack the police while the police remaining thoroughly passive. This is not any farmer's protest anymore.,1
I support Farmers ,0
We are proud of our farmers..BJP spread so manyriots earlier...cant trust politicians now,0
This is all because of MSP and APMC,1
"Congratulations, after almost 1 years all 3 farm laws are repealed",0
"Already several other companies are doing contract farming ,and It is good for farmers, if more companies are coming there will be more demand.",1
"It is so easy to say anything on video, there is neither facts nor research and just talking. Can you please quote facts rather than background music, noise and switching male and female voices... This is what happens when content creators create their version than farmers or even research from agri",2
Those voilent acts blamed on farmers was actually a cleverly executed drama of the ruling political party members disguised as farmers. This was what actually happened in delhi on republic day and is unraveled later.,0
Finally FARMERS need to replicate (AMUL) model.. little is going to change for small farmers before the bill or after the bill.. BUT if they join hands they will have a good say in the price !!,2
earlier laws never benefitted other states so not giving clearance to these new laws will result in much greater farmer protest ,1
Feku want to apologise now but how about the farmers who died during the protest.,0
Update: The farm bills are repealed. So this wonderful thing called democracy Works!!!,0
After election Modi will again get back the farm bills with some other name n scheme ,0
Farmers may be given choice to sell their product anywhere in India for better price as per their choice. It is not retreat of govt but honouring north India farmers decision.,1
"Congress ruled the country for more than 65 years and they did nothing to upgrade archaic laws! It has taken 55 years for the country to come-up with new laws for farm sector. When the relevance of a political party becomes low, resistance to any change is obvious. Now it is the role of state govern",1
1. Responsibility of compliance of any legal requirement lies with the sponsor (company buying it) thus sponsor cannot make any contract & hold farmer responsible for its compliance. If so the contract will be void. -  Hence saying that sponsors can add anything in the contract is complete rubbish. ,1
the way the indian gov. has treated the farmers in the last 3 decades is enough to see the burocrats burning,1
"Now if you have completed reading the above crap and have seen this highly informative video, read about parliamentary committee reports, research, white papers on indian farming for last 10-15 years (if not more) to know positives and risks of the new law.",0
Salute to our farmers,0
You can always go to china where they respect farmers and send your children to state funded schools that are actually pretty good they got first in a recent education poll from Europe,2
"Just like this video, the farm bills are shitty and are going to destroy all of Punjab's economy.  Please refrain from putting videos on the stuff you don't understand. Farmers know what is good for them, that is why they are protesting.",0
Elections coming! Oh what a power these elections hold! They can even make the biggest of the biggest politicians bow their heads! We should have elections every month! Then India will truly progress! (Maybe online elections),0
crying for farmers,0
2.First two laws are not mandatory it's upto the farmers to decide to sell the products anywhere anytime and to anybody,1
     All Indian farmers,2
More power to the Farmers!! ,0
corporate will  take away  lands of  small farmers,0
