raw_comment,tokenized_comment,label
"Why don't you beep everything and claim modi was driving it, what a example of reporting he said vehicle belongs to das, if you want to oppose someone point out the faults don't fabricate them. What else to expect from Rubbish",why do not you beep everything and claim modi be drive it what a example of reporting he say vehicle belongs to das if you want to oppose someone point out the fault do not fabricate them what else to expect from rubbish,1
"Sir, Please make this video also in Hindi, because farmers and 40% of the Indian population don't understand English.",sir please make this video also in hindi because farmer and 40 of the indian population do not understand english,2
Now i understand y there was a lot of opposition from the farmers... And i support their view...,now i understand y there be a lot of opposition from the farmer and i support their view,0
No Farmer No Food - Kisan ,no farmer no food kisan,0
Farmers protest is revolutionary and historical.,farmer protest be revolutionary and historical,0
Salute to farmers they r so energetic,salute to farmer they r so energetic,0
The blood of 700 farmers is still owed to Modi,the blood of 700 farmer be still owe to modi,0
I got my answer for confusion over farm bill..thank you sir...,i get my answer for confusion over farm bill thank you sir,2
Reality me feeling sad for small and marginal farmers.,reality me feel sad for small and marginal farmer,0
There is no illegal to store to farmers. Its illegal only for merchants. And now doors are opening for merchants to store. Plz check once the fact.,there be no illegal to store to farmer it illegal only for merchant and now door be open for merchant to store plz check once the fact,2
This is why i hate politics..it's really dirty I just feel pity for the farmers taking so much hardships..if the govt listen to them this would nevr happen.,this be why i hate politics it be really dirty i just feel pity for the farmer take so much hardship if the govt listen to them this would nevr happen,0
Repealing these are more of a political move than the concern shown by the government towards farmers.,repeal these be more of a political move than the concern show by the government towards farmer,0
Thanks to Sadhguru and Isha Foundation who helped make the biggest Farmer Producer Organization in Tamil Nadu. Others can learn from them to benefit farmers.,thanks to sadhguru and isha foundation who help make the big farmer producer organization in tamil nadu others can learn from them to benefit farmer,2
"When we consider North indian farmers , most of them are not aware of the marketing possibilities, in short they become dependent on middle mens.",when we consider north indian farmer most of them be not aware of the marketing possibility in short they become dependent on middle men,1
How cruel this bjp modi ji party ..hurted sikhs allotted,how cruel this bjp modi ji party hurt sikh allot,0
Ye bjp hi tho jo itne din baith paye congress hoti to abhi tak to sab nipat lete.,ye bjp hi tho jo itne din baith paye congress hoti to abhi tak to sab nipat lete,2
I will always side with the farmers!,i will always side with the farmer,0
"Truly they were not hindu muslim sikh they were farmers,the last time British United Indians the same way .",truly they be not hindu muslim sikh they be farmer the last time british united indian the same way,0
These are not real farmers,these be not real farmer,1
Indian cuisine is extremely diverse and each town to region depends on the local farmer to produce that variety of crops to meet the variety of food. In that sense it is similar to Italy's diversity of food.  These laws will destroy the Indian cuisine. The laws promote mono culture farming. It promo,indian cuisine be extremely diverse and each town to region depends on the local farmer to produce that variety of crop to meet the variety of food in that sense it be similar to italy be diversity of food these law will destroy the indian cuisine the law promote mono culture farm it promo,0
"DEAR PEOPLE AT LALLANTOP PLEASE MAKE A DVD OF THIS AND COURIER IT TO ALL NEWS CHANNELS IRRESPECTIVE OF WHETHER THEY ARE PRO OR ANTI GOVERNMENT A COPY OF IT TO NBFC, PMO AND PRESIDENT OF INDIA ... ITS TIME TO MAKE EVERYONE REALISE THAT THE BOOK MARK LANGUAGE OF JOURNALISM..AND IF YOU CANT DO IT I VOL",dear people at lallantop please make a dvd of this and courier it to all news channel irrespective of whether they be pro or anti government a copy of it to nbfc pmo and president of india it time to make everyone realise that the book mark language of journalism and if you cant do it i vol,2
Last and the most important thing of this protest is that if there are private players in it there will be no  monitoring the MRP of crops so even if they provide MSP to farmers the new farm bill be problematic for lower and middle class of our country ,last and the most important thing of this protest be that if there be private player in it there will be no monitor the mrp of crop so even if they provide msp to farmer the new farm bill be problematic for low and middle class of our country,0
Well explained and if any govt wants to do good for farmer they should sincerely to his advise,well explain and if any govt want to do good for farmer they should sincerely to his advise,2
Farmers didn't win modi gave them bheek!,farmer do not win modi give them bheek,2
You missed a larger point which made the Govt. sit & think over. At the recent inauguration of the Expressway by PM a lot of UP buses were deployed to bring people from villages to show PM is still popular. But all those buses returned to the inaugural site practically empty & PM show was damp squib,you miss a large point which make the govt sit think over at the recent inauguration of the expressway by pm a lot of up bus be deploy to bring people from village to show pm be still popular but all those bus return to the inaugural site practically empty pm show be damp squib,0
Anyone who has work cant really stay at a protest this long. If you are not satisfied with the political leadership you have the democratic right to change the ruling party. Why most proesters are from only punjab and haryana. Please research how the green revolution is destroying the indian economy,anyone who have work cant really stay at a protest this long if you be not satisfy with the political leadership you have the democratic right to change the ruling party why most proesters be from only punjab and haryana please research how the green revolution be destroy the indian economy,1
Video me negative points ko bhi cover karna chahiye tha. Why Bihar Farmers can't get the benefits which are expected?,video me negative point ko bhi cover karna chahiye tha why bihar farmer can not get the benefit which be expect,2
Country of size of India is still exporting less farm produce then country of Vietnam and Thailand  what a joke. .,country of size of india be still export less farm produce then country of vietnam and thailand what a joke,2
1. The fixation of MSP by doing analysis of cost incurred by farmers to bring their products to saleable conditions & penalty including jail  for not abiding by MSP rules.,1 the fixation of msp by do analysis of cost incur by farmer to bring their product to saleable condition penalty include jail for not abide by msp rule,0
"Monsanto is the root cause of *SO MUCH EVIL AND GREED* within the World's agricultural industry.  Farmers in the United States & India are both suffering as a result of Monsanto's monopoly on genetically-modified seeds. - If you haven't watched it yet, I highly recommend watching ""Food, Inc."" on Net",monsanto be the root cause of so much evil and greed within the world be agricultural industry farmer in the united state india be both suffer a a result of monsanto be monopoly on genetically modify seed if you have not watch it yet i highly recommend watch food inc on net,0
The look on that farmers face at 12:45 is just hoorible to behold.,the look on that farmer face at 12 45 be just hoorible to behold,2
Respect  to our farmers Waheguru mehar kari ,respect to our farmer waheguru mehar kari,0
"Or is he lying, and knows it is going against his election numbers.",or be he lie and know it be go against his election number,2
The end comment by elder farmer was priceless haha,the end comment by elder farmer be priceless haha,2
Mr ankit I challenge u on this debate u r mould by fake news by  gvt propeganda I bet u as normal farmer,mr ankit i challenge u on this debate u r mould by fake news by gvt propeganda i bet u a normal farmer,0
Proud to be a farmer,proud to be a farmer,0
I am so happy the farmers wontheir long and difficult struggle paid off. This is an inspiration for all of us no doubt,i be so happy the farmer wontheir long and difficult struggle pay off this be an inspiration for all of u no doubt,0
"I just want to say that there are two boys in my neighbourhood, two cousins, both school dropouts whose only intent is to have fun. They make bizarre comments. They than get dozens of replies berating them calling them dudes and fools etc and these two smart youngsters laugh and laugh and send even ",i just want to say that there be two boy in my neighbourhood two cousin both school dropout whose only intent be to have fun they make bizarre comment they than get dozen of reply berate them call them dude and fool etc and these two smart youngster laugh and laugh and send even,2
"But sirr wheat or bhi jo fasal he ,to unki m.s.p govt. Pehle se fix kar deti he to firrr apke acc. 25 rupaye se 16 kaise hogaya mtlb jab fasal katenge kisan to msp thodi na badal ti he wahi rehti ye aapki baat kuch samjh ni aayi,,vaise contract farming ek badiya option he farming sector k liye",but sirr wheat or bhi jo fasal he to unki m s p govt pehle se fix kar deti he to firrr apke acc 25 rupaye se 16 kaise hogaya mtlb jab fasal katenge kisan to msp thodi na badal ti he wahi rehti ye aapki baat kuch samjh ni aayi vaise contract farm ek badiya option he farm sector k liye,2
I am standing with farmers and its their victory against dictatorship.,i be stand with farmer and it their victory against dictatorship,0
I love modi Ji equal to my parents we want to Tamilnadu God always with him one and only honest pm in India Iron Man of India our pm I love very much our pm,i love modi ji equal to my parent we want to tamilnadu god always with him one and only honest pm in india iron man of india our pm i love very much our pm,1
All the farmers will stop protesting if govt announce minimum price of buying produce from farmers. ,all the farmer will stop protesting if govt announce minimum price of buy produce from farmer,0
" No government is above/ greater than Farmers, people and students.. ..  ",no government be above great than farmer people and student,0
I stand with the farmers.. respect from canada,i stand with the farmer respect from canada,0
This poorr farmer drinks cofee in 5 star hotel only,this poorr farmer drink cofee in 5 star hotel only,1
We are with farmers who are feeding more than 100 crores citizens and exporting food grains to many countries.,we be with farmer who be feed more than 100 crore citizen and export food grain to many country,0
Its so sad plenty of farmers got killed and suffers may god bless them ,it so sad plenty of farmer get kill and suffers may god bless them,0
I believe this is a wise move by the BJP and PM Modi. I would encourage the government to go further one step and repeal all subsidies that in actual fact benefit the middle man and unscrupulous landlords. Let each individual states to sort their own subsidies for their farmers in the absence of ref,i believe this be a wise move by the bjp and pm modi i would encourage the government to go far one step and repeal all subsidy that in actual fact benefit the middle man and unscrupulous landlord let each individual state to sort their own subsidy for their farmer in the absence of ref,1
In bihar no mandi the farmers are rich ?? Kon unke ket se uthata ??,in bihar no mandi the farmer be rich kon unke ket se uthata,1
Bjp pagal ho gayi hai...... Another sign after shahen bhag and bengal election..... Shame on Modi.....,bjp pagal ho gayi hai another sign after shahen bhag and bengal election shame on modi,0
3. After some time when mandies   are dissolve then if the companies deny to take the produce what happened to the farmer.,3 after some time when mandies be dissolve then if the company deny to take the produce what happen to the farmer,0
"Modi: Umm... sorry guys, I was dumb back then, I promise I won't do this again, I swear this is not due to elections coming up. ",modi umm sorry guy i be dumb back then i promise i will not do this again i swear this be not due to election come up,0
Its a big victory for farmers in the history of independent India.I bow down to all farmers who died during this farmers protest.,it a big victory for farmer in the history of independent india i bow down to all farmer who die during this farmer protest,0
"I am a farmer and i support farms act, this will not only help me increase my earnings but also channelise a supply chain to boost economy",i be a farmer and i support farm act this will not only help me increase my earnings but also channelise a supply chain to boost economy,1
I understand this video is a month old but please cover all angles. Mainly farmers from 2-3 states out of 30 states protested .  ,i understand this video be a month old but please cover all angle mainly farmer from 2 3 state out of 30 state protest,1
700 farmers lost their precious life in this protest,700 farmer lose their precious life in this protest,0
The central ministers showed more urgency and planning for the rallies in municipal elections in Hyderabad than the farmers issues.,the central minister show more urgency and planning for the rally in municipal election in hyderabad than the farmer issue,0
"You tell 'reformer modi',shame you as economist, not for farmer law but for note-baned.Indian economy suffering till now.",you tell reformer modi shame you a economist not for farmer law but for note ban indian economy suffer till now,0
"Like every profession, farming is a profession too. Why just Wheat, Rice and cotton farmers be protected? Because of this protection farmers are not producing enough of other crops. Resulting in over supply of wheat, rice and cotton when the prices of international market for these crops are low.",like every profession farming be a profession too why just wheat rice and cotton farmer be protect because of this protection farmer be not produce enough of other crop result in over supply of wheat rice and cotton when the price of international market for these crop be low,1
the harsh reality is that this video is not seen by the farmers  and also by so much less people on YouTube.,the harsh reality be that this video be not see by the farmer and also by so much less people on youtube,2
"The video clearly shows that the broken windshield(0:06) even before the crash. This shows that the  convoy was attacked, and the convoy with a broken windshield (meaning with partial visibility) was running away from confrontation. The video also shows that the farmers at this spot were ready for t",the video clearly show that the broken windshield 0 06 even before the crash this show that the convoy be attack and the convoy with a broken windshield meaning with partial visibility be run away from confrontation the video also show that the farmer at this spot be ready for t,1
Those aren't farmers those are Khalistani protesters. Farmers are in India .,those be not farmer those be khalistani protester farmer be in india,1
"Difference between China and India:  China can progress well by implementing good changes,  whereas India can't implement any change due to their political system.  About this farmer's issue, I watched a documentary how political opposition is gathering NON-FARMERS to impersonate as real farmers and",difference between china and india china can progress well by implement good change whereas india can not implement any change due to their political system about this farmer be issue i watch a documentary how political opposition be gather non farmer to impersonate a real farmer and,1
"Mr. Sengupta, you have explained in a excellent excellent way. I really appreciate you. And also you have explained in a neutral way. Neither in favour of farmers nor in favour of private sector.",mr sengupta you have explain in a excellent excellent way i really appreciate you and also you have explain in a neutral way neither in favour of farmer nor in favour of private sector,2
"For non-native Indian speaking on certain Indian issue who has little understanding of, I would say Trevor has did an okay job. But he missed alot at the same time. The laws are also supported by millions, there are certain groups and states who also use the opportunity to use the situation to creat",for non native indian speaking on certain indian issue who have little understanding of i would say trevor have do an okay job but he miss alot at the same time the law be also support by million there be certain group and state who also use the opportunity to use the situation to creat,1
big win for the farmers,big win for the farmer,0
Thanks for supporting us love from punjab ,thanks for support u love from punjab,2
4 wasted is on farmers,4 waste be on farmer,2
More power to farmers- they are the real heroes of our Nation ,more power to farmer they be the real hero of our nation,0
"This is just an ALTERNATIVE MECHANISM. FARMERS CAN STILL GO TO MANDIS AND SELL THEIR PRODUCE, if they don't want to opt for Corporate farming or don't want to sell their produce at some higher/lower price. ",this be just an alternative mechanism farmer can still go to mandis and sell their produce if they do not want to opt for corporate farming or do not want to sell their produce at some high low price,1
"Except that ""Farmer's Bill"" everything was spoken by protesters ...janta pareshan majdoor pareshan and sabne apni pareshani inhi logo ko to btaayi hai.",except that farmer be bill everything be speak by protester janta pareshan majdoor pareshan and sabne apni pareshani inhi logo ko to btaayi hai,0
Please make video in hindi so that it will be reachable to farmers too.,please make video in hindi so that it will be reachable to farmer too,2
I really wanted to know what farmer's were protesting about and this video helped a lot. Thanks!!,i really want to know what farmer be be protest about and this video help a lot thanks,0
This time modi messed with the wrong people. Punjabis And Haryanvis! ,this time modi mess with the wrong people punjabis and haryanvis,0
"5) Punjab, Haryana are the two states who were getting most benefit from the current sstate of MSPs. They are not the only farmers in the country. ",5 punjab haryana be the two state who be get most benefit from the current sstate of msps they be not the only farmer in the country,1
"For those who say farmers are creating difficulties,by protesting on the borders.Just stay in your fucking homes and watch R Bharat for the rest of your lifes and ask modi g to send 15L rupees in your accounts.",for those who say farmer be create difficulty by protest on the border just stay in your fucking home and watch r bharat for the rest of your life and ask modi g to send 15l rupee in your account,0
"Government has to translated these bills into all languages and distribution among the farmers, so they can understand. Also government should explain it directly to the farmers, so that the farmers should have knowledge about it.",government have to translate these bill into all language and distribution among the farmer so they can understand also government should explain it directly to the farmer so that the farmer should have knowledge about it,1
Very informative with a generous amount of sarcasm ! Ouch Modi ji ouchh,very informative with a generous amount of sarcasm ouch modi ji ouchh,2
"People suffer in this Tughlaq govt. Demonitization, GST, CAA, farm laws, petrol hikes, .... Impose overnight without knowing implications and sometimes withdraw unnoticed after damage just to safeguard BJP. Another big failure in the cap of BJP, dissolve and impose President rule, save nation and it",people suffer in this tughlaq govt demonitization gst caa farm law petrol hike impose overnight without know implication and sometimes withdraw unnoticed after damage just to safeguard bjp another big failure in the cap of bjp dissolve and impose president rule save nation and it,0
I'm from India nd one thing that I want to ensure is that this time Modi's government will go down for sure as all the Indians are with farmers,i m from india nd one thing that i want to ensure be that this time modi be government will go down for sure a all the indian be with farmer,0
Only Punjab formers against it ... First debate or educate them instead taking their cause and shouting at government,only punjab former against it first debate or educate them instead take their cause and shout at government,1
"They are not closing Mandi system, it is just a parallel system which will force APMC to become more competitive. ",they be not close mandi system it be just a parallel system which will force apmc to become more competitive,1
So I would request with farmers protesters to be watchful from Kejriwal. Jai jawan jai kisan. Our heartiest salutations to all farmers of the country.,so i would request with farmer protester to be watchful from kejriwal jai jawan jai kisan our hearty salutation to all farmer of the country,0
Not all people who support farm laws believe that the farmers moment is a Khalisthani movement. There are a lot of them who have  welfare of farmers at their heart and believe that farm laws were a right step in that direction. If you categorize all those that hold a view point other than that of yo,not all people who support farm law believe that the farmer moment be a khalisthani movement there be a lot of them who have welfare of farmer at their heart and believe that farm law be a right step in that direction if you categorize all those that hold a view point other than that of yo,1
"Be always  alert,keep eyes and ears open, bjp can any lowest possible thing to torpedo this movement ,kisaan mazdoor ekta zindabad BJP murdabad.",be always alert keep eye and ear open bjp can any low possible thing to torpedo this movement kisaan mazdoor ekta zindabad bjp murdabad,0
All because of people not understanding how the laws are beneficial and how they would make farmers more affluent as well as help india as a country become stronger and have a higher GDP. Its a shame to see.,all because of people not understand how the law be beneficial and how they would make farmer more affluent as well a help india a a country become strong and have a high gdp it a shame to see,1
What happened before to farmers they will forget,what happen before to farmer they will forget,2
Indian farmers voice needs to be heard and accepted.,indian farmer voice need to be hear and accept,0
"Farmers will not die with corona virus they will be die with these bills instead farmers will lose their lands,they will be lose income if they let big business decide prices and buy crops",farmer will not die with corona virus they will be die with these bill instead farmer will lose their land they will be lose income if they let big business decide price and buy crop,0
Or baki ka mal farmer ko apmc me MSP se lower price pe hi bechna padta he. A 100 % true ,or baki ka mal farmer ko apmc me msp se low price pe hi bechna padta he a 100 true,2
"""Nxt time you see 'Indian Farmers' trending you'll have a little idea of what it all means"". Still he didn't disclose the whole situation. Hijacking the protest by pro-khalistanis, benefits of these laws, toolkit case and who is responsible for Red fort clash & disrespect of Tiranga.",nxt time you see indian farmer trend you will have a little idea of what it all mean still he do not disclose the whole situation hijack the protest by pro khalistanis benefit of these law toolkit case and who be responsible for red fort clash disrespect of tiranga,1
And I request the people of india to not make this a religious issue as not only farmers but the citizens are also doing that,and i request the people of india to not make this a religious issue a not only farmer but the citizen be also do that,2
  video by genuine person to understand new farmer law,video by genuine person to understand new farmer law,1
"How retailers will earn if we start purchasing products from farmer as such its a chain, if we break a chain and directly connect it with manufacturers how they will be able yo earn??",how retailer will earn if we start purchase product from farmer a such it a chain if we break a chain and directly connect it with manufacturer how they will be able yo earn,1
"*""Why are farmers protesting ?""*",why be farmer protest,1
"I hope someday you can do some honest reporting. Today, sadly, I don't see that happening. The sheer unpopularity of these protests is what you don't show. The absolute need for farming reform is what you don't cover. Media loves drama and they are playing this up to fill airtime in India. Your echo",i hope someday you can do some honest reporting today sadly i do not see that happen the sheer unpopularity of these protest be what you do not show the absolute need for farm reform be what you do not cover medium love drama and they be play this up to fill airtime in india your echo,1
Elections are coming modi needs vote,election be come modi need vote,0
Please support bjp party,please support bjp party,1
the failure here is of the government much more so than the farmers.,the failure here be of the government much more so than the farmer,0
Reform ke naam pe dhoka tha ye. Next time sahi se bill banaeye with MSP guarantee.,reform ke naam pe dhoka tha ye next time sahi se bill banaeye with msp guarantee,0
"Let them live in a gutter if they want, it was said by rajeev Gandhi to mohammad arif khan for muslim on shah bano case, now i want to say to the every farmers, i didn't get a point, while 1000 farmer were doing suicide in old system, then how it could be a better system...",let them live in a gutter if they want it be say by rajeev gandhi to mohammad arif khan for muslim on shah bano case now i want to say to the every farmer i do not get a point while 1000 farmer be do suicide in old system then how it could be a good system,1
kisaano c desh h desh c kisaan ni we must support with farmers ...   anaaj c zinda rahoge goumutr ya gobr c ni,kisaano c desh h desh c kisaan ni we must support with farmer anaaj c zinda rahoge goumutr ya gobr c ni,0
This jahil tikket and his rich farmers will not stop untill they get election tickets.... Their sponsorers donot want to stop .... ,this jahil tikket and his rich farmer will not stop untill they get election ticket their sponsorers donot want to stop,1
"I mean laws scraped. Farmers should sit with government and make amendmemts so that it turns out win win situation for farmers, middleman and consumers like legalise MSP.",i mean law scrap farmer should sit with government and make amendmemts so that it turn out win win situation for farmer middleman and consumer like legalise msp,0
India m law bnne se phle hi log uske against ho jate hai...jisse se law pass hi nhi ho pata and India develop ni ho pata....,india m law bnne se phle hi log uske against ho jate hai jisse se law pas hi nhi ho pata and india develop ni ho pata,1
MSP will be there and mandis will be there too but farmers can sell their farm products outside which is actually depends on farmers GOI cant force them.,msp will be there and mandis will be there too but farmer can sell their farm product outside which be actually depend on farmer goi cant force them,1
Stop calling Indian farmers. Its only Punjab only Punjabi farmers,stop call indian farmer it only punjab only punjabi farmer,1
i tolly agree with this video.... but resons behind why farmers are protesting (in my opinion) is this that a particular farmer in haryana and punjab mostly grows wheat and rice ( mainly small farmers)....  and when they have to sell their products they will get less prices and when they have to buy,i tolly agree with this video but resons behind why farmer be protest in my opinion be this that a particular farmer in haryana and punjab mostly grow wheat and rice mainly small farmer and when they have to sell their product they will get less price and when they have to buy,0
"Ive tears in my eyes after watching all the videos. how could people be so ruthless that too on our farmers. They arent terrorists man, enforce your orders on other culprits whom youre protecting since ages. Ashamed of this nation and whole machinery. Its just unbearable.",ive tear in my eye after watch all the videos how could people be so ruthless that too on our farmer they arent terrorist man enforce your order on other culprit whom youre protect since age ashamed of this nation and whole machinery it just unbearable,0
Farmers protests is very important in India because the new agriculture laws against former to lot of suffering.the new agriculture laws benefited to the corporate,farmer protest be very important in india because the new agriculture law against former to lot of suffer the new agriculture law benefit to the corporate,0
"It could help a lot to farmers if technology is brought into. To prevent crop fails, or put uniformity and standards, solve irrigation, legalise, insure crop, improve efficiency, productivity, machines, iot,5g and many things. To catch up with the world we need to use technology,  transform to a nex",it could help a lot to farmer if technology be bring into to prevent crop fails or put uniformity and standard solve irrigation legalise insure crop improve efficiency productivity machine iot 5g and many thing to catch up with the world we need to use technology transform to a nex,1
"Mr Khan in price assurance bill if there is a ""breach of contract"" than it will be against law and the party will have to give the price which was agreed upon. That is why it should be done under the supervision of government staff",mr khan in price assurance bill if there be a breach of contract than it will be against law and the party will have to give the price which be agree upon that be why it should be do under the supervision of government staff,1
"waise, i appreciate and support the digital campaigning for elections.. kaash pehle hi kar liya hota anya raajyon mein.... covid ka aatank kaafi kam hota...",waise i appreciate and support the digital campaigning for election kaash pehle hi kar liya hota anya raajyon mein covid ka aatank kaafi kam hota,2
"""But you need the mandi system to coexist with private trading system. Perhaps the government needs to come out with a written law that they will not withdraw the MSP or the mandi system",but you need the mandi system to coexist with private trading system perhaps the government need to come out with a write law that they will not withdraw the msp or the mandi system,0
I come from an India where people believe in opposing the government by spreading negative news against made-in-India vaccine,i come from an india where people believe in oppose the government by spread negative news against make in india vaccine,1
I also must remind u that only the punjab and haruna farmers are protesting a lot . Farmers of other states do not have much problem.  So the farm laws must be a recommendation and amendable so that each state can take it if they want to and if they take it then it can be changed as per the farmers ,i also must remind u that only the punjab and haruna farmer be protest a lot farmer of other state do not have much problem so the farm law must be a recommendation and amendable so that each state can take it if they want to and if they take it then it can be change a per the farmer,1
All farmers are not against this law ..this people are anti nationals,all farmer be not against this law this people be anti national,1
Great Documentary to showcase to our future generations. Farmers are backbone of The country. pls support them for their rights .,great documentary to showcase to our future generation farmer be backbone of the country pls support them for their right,0
why is it only Punjab farmers have a problem and no one else in India.....Seem staged ,why be it only punjab farmer have a problem and no one else in india seem stag,1
Thanks bbc for making documentary for farmers ..in same    time most of Indian media became Godi media,thanks bbc for make documentary for farmer in same time most of indian medium become godi medium,0
Proud to be son of farmer,proud to be son of farmer,0
"Congratulations to Farmers, country is with them",congratulation to farmer country be with them,0
.................. Will be back soon for the betterment of farmer's rights ,will be back soon for the betterment of farmer be right,2
"Mr. Gurucharan Das, is a known supporter of Capitalism.. He has absolutely no concern for Farmers..",mr gurucharan da be a known supporter of capitalism he have absolutely no concern for farmer,0
"Wait till the prices of foodgrain goes up , and see how the bjp funds every policeman to buy those foodgrains.",wait till the price of foodgrain go up and see how the bjp fund every policeman to buy those foodgrains,0
Vox has a good format for making videos and explanation. Unfortunately your plain and simple explanation sometimes leaves out a lot of important facts. I would encourage everyone to read the actual bills that were passed in both the house and not just rely on media explanation and perceptions before,vox have a good format for make video and explanation unfortunately your plain and simple explanation sometimes leave out a lot of important fact i would encourage everyone to read the actual bill that be pass in both the house and not just rely on medium explanation and perception before,2
"This report does not explain what the problem is .. all I know is that farmers are protesting against new laws, and private market, but doesn't go into detail.",this report do not explain what the problem be all i know be that farmer be protest against new law and private market but do not go into detail,2
Thanku so much for highlighting main topic rather than rhea chakrvrty tysm from all farmers ,thanku so much for highlight main topic rather than rhea chakrvrty tysm from all farmer,2
Also that this bill are copy paste laws of europe and usa which didnt worked out in their country so govt need to think from all perspective so that no one is harmed morally and financially,also that this bill be copy paste law of europe and usa which didnt work out in their country so govt need to think from all perspective so that no one be harm morally and financially,0
So perfectly explained. Thanks. The politics I've been exposed to has taught me a tip to aid fight against any social exploitations. Promotion of education and promotion of participative politics among common citizens which together empower bargaining power of everyone in spite of which strata of so,so perfectly explain thanks the politics i have be expose to have teach me a tip to aid fight against any social exploitation promotion of education and promotion of participative politics among common citizen which together empower bargain power of everyone in spite of which stratum of so,2
700 Farmers have given their lives just to remove these 3 Farm Laws which is a very sad part of this fight. BJP govt could have done it much before and saved farmers lives but the reason they did it now is out fear of losing UP elections...,700 farmer have give their life just to remove these 3 farm law which be a very sad part of this fight bjp govt could have do it much before and save farmer life but the reason they do it now be out fear of lose up election,0
