label,comment
0,"reject npr , caa and nrcinqlab zindabad"
0,"reject nrc , nrp , caa , cab and bjp , rss also ."
0,"rejecy bjp , npr , nrc , whater ."
0,"right , asad bhai we reject nrc , npr , and caa"
0,"rrpatil2006 lets hope not , it will be a disaster if bjp gets 400+ ."
0,"sabhi dadi maa ko pranaam , we are with our muslim brothers n sisters ."
0,"sadguru , you seem to struggle so much to defend caa ."
0,"sahi hai , we indian people peacefully protest this discrimination"
0,"sahi kaha bhai ne . boycott caa , npr , nrc"
0,"sara mla rapiest air jahil hai , . ye kya jane constitution ."
0,"say no caa , nrc , npr . agar janta sarkar bana sakti hai toh"
0,"shame delhi police , shame bjp , shame amit , shame namo"
0,"shame on bjp and yogi , jab public nhi hona bolri nrc and cab ,"
0,"shame on you godi media , shame on you aaj tak 😠😠😠"
0,"shankar kumar 1 . caa discriminate based on religion m , region and time of"
0,"sir , nrc , cca , npr , pore desh ke loog dherna de rahe"
0,"sir rightly said i strongly opposed citizenship amendment bill ,"
0,"sirf bjp wale desh ke nagrik hay , baki sab ghushpetiya hay ,, jo bjp"
0,"sirf brahimins bjp ke sath , hain bakhi sab bp ke khilaf hain"
0,"superb speech . boycot caa , npr & nrc ."
0,"tabtak laro jabtak a jatiwad kanun na hatey ( nrc , caa , cab )"
0,"take back nrc , npr and caa kaala khanoon"
0,"telangana govt aur police , hum ko peacefull protest karne se kiyun rok rahi hai"
0,"the policy of bjp is divide nd rule , enjoy the life"
0,"then why these word used in this act hindu , sikh , buddhist , jain"
0,"this vedio show hindu muslim sikh , esai aapas m hai bhai bhai .. ♥"
0,"tohra sahab muslim to muslim hote hai . kisi desh , kisi mashab ke nahi"
0,"tu totally zahil hai , ek din tu bhi isi caa and nrc me fasega"
0,"we , assamese people , protest to save our identity to save our culture ,"
0,"we can not bias against anyone based on religion , place , language it is"
0,"we indian rejects caa , nrc , npr"
0,"we people of india reject caa , cab , nrc and npr totally and ask"
0,"we r youth ,, we r student ,,, we oppose cab ,, am from tripura"
0,"we reject caa , nrc & npr"
0,"we reject caa , nrc"
0,"we reject nrc , caa , npr"
0,"we reject this bjp govt , npr nrc and caa"
0,"we rejected caa , npr , nrc ."
0,"well said , ravish sirji , shame on government , i boycott caa and nrc"
0,"wherr bjp present , riot and violence will be there ."
0,"wow wat a guts . to speak against pm , home minister , salute sir"
0,"yeh mahatama gandhi ka bharat hai , yahan godse ki auladon ka koyi sathan nahin"
0,"yes.no need of census as well as npr , time and money can be saved"
0,#no caa #no nrc #no npr #jai hind
0,* bjp though that they will pass it in the name of anti muslim bill
0,* hum sab ne milkar british ke goro ko bhagaya tha ... ab bjp ke
0,* jb jb modi darta h * * police ko aage krta *
0,* thanks a lot to all sisters & daughters of this rally * .
0,.. no .. cab .. nrc .. no .. caa .. no .. npr ..
0,... allah .. tumi . rahumat .. karu muslim . s ku .. ameen ..
0,1 . cab bill of citizenship but nrc is a bill to abolish citizenship .
0,100 seat bhi jeetna bjp k liye mushkil ha . guarantee .
0,11 din bad internet diya aaj please support assam and india
0,14 lakh hindu bros are out of nrc in assam
0,144 dhara lagu karne se kuchh nahi hoga janta ki samasya ko samjhe modi ko
0,16 people died against cab still does not remove cab bill
0,2019 m bjp 5 lose state and 2020 or bi umeed h public se ...
0,2:40 1st lie 19 lac ko nrc se assam me detention me daala gaya .
0,31 percent hindu logo ko modi ne chutiyo mein convert kar diya
0,370 pe muslman bola hota to aaj modi amit shah takle ki himmat nhi hoti
0,464 like👍 1.3 k dislike👎ab bolo modi bolo log kya chahte hai😡😡😡
0,70 sal mein kabhi hindu muslim nahin hua 6 sal main main bjp walon ne
0,@ become a symbol of resistance nation wide .. hope new shaheen bagh continuously create
0,@abhishek mishra as far as caa is concerned it is a policy based on religious
0,@akshay dhand caa k khilaf muslim isliye h bhai kyunki jab ye bill tab muslim
0,@bharat mata ki jai or tum bjp ke andhbhakto ke muh lagna hi bekar .
0,@cryonic family this guy is a bjp it cell . he posts the same comment
0,@half blood prince modi is not minority he is hindo extremist
0,@ijaz ahmed this is not hindustan this is bharat hinduon ki man ki chut ki
0,@indipendent indian great siddiquie ye raj kumar bjp it cell ka hai .
0,@indypop .. ne can not support caa .. if you are visit ne then you
0,@krishna das . karela people are very intelligent . they don't allow bjp to win
0,@m ád gamer rawat bhai main ek army man hu ... and i reject nrc
0,@mayank bisht so how someone is given citizenship based on religion
0,@mujahid shaikh nrc as an exercise being a failure is well known and has been
0,@rinki sinha lol nrc caa kabhi nahi ayega
0,@ronit tj and a bad news for you modi will win 2024 election also
0,@sandeep kumar hindu pa kbhi bharosa nhi kia ja sakta ak number ki gaddar namak
0,@shah shah bhai muslim bhi kisi ke baap ke paise pe nahi pal rha abhi
0,@sonu kumar jaa ja k modi ki tatty k pakode kha aur gau ka muut
0,@star of india chutiya evm se jeeta h modi vote se ni jeeta h
0,@taz zaki bro ye bjp it cell he same reply bar bar kar rhe he
0,@tell truth vhi rss h jisne babri majjid ko gira diya tha
0,@vivek pandey caa de rha hai nrc le rha hai samjh ki wo kya bol
0,aa godi midiya modi ko bathakar bikha new hamay nahi ok
0,aab kuch nahi karega suprim cort kiu ki aab sab bjp k ishare se chalega
0,aaj jo desh m aag lgri ye midiea or rss ki den h
0,aaj jo gyani log gyan de rhe h ki hindu shardarthiyo ko apne ghar m
0,aaj ka media godi media he sir u r real media man hads of u
0,aaj ki raily me b zumle bate h modi ne or godi media ne khub
0,aaj malum pada lokmat bhi godi media se belong karta hai #shame
0,aaj tak wale ko malum hai kiya jawab sahi deta hai no caa no nrc
0,aap ke liye sab log duaa kare ekta jindabaad is bhai ko dekho aor dil
0,aap kee bat sahi h lekin ey dogle bjp wale jahil h siyasat karte h
0,aap sabh jante hai ki india ka har major institution bjp ne apne control mein
0,aapki baat me sachaai h . modi ne desh ke logo ko bech ke khaa
0,ab angrej ka rol pm modi yani bjp le rahi h . ।।। public me
0,ab bjp janta ku or chutiya nhi bna sakti .. is desh ki janta ab
0,ab hindustani kitna line lagayga bhai ? note bandi puri trah se fail ho gaya
0,ab hm ye bjp k kutto se darenge are bjp k pillo hm ne angreso
0,ab kya bjp wale .. british ko bhi deshdurohi khedete ab ... india me to
0,ab lgta h ye bhi bik gyi h godi media bn gyi h ye bhi
0,ab modi amit shah kaha chuhe ke bil me ghus gaye kya
0,ab to sach me hindu khatre me hai r wo bhi apne hi logo se😢
0,abe bhaio ye theri bjp agent kaha maan ne wali hai ...
0,abe desh constitution se chalta hai rss nhi
0,abe desh ko tum bjp rss wale bat rahe ho
0,abey modi shah tere pass tere baap ke documents hai ???
0,abhi tweet hata hai jaldi act bhi hatega fir bjp ka number hai
0,abhibi 5 saal baki haiaur kya kya karega kya para ye bjp ??
0,absolutely right . there is no need of nrc or cab .
0,abvp trying so hard to convert lies to truth by shouting ....
0,accha bhai ye desh sirf hindu ka nhi sabka h plzz bhai hindu muslim mt
0,acha aadmi neta nahi banta sir bjp ka neta sab gunda hai
0,achhe din jaa rahe hai . oppose cab .
0,ae ladki sahi bolrahi he bjp wale harami he me hindu hu
0,afsos hota hai ki aaj bhi log hindu muslim karte hai ..
0,agar aisa hi chalta raha to bjp ka beda garak hona tai hy . 😉
0,agar apka pass documents jaama bhi hue toh yeh pakka nahi apka name nrc ki
0,agar caa itna hi zaroori hai to saare dharm ke logon ko ek taraf rakhe
0,agar caa nrc vapis nhi legege to ye gojrat se aaye he is trha india
0,agar esi nrc ho to mujhe indian citizenship nahi chahiye
0,agar itna firk hai to nrc wapas q nahi le li jati
0,agar jhoot ha to phir assam me 19 lac log kyu ha camp me jhooto
0,ager muslim k sath ye ho ga hu sikh log k sath b ye ho
0,ai mim india zindabad no caa no nrc
0,aise madarchod rss ko support krti h jiss wajah se ek muslim univ . pr
0,aise officer sachchhe deshbhakt hai up ke to sare officer modi bhakt bjp bhakt hai
0,aj history ne sabit kia k quaid e azam sahi the hindu barhaman ne apni
0,akber owaisi zindabad no caa no npr & nrc
0,akdom right babaje hindu muslim vai vai 🇮🇳👬💞
0,alaikum asaduddin owaisi saab very good ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤
0,all are getting citizenship amendment act except muslim why
0,all indian rss bjp people return to nepal to their country
0,all non bjp govt a request plz boycott nrc npr caa
0,all of northeast protest agianst caa and nrc ....
0,allah kare poore india 🇮🇳 mea nrc npr and caa radh
0,allah tumi rahumat .. karu muslim . s .. or . hindu .. ku ..
0,amid sha bolde caa nrc nhi ho gi a darna chod degi
0,amit ji hum muslim logo ko chor do mat maro hum logo ko plz
0,amit modi saram karo caa aur nrc wapas lo warna istifa do
0,amit shah kucv bolra h modi kuch or dono bhot bade chor h
0,amit shah or modi ko bas hindu muslim karo or raj karo or kuch v
0,and they expect every religion to be secular and democracy
0,anjana ji tweeted that she is in fear in her own hindu rastra😊😊😊😊😊😊
0,ankal ji rightno caa no nrc no npr reject karo
0,ankha hota hua bhi agar aap andha ho to aap bjp bhkhat ho
0,anyone : says literally anythingmodia : pakistan zindabad ke naare lag gaye !
0,anyone who is born in bharat no matter of which religion is indian ....
0,apne baap se pooch sub dharmo ko liya muslim kiyo nahi liya
0,apni man ki baat sunai hai ab janata ki man ki baat to sun lo
0,app n bjp ne hindu and muslim ko mrne ke liye chhod diya
0,are andh bhakto kejrival ka kam bolta h or bjp valo ka hindu muslim bs
0,are tum sab bhi to bjp ke agent hi hosirf caa ko kyu dekte nrc
0,are we living in secular india . what is the responsibility of the judisiary
0,aren't they hindus who migrate from srilanka and why they this act not covering them
0,arnab should be in jail for lowering people's iq and inciting violence .
0,arvind ka pair ka dhul bhi nhi hai bjp ya bjp ka koi neta
0,as government implement cca and nrc we are ready for protests
0,asaam bahut se bekosoor hindu muslim detention camp me marne ko majboor hyn
0,asaduddin owaisi saab zindabad 🐅 sher-e-hind 🐅
0,asaduddin owaisi sahab zindabad jai bheem jai mim
0,asaduddin owaisi zindabad inquilab zindabad jai hind
0,asli tukde tukde gang to ye bjp aur godi media h
0,assalamu alai kum nrc caa go back
0,assam isn't india's dumping ground . we don't want cab
0,assam me 19 lakh logo ka nrc mai naam nahi aaya josme 12 lakh hindu
0,assam nrc is nothing it is only vote bank policy of -------- ok .
0,assam rejects caa .... go back bangladeshis ....
0,aur aise garib log jo documents banwate nhi h unke baare mei khyal h ?
0,aur do bjp ko vote abhi to religion ke uper he bd me cast ke
0,awesome replying & making godi media naked in front of everyone .
0,baat toh yeh hai ki bjp khud hi caa or nrc mein khud confuse ho
0,back foot nrc .. npr .. caa .
0,bahar k logon ko nagrikta do pr apne desh k logo ko detention center m
0,bahot der ho chuki hai ab bjp ka supda saf ho jayga
0,bahot hard sister ji salo ki hosa uda do modi sarkar ko dar hai o
0,bahut galat bat hai yah mai ek muslim hu lakin ram se koi dikkat nhi
0,bahut khoob meri bahan no nrc no caa no npr kapil misra par dafa lagaya
0,bahut se logo ko ye bhi nahi pata ki we kyon support kar rahe hain
0,baki sab modi k kutte or chamche hi kharid lia hi modi ne
0,ban cab ban nrc ban bjp
0,ban evm machine nrc npr and caa save democracy save country
0,bar bar country . hope allah will help muslim from this bar bar
0,barrister owaisi zindabad . jungal raj murdabad .
0,bc nrc me jo muslim nagrik nhi paya gaya to use desh chor dena he
0,beshaq . in bjp wale modi sha yogi ... ko jail me dalna chahiye ..
0,best way to protest is to boycott modia
0,bewajh isko against muslim act bna rhe h ...
0,bhag modi bhag ab janta jagayi hai modi ab tera kya hoga
0,bhai ager itna hi bjp per pride he to rajasthan me aa 200 ke 1600
0,bhai aisa kuch nhi hi ... bs desh se rss or bjp wale ko nikal
0,bhai app bilkul thik kha yae rss bjp ki mili bhagat hai yae hamae hind
0,bhai assam mai internet band kar dia tha bjp nai .. 😭😭😭
0,bhai cab ka baat baad mai karenge phele gdp ka baat kar 5% kyu ...
0,bhai desh ko todne ke liye kuchh aatankwadiyo ne rafrat phala rahi h ye sab
0,bhai hamara to poori bjp aur unke saare netao par se bharosa hi uthh chuka
0,bhai isse illegal immigration kam nahi hoga balki zyada hoga
0,bhai log chahe naukri mile ya na mile apne hindu dharam ko bachana hai to
0,bhai me teri har baath se sahmat hu magar cab ke liye nhi . ye
0,bhai ravish musalmano ki paheli galti wahi huwi jab ye sarkar ne beef ban kiya
0,bhai ye democracy h . koi north korea nhi h sarkar se sawal puchana hamara
0,bharat bachao constitution bachao inqilab zindabad 🌹
0,bharat maa ke 4 sipahi hindu muslim sikh isai
0,bharat me avi jitne news channel hai nd tv ko chod kr sab modi ka
0,bhed bhaw he us bil me ... is liye protest kr rhe he
0,bhot badhiya .... no cca no npr no cab
0,bilkul sahi bola ca bhai . i agree with him gst ne wat laga di
0,bilkul sahi kaha bhai ne modi agar sacha hota modi ka b baccha hota
0,bilkul sahi lekin hindu muslim dono bhai hai
0,bilkul such kaha mahila ne.ye sazish bjp & rss wale gundone kiya hy . unse
0,bje hatao .. desh bachao ish desh me sb rahinge hindu mushlim sabhi dharma ko
0,bjp & rss aaj ka ghunda raj in india
0,bjp . desh ke tukday tukday krannay waalo ko cm nhi banaayegi .
0,bjp . ko . bhagao . des . and . sammbidahnko . bchao . hindu
0,bjp . ko . sabse . jada . musleem . sa . daar . hai
0,bjp . ku . our . modi . amit . shaa . bhagaoo . india
0,bjp aj tk apni kisi bt pr kayam nh rahi wo nrc ka bolti h
0,bjp ari rhi to seria bnega des.sb vai bahn sath milkr protest krke apne des
0,bjp aur abp . k paas best tablets hai hindu aur muslim . = satta
0,bjp baaz aajaye ... warna bohot jald bure din aanewalw hai ...
0,bjp bewakoof banarahi h yea nrc ka hi 1 hissa h . assam me nrc
0,bjp bhagaoo dekh bachaoo hindu muslim hm sb bhai bhai
0,bjp biased media godi media ki 5 saal ki mehnat rang layeecongrats
0,bjp govt bht jld satta kho degi ... dhrm k nam p ab is desh
0,bjp hatao bsp lao . dusra koe rasta nahin . jai bhim .
0,bjp hatao desh bachao jai bhim nmo budhaye bilkul sahi kaha sir
0,bjp hatao desh bachao modi amit chor hay hay
0,bjp hataou desh bachaou no npr no caa no nrc
0,bjp hatayo desh bachayo yeh evm ki sarkar hai is ko barkhasht kro
0,bjp hatoo desh bachaooobjp's person r democratic
0,bjp hindu raastra ke liye dange krwa rhi hai
0,bjp is not good because year 2002 also in gujarat happen same think target only
0,bjp it cell only are for pro caa
0,bjp k against bolega to theatre jala denge bhakt ...
0,bjp k neta jhuta murkh h evm hatao loktantar bachao jago india
0,bjp k netao k mann m nafrat k siva kuch nahi h
0,bjp ka kapil mishra khud bhadkau bhasad de rha h kya h ye sab
0,bjp ka purani history hai . unpadh hai isliye development karke kabhi ni jeet sakte
0,bjp ka virodh desh ka virodh kaise ? desh bjp hai kya ?? are you
0,bjp kabhi ni aay yhi meri diya hbjp hatao desh bachao
0,bjp ke jane ke baat kya hoga godi media ka
0,bjp ke logo ko english bolni bhi nahi aati why did we select them as
0,bjp ki hakikat yhi h aap logo ko der s samajh aaya h bjp means
0,bjp ki sarkar muslim virodhi sarkar hai modi sarkar dalit virodhi sarkar hai delhi mein
0,bjp ko hatao desh bachao .. koi kam ka hay nehi ....
0,bjp ko sayad malum nahi he pet roti se bharta he bhaguwa rang se nahi
0,bjp ko vote na kre kuch bhi nhi dikha rahe h caa npr nrc lake
0,bjp mps/mlss should start resigning if they have any conscience left .
0,bjp mukth bharath . muslim hindu . sikh bai bai bai
0,bjp must cancel this nrc & caa . because india secular country . it's husrt
0,bjp ne minorities ke sath glt kiya hai . down down bjp .
0,bjp ne religion politics ke alawa kya kiya ?
0,bjp no bjp no bjp no bjp no bjp no bjp no bjp
0,bjp or rss ke gunde ne ye sara mahol bnaye h ....!
0,bjp party hindu muslim karati he
0,bjp party rss vs samvidhan ke jang mai kon jeete ga ?
0,bjp played well .!! distraction towards current issues ..! game is hindus muslim .!! mark
0,bjp rss bhagao bangla bachao jay hind jay bharat
0,bjp rss dish ki doshman hi .
0,bjp rss hatao desh samvidhan bachao .
0,bjp rss k kath putli h jo bolta wahi bjp ko karna padta h
0,bjp rss ka ye mile bhagat hi aam public ya samaj chuka hi no cab
0,bjp rss ne desh ko barbad kar deya hai
0,bjp rss out ho ge wali hai
0,bjp rss safaya abhiyan jald chalao warna sab khatam ho jayegga
0,bjp sarkar hindu muslim ke khoon ki piyasi hai 😢😢😢😢😢
0,bjp sarkar india ku baadnam kar rakha hai bjp sarkar hatawo sambhidhan bachawo
0,bjp se sab ka biswas trust ur gaya heinn ... abb bakne ne see kuch
0,bjp smj rhi ha muslim ka dman krke uska bhusankheyak vote brhega aor woh isi
0,bjp tu kiya cheta ha muslim se
0,bjp wale ke jesa gira hua party mene aaj tak nahi dekha
0,bjp will lose assam in next election because of cab .
0,blind bjp lovers bro🤣🤣🤣 . and 4.5 gdp is stable for them😂 .
0,bohot bohot galat hua bjp ab to bass bjp istifa de do
0,both are drama king layer no . 1beware of bjp . modi & shah &
0,boycott . nrc cab . npr caa
0,boycott bjp ... and bhakt ... means .. all domestic pet ..
0,boycott caa nrc . shame on govt and shame on police .
0,boycott reject npr caa nrc
0,budbakon desh ka development socho kya hai ye bakwas caa nrc
0,but caa is unlawful for particular religion community
0,but in npr you have to show your ancestors certificate which show that your a
0,but sir y this act didn't included the name of a muslim community
0,buycott npr nrc and caa
0,buycut caa nrc nahin chalegi nahin chalegi jay hind jay bharat
0,bycoot the nrc stand against the npr caa
0,bycott nrc caa save bharath save constitution
0,c a a npr nrc wapas lo
0,caa + nrc dekho ek saath tab pta chalega
0,caa . nrc . are black laws . save republic india .
0,caa aane se pahle nagrikta di jaa chuki hai .. caa ki kya jarurat thi
0,caa and nrc desh ke liye khatra h
0,caa aur nrc aur npr ko wapas lena chahiye sarkar ko
0,caa aur nrc se aazaadi aazaadi aazaadi
0,caa cab nrc npr pura wapas le
0,caa constitution oppose
0,caa hai hai amit sah hai bjp mordabad
0,caa ka protest nhi samapt ho ga
0,caa ka protest sirf muslim nahi hindu bhi kar rhe hai
0,caa ka virod karo . hindu ke dil me nafarath bhar raha hai
0,caa ka virodh sirf muslim hi nai hindu v kr rhe h .. sorry galat
0,caa ke bare main tumhe kuchh pata nahi hai . caa not accept .
0,caa me sirf 6 religion ko add kiya except muslims . why ??
0,caa n r c npr wapas lo
0,caa nikaaloge toh modi koh bhi detention centre bheja jaayega😂😂😂
0,caa npr or nrc reject karo
0,caa nrc 370 hindtwa hindu bjp ka sapna katam hone wala hai bjp katam hone
0,caa nrc band kate modi shah ko 100 chappal marker
0,caa nrc boycott karo aur desh ko ekta leker awo
0,caa nrc ku reject karo
0,caa nrc maamla international court meyn uthaao !
0,caa nrc ne pure des ko aag me jhok dia . only amit shah modi
0,caa nrc npr all reject 🙋🙋🙋🙋🙋🙋🙋🙋
0,caa nrc npr hatane se koi faida nahi evm hatana zaroori hai
0,caa nrc npr is samvidan virodhi hai
0,caa nrc npr rejected
0,caa nrc npr wapas lo
0,caa nrc wapas kyon nahin le leta sarkar
0,caa nrc wapas le sarkar hame ye nhi chahiye
0,caa nrp nrc ke khilaaf aaj ek plate form par aagaye hain allah ka shukr
0,caa se preshani nahi nrc se he
0,caa shabhidhan ke khilaf hai ya nhi aap bataye please jo act bhed bhao karta
0,caa will be a grave for bjp in next election .
0,caa ya samvedhan ka khlaf ta or aathekal 14 ka hulangan hai
0,cab & nrc bill ko wapas lo
0,cab and nrc .. hame apas me baant rhi hai dharm k naam pr ..
0,cab caa nrc pe mai virodh karta hu desh ke liye thik nahi hai
0,cab cancel huna chaiye ...... we oppose cab
0,cab jab nrc se milega to yeh desh peeche chala jayega
0,cab ko wapas lo .. modi or amit shah murdabaad
0,cab means cab chahe 2016 ka ho ya 2019 ka we always oppose
0,cab nrc band karo reject karo
0,cab nre .. modi shah ban
0,camps banana hai toh caa supporters ke liye banao . sasta padega
0,can modi n shah prove his documents ??? of his father ?
0,can u plz tell me is this act is not the violative of art 14
0,cancel nrc caa nrp
0,cca npr nrc rejected
0,changing religion is one of the fundemental rights of india . how r u going
0,cheap amitshah bill ( cab ) he will kick out us ? these goons will
0,chhee . chhee . chhee news modi media . ki itni bezzati to kabhi nahi
0,chhee news and godi media go back too pakistan
0,chor ke hath se desh nahin chalti hai yah modi chor hai
0,citizenship should not be given on the basis of religion
0,citizenship should not be given to any more people from other countries
0,congress said npr is starting point of nrc in 2009 so learn facts .
0,constitution be like : - mujhe dropadi bna kar hi manega 😀👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻
0,corona se darr nhi lagta be nrc npr caa se lagta he
0,corona virus se bhi khatrnak h bjp rss virus
0,correct hai sir correct hai . 👍 jumla hai sir jumla modi party .
