raw_comment,tokenized_comment,label
"h.m. wants people of india should "" only "" read caa not with nrc .",h m want people of india should only read caa not with nrc,0
"haa , virodh hona chahiye na sirf caa nrc npr ka evm ka bhi virodh",haa virodh hona chahiye na sirf caa nrc npr ka evm ka bhi virodh,0
"haar hogi bjp ki delhi may , teen paapioon ko jail hogi jald",haar hogi bjp ki delhi may teen paapioon ko jail hogi jald,0
"hindu , buddist , jain , christian , parsi , sikh ...... muslim kha he",hindu buddist jain christian parsi sikh muslim kha he,0
"hindu , musalman , seekh , esaai hm sab bhai bhai 👍 👍 aur hmsab",hindu musalman seekh esaai hm sab bhai bhai aur hmsab,0
"hindu , muslim , sikh , isayi sabh bhai bhai",hindu muslim sikh isayi sabh bhai bhai,0
"hindu , muslim , sikh and christian bhai bhai hy bjp and rss desh ka",hindu muslim sikh and christian bhai bhai hy bjp and r desh ka,0
"hindu , muslim sikh , isai sab aapas mai bhai bhai",hindu muslim sikh isai sab aapas mai bhai bhai,0
"hindu , sikh , christian , budh , jain aur parshi aur sab chahiye lekin",hindu sikh christian budh jain aur parshi aur sab chahiye lekin,0
"hindu , sikha , jain , bodda , parsi , issayi sab he aapus me",hindu sikha jain bodda parsi issayi sab he aapus me,0
"hindu muslim sikh issae as pass me in hai bhai bhai ,",hindu muslim sikh issae a pas me in hai bhai bhai,0
"hindustan ek gadi ki trhan hai or hindu , muslim , sikh , or christian",hindustan ek gadi ki trhan hai or hindu muslim sikh or christian,0
"i am a muslim and i feel unsafe now , i never disliked hindu but",i be a muslim and i feel unsafe now i never dislike hindu but,0
"i reject caa ..... pahle hme safety chahie , job chahie , economy sahi kro",i reject caa pahle hme safety chahie job chahie economy sahi kro,0
"i reject cab & nrc , nrp ... 👎",i reject cab nrc nrp,0
"i strongly oppose caa , nrc , npr",i strongly oppose caa nrc npr,0
"i'm strongly appose cab , caa , nrc",i be strongly appose cab caa nrc,0
"i'm with you shaahinbah . no nrc , no caa , no cab , no",i be with you shaahinbah no nrc no caa no cab no,0
"if all these guys are extrmist what rss bjp is terrorist ,??",if all these guy be extrmist what r bjp be terrorist,0
"if it was already there , why implement new npr or caa now",if it be already there why implement new npr or caa now,0
"if it's purely on the basis of minority persecution , why not include sri lanka",if it be purely on the basis of minority persecution why not include sri lanka,0
"if you say caa is unconstitutional .. bjp : we will change indian constitution ,",if you say caa be unconstitutional bjp we will change indian constitution,0
"india strongly opposes nrc , caa and bjp .",india strongly oppose nrc caa and bjp,0
"insaan ko insaan banna chahiye phle , hindu muslim bad me krey",insaan ko insaan banna chahiye phle hindu muslim bad me krey,0
"insha allah hum jitenge . strongly boycott npr , caa . and nrc , jai",insha allah hum jitenge strongly boycott npr caa and nrc jai,0
"it's purely politics , no doubt bjp and rss plan behind this😂😂😂",it be purely politics no doubt bjp and r plan behind this,0
"jai bharat , hindu , muslim sikh and christian bhai bhai hy",jai bharat hindu muslim sikh and christian bhai bhai hy,0
"kam dhanda chod k sirf documents k peeche ghumte firrenge .. thik hai na ,,,",kam dhanda chod k sirf document k peeche ghumte firrenge thik hai na,0
"keep going .. asad love you .. 🥰 ,,.. godi media ye afwah nhi h",keep go asad love you godi medium ye afwah nhi h,0
"kuch b ho no caa , nrc , npr",kuch b ho no caa nrc npr,0
"ma sha allah ,,, hum indian hn ,,, casa aur nrc k khilaaf hn",ma sha allah hum indian hn casa aur nrc k khilaaf hn,0
"modi , shah , kapil mishra ko chiurahe par fansi deni chahiye .",modi shah kapil mishra ko chiurahe par fansi deni chahiye,0
"modi neta no . 1 nehi , bakta no . 1 or jhuta no .1",modi neta no 1 nehi bakta no 1 or jhuta no 1,0
"modi se darr nhi lgta "" modi to aaj h kl nhi "" kaash aissa",modi se darr nhi lgta modi to aaj h kl nhi kaash aissa,0
"modiji ke desh main in batow ki koi ahamiyat nahi . all rights ban ,",modiji ke desh main in batow ki koi ahamiyat nahi all right ban,0
"mr , pm were is 15 lakh . why need caa . . you have",mr pm be be 15 lakh why need caa you have,0
"muslims ko kyun bhadkaya jaa rha he bhai .... lgta he prbm caa , nrc",muslim ko kyun bhadkaya jaa rha he bhai lgta he prbm caa nrc,0
"my name is indulekha , identify me by my clothes-hindu girl wearing hijab .",my name be indulekha identify me by my clothes hindu girl wearing hijab,0
"my question is simpleif article14 gives equality to all without cing religion , caste ,",my question be simpleif article14 give equality to all without cing religion caste,0
"na ham hindu banunga na musalman banunga , insan ki awolad insan banunga",na ham hindu banunga na musalman banunga insan ki awolad insan banunga,0
"nagrikta de ne ki bat nahi he , bat bil ke bhed bhav ki he",nagrikta de ne ki bat nahi he bat bil ke bhed bhav ki he,0
"no , caa , no , nrc , no , npr , rijekat , jai",no caa no nrc no npr rijekat jai,0
"no , nrc , no , caa ,",no nrc no caa,0
"no c c a , no n r p , no nc r jai hind",no c c a no n r p no nc r jai hind,0
"no caa , no caa , no caa , no caa , no caa ,",no caa no caa no caa no caa no caa,0
"no caa , no nrc , no npr .... only ambedkar samvidhan",no caa no nrc no npr only ambedkar samvidhan,0
"no caa , no nrc . never ever .",no caa no nrc never ever,0
"no caa , no nrc . no no no , never , ever .",no caa no nrc no no no never ever,0
"no caa nrc , go back caa nrc from india , go- back go -back",no caa nrc go back caa nrc from india go back go back,0
"no cab in north east bjp , we protest cab ..",no cab in north east bjp we protest cab,0
"no cca , nrc , nrp",no cca nrc nrp,0
"no hindu muslim please , ye matter hum sab indians ka bahi",no hindu muslim please ye matter hum sab indians ka bahi,0
"no npr , no nrc , no cab , no caa . boycott",no npr no nrc no cab no caa boycott,0
"no nrc , no caa , no npr .. bjp hatao desh bachao , sambidhan",no nrc no caa no npr bjp hatao desh bachao sambidhan,0
"no nrc no caa no npr ,,,,, from patna bihar",no nrc no caa no npr from patna bihar,0
"nrc , caa ko reject karo .",nrc caa ko reject karo,0
"nrc , npr , caa garibo ke khilaf hai",nrc npr caa garibo ke khilaf hai,0
"nrc lane ke liye janta ko murkh bana rahi hai sarkar koi nrc , npr",nrc lane ke liye janta ko murkh bana rahi hai sarkar koi nrc npr,0
"nrc npr caa no need in bharath , first of all our govt elected by",nrc npr caa no need in bharath first of all our govt elect by,0
"nrp , nrc , caa , murdabaad-",nrp nrc caa murdabaad,0
"one of the placard said "" main madarchod hu jo bjp ka button dabaya """,one of the placard say main madarchod hu jo bjp ka button dabaya,0
"owaisi sahab i am proud of you , great respect sir .",owaisi sahab i be proud of you great respect sir,0
"owaisi sir you nailed 👌 , mai modi se nhi darta , sirf allah se",owaisi sir you nail mai modi se nhi darta sirf allah se,0
"pagal hai re tu . no nrc , no npr",pagal hai re tu no nrc no npr,0
"pahle caa reject kro fir log npr kalia ready honge , kyn ki jhoot ka",pahle caa reject kro fir log npr kalia ready honge kyn ki jhoot ka,0
"pakistan was formed in the name of religion , but india wasn't that's why after",pakistan be form in the name of religion but india be not that be why after,0
"pehle ya baadme janta nrc ka ( n ) lagu hone nahi degi ,,, hum",pehle ya baadme janta nrc ka n lagu hone nahi degi hum,0
"prob nrc se hai , sirf cab se ni",prob nrc se hai sirf cab se ni,0
"reject caa , reject nrc & reject npr . save india .",reject caa reject nrc reject npr save india,0
"reject npr , caa and nrcinqlab zindabad",reject npr caa and nrcinqlab zindabad,0
"reject nrc , nrp , caa , cab and bjp , rss also .",reject nrc nrp caa cab and bjp r also,0
"rejecy bjp , npr , nrc , whater .",rejecy bjp npr nrc whater,0
"right , asad bhai we reject nrc , npr , and caa",right asad bhai we reject nrc npr and caa,0
"rrpatil2006 lets hope not , it will be a disaster if bjp gets 400+ .",rrpatil2006 let hope not it will be a disaster if bjp get 400,0
"sabhi dadi maa ko pranaam , we are with our muslim brothers n sisters .",sabhi dadi maa ko pranaam we be with our muslim brother n sister,0
"sadguru , you seem to struggle so much to defend caa .",sadguru you seem to struggle so much to defend caa,0
"sahi hai , we indian people peacefully protest this discrimination",sahi hai we indian people peacefully protest this discrimination,0
"sahi kaha bhai ne . boycott caa , npr , nrc",sahi kaha bhai ne boycott caa npr nrc,0
"sara mla rapiest air jahil hai , . ye kya jane constitution .",sara mla rapiest air jahil hai ye kya jane constitution,0
"say no caa , nrc , npr . agar janta sarkar bana sakti hai toh",say no caa nrc npr agar janta sarkar bana sakti hai toh,0
"shame delhi police , shame bjp , shame amit , shame namo",shame delhi police shame bjp shame amit shame namo,0
"shame on bjp and yogi , jab public nhi hona bolri nrc and cab ,",shame on bjp and yogi jab public nhi hona bolri nrc and cab,0
"shame on you godi media , shame on you aaj tak 😠😠😠",shame on you godi medium shame on you aaj tak,0
"shankar kumar 1 . caa discriminate based on religion m , region and time of",shankar kumar 1 caa discriminate base on religion m region and time of,0
"sir , nrc , cca , npr , pore desh ke loog dherna de rahe",sir nrc cca npr pore desh ke loog dherna de rahe,0
"sir rightly said i strongly opposed citizenship amendment bill ,",sir rightly say i strongly oppose citizenship amendment bill,0
"sirf bjp wale desh ke nagrik hay , baki sab ghushpetiya hay ,, jo bjp",sirf bjp wale desh ke nagrik hay baki sab ghushpetiya hay jo bjp,0
"sirf brahimins bjp ke sath , hain bakhi sab bp ke khilaf hain",sirf brahimins bjp ke sath hain bakhi sab bp ke khilaf hain,0
"superb speech . boycot caa , npr & nrc .",superb speech boycot caa npr nrc,0
"tabtak laro jabtak a jatiwad kanun na hatey ( nrc , caa , cab )",tabtak laro jabtak a jatiwad kanun na hatey nrc caa cab,0
"take back nrc , npr and caa kaala khanoon",take back nrc npr and caa kaala khanoon,0
"telangana govt aur police , hum ko peacefull protest karne se kiyun rok rahi hai",telangana govt aur police hum ko peacefull protest karne se kiyun rok rahi hai,0
"the policy of bjp is divide nd rule , enjoy the life",the policy of bjp be divide nd rule enjoy the life,0
"then why these word used in this act hindu , sikh , buddhist , jain",then why these word use in this act hindu sikh buddhist jain,0
"this vedio show hindu muslim sikh , esai aapas m hai bhai bhai .. ♥",this vedio show hindu muslim sikh esai aapas m hai bhai bhai,0
"tohra sahab muslim to muslim hote hai . kisi desh , kisi mashab ke nahi",tohra sahab muslim to muslim hote hai kisi desh kisi mashab ke nahi,0
"tu totally zahil hai , ek din tu bhi isi caa and nrc me fasega",tu totally zahil hai ek din tu bhi isi caa and nrc me fasega,0
"we , assamese people , protest to save our identity to save our culture ,",we assamese people protest to save our identity to save our culture,0
"we can not bias against anyone based on religion , place , language it is",we can not bias against anyone base on religion place language it be,0
"we indian rejects caa , nrc , npr",we indian reject caa nrc npr,0
"we people of india reject caa , cab , nrc and npr totally and ask",we people of india reject caa cab nrc and npr totally and ask,0
"we r youth ,, we r student ,,, we oppose cab ,, am from tripura",we r youth we r student we oppose cab be from tripura,0
"we reject caa , nrc & npr",we reject caa nrc npr,0
"we reject caa , nrc",we reject caa nrc,0
"we reject nrc , caa , npr",we reject nrc caa npr,0
"we reject this bjp govt , npr nrc and caa",we reject this bjp govt npr nrc and caa,0
"we rejected caa , npr , nrc .",we reject caa npr nrc,0
"well said , ravish sirji , shame on government , i boycott caa and nrc",well say ravish sirji shame on government i boycott caa and nrc,0
"wherr bjp present , riot and violence will be there .",wherr bjp present riot and violence will be there,0
"wow wat a guts . to speak against pm , home minister , salute sir",wow wat a gut to speak against pm home minister salute sir,0
"yeh mahatama gandhi ka bharat hai , yahan godse ki auladon ka koyi sathan nahin",yeh mahatama gandhi ka bharat hai yahan godse ki auladon ka koyi sathan nahin,0
"yes.no need of census as well as npr , time and money can be saved",yes no need of census as well a npr time and money can be save,0
#no caa #no nrc #no npr #jai hind,no caa no nrc no npr jai hind,0
* bjp though that they will pass it in the name of anti muslim bill,bjp though that they will pass it in the name of anti muslim bill,0
* hum sab ne milkar british ke goro ko bhagaya tha ... ab bjp ke,hum sab ne milkar british ke goro ko bhagaya tha ab bjp ke,0
* jb jb modi darta h * * police ko aage krta *,jb jb modi darta h police ko aage krta,0
* thanks a lot to all sisters & daughters of this rally * .,thanks a lot to all sister daughter of this rally,0
.. no .. cab .. nrc .. no .. caa .. no .. npr ..,no cab nrc no caa no npr,0
... allah .. tumi . rahumat .. karu muslim . s ku .. ameen ..,allah tumi rahumat karu muslim s ku ameen,0
1 . cab bill of citizenship but nrc is a bill to abolish citizenship .,1 cab bill of citizenship but nrc be a bill to abolish citizenship,0
100 seat bhi jeetna bjp k liye mushkil ha . guarantee .,100 seat bhi jeetna bjp k liye mushkil ha guarantee,0
11 din bad internet diya aaj please support assam and india,11 din bad internet diya aaj please support assam and india,0
14 lakh hindu bros are out of nrc in assam,14 lakh hindu bros be out of nrc in assam,0
144 dhara lagu karne se kuchh nahi hoga janta ki samasya ko samjhe modi ko,144 dhara lagu karne se kuchh nahi hoga janta ki samasya ko samjhe modi ko,0
16 people died against cab still does not remove cab bill,16 people die against cab still do not remove cab bill,0
2019 m bjp 5 lose state and 2020 or bi umeed h public se ...,2019 m bjp 5 lose state and 2020 or bi umeed h public se,0
2:40 1st lie 19 lac ko nrc se assam me detention me daala gaya .,2 40 1st lie 19 lac ko nrc se assam me detention me daala gaya,0
31 percent hindu logo ko modi ne chutiyo mein convert kar diya,31 percent hindu logo ko modi ne chutiyo mein convert kar diya,0
370 pe muslman bola hota to aaj modi amit shah takle ki himmat nhi hoti,370 pe muslman bola hota to aaj modi amit shah takle ki himmat nhi hoti,0
464 like👍 1.3 k dislike👎ab bolo modi bolo log kya chahte hai😡😡😡,464 like 1 3 k dislikeab bolo modi bolo log kya chahte hai,0
70 sal mein kabhi hindu muslim nahin hua 6 sal main main bjp walon ne,70 sal mein kabhi hindu muslim nahin hua 6 sal main main bjp walon ne,0
@ become a symbol of resistance nation wide .. hope new shaheen bagh continuously create,become a symbol of resistance nation wide hope new shaheen bagh continuously create,0
@abhishek mishra as far as caa is concerned it is a policy based on religious,mishra as far a caa be concern it be a policy base on religious,0
@akshay dhand caa k khilaf muslim isliye h bhai kyunki jab ye bill tab muslim,dhand caa k khilaf muslim isliye h bhai kyunki jab ye bill tab muslim,0
@bharat mata ki jai or tum bjp ke andhbhakto ke muh lagna hi bekar .,mata ki jai or tum bjp ke andhbhakto ke muh lagna hi bekar,0
@cryonic family this guy is a bjp it cell . he posts the same comment,family this guy be a bjp it cell he post the same comment,0
@half blood prince modi is not minority he is hindo extremist,blood prince modi be not minority he be hindo extremist,0
@ijaz ahmed this is not hindustan this is bharat hinduon ki man ki chut ki,ahmed this be not hindustan this be bharat hinduon ki man ki chut ki,0
@indipendent indian great siddiquie ye raj kumar bjp it cell ka hai .,indian great siddiquie ye raj kumar bjp it cell ka hai,0
@indypop .. ne can not support caa .. if you are visit ne then you,ne can not support caa if you be visit ne then you,0
@krishna das . karela people are very intelligent . they don't allow bjp to win,das karela people be very intelligent they do not allow bjp to win,0
@m ád gamer rawat bhai main ek army man hu ... and i reject nrc,ád gamer rawat bhai main ek army man hu and i reject nrc,0
@mayank bisht so how someone is given citizenship based on religion,bisht so how someone be give citizenship base on religion,0
@mujahid shaikh nrc as an exercise being a failure is well known and has been,shaikh nrc a an exercise be a failure be well know and have be,0
@rinki sinha lol nrc caa kabhi nahi ayega,sinha lol nrc caa kabhi nahi ayega,0
@ronit tj and a bad news for you modi will win 2024 election also,tj and a bad news for you modi will win 2024 election also,0
@sandeep kumar hindu pa kbhi bharosa nhi kia ja sakta ak number ki gaddar namak,kumar hindu pa kbhi bharosa nhi kia ja sakta ak number ki gaddar namak,0
@shah shah bhai muslim bhi kisi ke baap ke paise pe nahi pal rha abhi,shah bhai muslim bhi kisi ke baap ke paisa pe nahi pal rha abhi,0
@sonu kumar jaa ja k modi ki tatty k pakode kha aur gau ka muut,kumar jaa ja k modi ki tatty k pakode kha aur gau ka muut,0
@star of india chutiya evm se jeeta h modi vote se ni jeeta h,of india chutiya evm se jeeta h modi vote se ni jeeta h,0
@taz zaki bro ye bjp it cell he same reply bar bar kar rhe he,zaki bro ye bjp it cell he same reply bar bar kar rhe he,0
@tell truth vhi rss h jisne babri majjid ko gira diya tha,truth vhi r h jisne babri majjid ko gira diya tha,0
@vivek pandey caa de rha hai nrc le rha hai samjh ki wo kya bol,pandey caa de rha hai nrc le rha hai samjh ki wo kya bol,0
aa godi midiya modi ko bathakar bikha new hamay nahi ok,aa godi midiya modi ko bathakar bikha new hamay nahi ok,0
aab kuch nahi karega suprim cort kiu ki aab sab bjp k ishare se chalega,aab kuch nahi karega suprim cort kiu ki aab sab bjp k ishare se chalega,0
aaj jo desh m aag lgri ye midiea or rss ki den h,aaj jo desh m aag lgri ye midiea or rss ki den h,0
aaj jo gyani log gyan de rhe h ki hindu shardarthiyo ko apne ghar m,aaj jo gyani log gyan de rhe h ki hindu shardarthiyo ko apne ghar m,0
aaj ka media godi media he sir u r real media man hads of u,aaj ka medium godi medium he sir u r real medium man hads of u,0
aaj ki raily me b zumle bate h modi ne or godi media ne khub,aaj ki raily me b zumle bate h modi ne or godi medium ne khub,0
aaj malum pada lokmat bhi godi media se belong karta hai #shame,aaj malum pada lokmat bhi godi medium se belong karta hai shame,0
aaj tak wale ko malum hai kiya jawab sahi deta hai no caa no nrc,aaj tak wale ko malum hai kiya jawab sahi deta hai no caa no nrc,0
aap ke liye sab log duaa kare ekta jindabaad is bhai ko dekho aor dil,aap ke liye sab log duaa kare ekta jindabaad be bhai ko dekho aor dil,0
aap kee bat sahi h lekin ey dogle bjp wale jahil h siyasat karte h,aap kee bat sahi h lekin ey dogle bjp wale jahil h siyasat karte h,0
aap sabh jante hai ki india ka har major institution bjp ne apne control mein,aap sabh jante hai ki india ka har major institution bjp ne apne control mein,0
aapki baat me sachaai h . modi ne desh ke logo ko bech ke khaa,aapki baat me sachaai h modi ne desh ke logo ko bech ke khaa,0
ab angrej ka rol pm modi yani bjp le rahi h . ।।। public me,ab angrej ka rol pm modi yani bjp le rahi h ।।। public me,0
ab bjp janta ku or chutiya nhi bna sakti .. is desh ki janta ab,ab bjp janta ku or chutiya nhi bna sakti be desh ki janta ab,0
ab hindustani kitna line lagayga bhai ? note bandi puri trah se fail ho gaya,ab hindustani kitna line lagayga bhai note bandi puri trah se fail ho gaya,0
ab hm ye bjp k kutto se darenge are bjp k pillo hm ne angreso,ab hm ye bjp k kutto se darenge be bjp k pillo hm ne angreso,0
ab kya bjp wale .. british ko bhi deshdurohi khedete ab ... india me to,ab kya bjp wale british ko bhi deshdurohi khedete ab india me to,0
ab lgta h ye bhi bik gyi h godi media bn gyi h ye bhi,ab lgta h ye bhi bik gyi h godi medium bn gyi h ye bhi,0
ab modi amit shah kaha chuhe ke bil me ghus gaye kya,ab modi amit shah kaha chuhe ke bil me ghus gaye kya,0
ab to sach me hindu khatre me hai r wo bhi apne hi logo se😢,ab to sach me hindu khatre me hai r wo bhi apne hi logo se,0
abe bhaio ye theri bjp agent kaha maan ne wali hai ...,abe bhaio ye theri bjp agent kaha maan ne wali hai,0
abe desh constitution se chalta hai rss nhi,abe desh constitution se chalta hai r nhi,0
abe desh ko tum bjp rss wale bat rahe ho,abe desh ko tum bjp rss wale bat rahe ho,0
abey modi shah tere pass tere baap ke documents hai ???,abey modi shah tere pas tere baap ke document hai,0
abhi tweet hata hai jaldi act bhi hatega fir bjp ka number hai,abhi tweet hata hai jaldi act bhi hatega fir bjp ka number hai,0
abhibi 5 saal baki haiaur kya kya karega kya para ye bjp ??,abhibi 5 saal baki haiaur kya kya karega kya para ye bjp,0
absolutely right . there is no need of nrc or cab .,absolutely right there be no need of nrc or cab,0
abvp trying so hard to convert lies to truth by shouting ....,abvp try so hard to convert lie to truth by shout,0
accha bhai ye desh sirf hindu ka nhi sabka h plzz bhai hindu muslim mt,accha bhai ye desh sirf hindu ka nhi sabka h plzz bhai hindu muslim mt,0
acha aadmi neta nahi banta sir bjp ka neta sab gunda hai,acha aadmi neta nahi banta sir bjp ka neta sab gunda hai,0
achhe din jaa rahe hai . oppose cab .,achhe din jaa rahe hai oppose cab,0
ae ladki sahi bolrahi he bjp wale harami he me hindu hu,ae ladki sahi bolrahi he bjp wale harami he me hindu hu,0
afsos hota hai ki aaj bhi log hindu muslim karte hai ..,afsos hota hai ki aaj bhi log hindu muslim karte hai,0
agar aisa hi chalta raha to bjp ka beda garak hona tai hy . 😉,agar aisa hi chalta raha to bjp ka beda garak hona tai hy,0
agar apka pass documents jaama bhi hue toh yeh pakka nahi apka name nrc ki,agar apka pas document jaama bhi hue toh yeh pakka nahi apka name nrc ki,0
agar caa itna hi zaroori hai to saare dharm ke logon ko ek taraf rakhe,agar caa itna hi zaroori hai to saare dharm ke logon ko ek taraf rakhe,0
agar caa nrc vapis nhi legege to ye gojrat se aaye he is trha india,agar caa nrc vapis nhi legege to ye gojrat se aaye he be trha india,0
agar esi nrc ho to mujhe indian citizenship nahi chahiye,agar esi nrc ho to mujhe indian citizenship nahi chahiye,0
agar itna firk hai to nrc wapas q nahi le li jati,agar itna firk hai to nrc wapas q nahi le li jati,0
agar jhoot ha to phir assam me 19 lac log kyu ha camp me jhooto,agar jhoot ha to phir assam me 19 lac log kyu ha camp me jhooto,0
ager muslim k sath ye ho ga hu sikh log k sath b ye ho,ager muslim k sath ye ho ga hu sikh log k sath b ye ho,0
ai mim india zindabad no caa no nrc,ai mim india zindabad no caa no nrc,0
aise madarchod rss ko support krti h jiss wajah se ek muslim univ . pr,aise madarchod r ko support krti h jiss wajah se ek muslim univ pr,0
aise officer sachchhe deshbhakt hai up ke to sare officer modi bhakt bjp bhakt hai,aise officer sachchhe deshbhakt hai up ke to sare officer modi bhakt bjp bhakt hai,0
aj history ne sabit kia k quaid e azam sahi the hindu barhaman ne apni,aj history ne sabit kia k quaid e azam sahi the hindu barhaman ne apni,0
akber owaisi zindabad no caa no npr & nrc,akber owaisi zindabad no caa no npr nrc,0
akdom right babaje hindu muslim vai vai 🇮🇳👬💞,akdom right babaje hindu muslim vai vai,0
alaikum asaduddin owaisi saab very good ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤,alaikum asaduddin owaisi saab very good ️ ️ ️ ️,0
all are getting citizenship amendment act except muslim why,all be get citizenship amendment act except muslim why,0
all indian rss bjp people return to nepal to their country,all indian r bjp people return to nepal to their country,0
all non bjp govt a request plz boycott nrc npr caa,all non bjp govt a request plz boycott nrc npr caa,0
all of northeast protest agianst caa and nrc ....,all of northeast protest agianst caa and nrc,0
allah kare poore india 🇮🇳 mea nrc npr and caa radh,allah kare poore india mea nrc npr and caa radh,0
allah tumi rahumat .. karu muslim . s .. or . hindu .. ku ..,allah tumi rahumat karu muslim s or hindu ku,0
