Username,Comment,Likes,Video ID
Mahadev Pawar,Jay jawan jay  kisan  salut Kisan  andolan,1,qZoK_fF4SOg
Harsh Kumar,Kisan Ekta Morcha,0,qZoK_fF4SOg
Surinder,UK people laughing.,0,qZoK_fF4SOg
Surinder,foreign minister  every day wear black cloths,0,qZoK_fF4SOg
Nasir Khan,जय जवान जय किसान बीजेपी भगाओ देश बचाओ,1,qZoK_fF4SOg
Babu Lal Buri,"जीतेगा किसान ,हारेगा पाखंड",0,qZoK_fF4SOg
Babu Lal Buri,Kissan majdoor Ekta jindabad,0,qZoK_fF4SOg
अमर इकबाल सिहँ विरक,जय किसान जय हिन्द।  काले कानून वापस कर सरकार कारोना पर ध्यान केंद्रित करे। जय किसान जय हिन्द,0,qZoK_fF4SOg
Amandeep Singh IMC Business,We support farmers,4,qZoK_fF4SOg
Rajesh Kumar,Ye kishan pahale subsidy lena band kare !,0,qZoK_fF4SOg
Rajesh Kumar,What about Population of India  ?,0,qZoK_fF4SOg
Vicky Obroi,BJP ki arthi utha ke jayega kisaan,0,qZoK_fF4SOg
D.s. Rathore,Bengal me BJP .ne 03 seats se 77 seat par pahunch gai to BJP hari l kese?Andolan UP (part)& punjab ka hi h.Political parties ne ise hyjek kar liya hai.kisan kheto me hai Andolanjeevi andolan kar rahe han.,0,qZoK_fF4SOg
Vicky Obroi,I salute kisaan,0,qZoK_fF4SOg
Yadvendra Yadav,किसानों तुम संघर्ष करो हम तुम्हारे साथ हैं।,4,qZoK_fF4SOg
Sureshchandra Sharma,"जय जवान जय किसान
सच्चाई तो ये है कि सब नकली किसान है ये सब बडे बडे आडती है राकैश टिकेत तो छ पेट्रोल पम्पो का मालिक है सब के पास कारे है बडी बडी गाडिया है हम जैसै छोटे किसान को कहां मुह लगाते हे कुछ दिन पहले इन आडतियो ने बंगाल से आइ एक बहन की बलात्कार कर के हत्या भी कर दी सब को शाम होते ही दारू चाहिये नाचने वाली चाहिये तंदूर चालू रहता हे काजू बदाम फल मुर्गा मीट कोइ कमी नही विदेशो से अच्छा पैसा आता है ये तो हम जैसै गरीब किसानो को बदनाम कर रहे है जो मेहनत और मजदरी करता है कमाता खाता है सच तो ये है कि ये आडतिये फसल के टाइम पर भी बहुत परेशान करते है दाम भी एम एस पी से कम देते हे और पेमेंट देने भी रुला देते है
जय जवान जय किसान",0,qZoK_fF4SOg
Sandeep G,"Kissan too kheet me hotta h, yee cooler ke paas kya kar raha h... Ye ADTIYAA h",0,qZoK_fF4SOg
Reena Chettri,Support kishan..,0,qZoK_fF4SOg
Dileep Jha,"यह आन्दोलन आम किसानों  का आंदोलन नहीं है। यह आन्दोलन विपक्षी दलों के इशारे पर दलाल, बिचोलियों एवं आढ़तियों का आंदोलन है।",3,qZoK_fF4SOg
Vishnu Lohagadh,Jay किसान जय मोदी,0,qZoK_fF4SOg
Pankaj Rai,"कहां के किसान हो तुम लोग? कहां हल चलाते हो? तुम लोग ओछे अवसरवादी गिरोह के अतिरिक्त कुछ नहीं हो। कभी जाति बेचते हो, कभी पंथ बेचते हो, कभी किसानों को बेचते हो, कभी दुश्मनों को देश बेचते हो और अन्ततः विवेक और ईमान तो तुम लोगों के पास है ही नहीं।",1,qZoK_fF4SOg
Amjad Shaikh,जय किसान जय जवान,1,qZoK_fF4SOg
Gurpal Singh,"The farmers Andolan so long  is the liberal policy of central governance.. And farmers agitating are considering it their victory by making fools to small farmers. 
Jai Hind",2,qZoK_fF4SOg
VEERU RAJPOOT,Corona khi nhi hai,0,qZoK_fF4SOg
RAM KARAN KUSHWAHA,Jai kisan,0,qZoK_fF4SOg
Shekar Lakshman,This is not formers protest  something else going on,2,qZoK_fF4SOg
Sitarambapu Ramdasbapu,इन ब चो को लठ्ठ लगाओ भो वालो को,0,qZoK_fF4SOg
Parmod Kumar,Kya corona kaal main ye andolon hona chahiye ager ha to ye sab ek darme se kum nahi ye ekdum badn hona chahiye desh ko kshti puchna main ye sabse aage hoge,0,qZoK_fF4SOg
Suresh Singh,"ये आन्दोलन वर्तमान राजनैतिक, आर्थिक व सामाजिक व्यवस्था पर गहरी चोट करेगा ...इसका चरित्र 'व्यवस्था परिवर्तन' की ओर इशारा कर रहा है .....।",6,qZoK_fF4SOg
MOHAN GWALA,ये किसान नहीं है रेपिस्ट खालिस्तानी आंतकवादी है।,1,qZoK_fF4SOg
Malkiat Singh,Salute to kisan leadership.,7,qZoK_fF4SOg
mandeep singh,Police ku na de etna big andolan h sab support krege tabhi government wapis lege rules,1,qZoK_fF4SOg
Manjit Kaur,He is the tallest leader,1,qZoK_fF4SOg
Praveen Kumar Ghai,आज अगर कोई टोल फ्री नं. जारी किया जाए तो सरकार को पता चल जाएगा कि जनता का किस कदर जबरदस्त समर्थन है।,6,qZoK_fF4SOg
Praveen Kumar Ghai,"बंगाल गया, जोर का झटका हाय जोरों से लगा, अब यूपी के बारे में क्या?",0,qZoK_fF4SOg
Narender kumar,इस सरकार के पतन का कारण बनेगा किसान आन्दोलन ।,2,qZoK_fF4SOg
Suresh Singh,I am fully support to this agitation of kisan,12,qZoK_fF4SOg
Summy Malik,We Supports the Farmers.......,1,qZoK_fF4SOg
Deepak jaglan,Kisan ekta  zindaabad 🚜🚜,2,qZoK_fF4SOg
PRAHALAD PATEL,किसान मजदूर आंदोलन जिंदाबाद 🙏🙏🙏🙏🙏,6,qZoK_fF4SOg
P. K. Lohardaga,जय जवान जय किसान,3,qZoK_fF4SOg
KISHAN YADAV,"ये किसान नहीं है.. ...

मानवता आज अपने आस्तित्व की लड़ाई लड़ रहा है....
ये अपनी राजनीति चमका रहे हैं....
हद कर दी है.......बन्द करो ये नौटंकी",3,qZoK_fF4SOg
102- Prerna Sunda,We support farmers 🙏🙏,7,qZoK_fF4SOg
NK Joshi,बीजेपी की उत्तर प्रदेश से बिदाई।,2,qZoK_fF4SOg
Shining Star,Chutiya Bana rahe hai ye log....,1,qZoK_fF4SOg
Almighty Bless,Thanks BBC for listening & projecting issues related to Kisan & Kisan Mazdoor Ekta Andolan.,7,qZoK_fF4SOg
Ravi Randheer,Modi sarkar murdabad,2,qZoK_fF4SOg
Ram Jeevan,Ap log kishan neta kis galat fahmi me je rhe h,0,qZoK_fF4SOg
Kapilananda Dhar,Agitation must get success.,4,qZoK_fF4SOg
Balram Verma,Majdur ke liye bi kuch mango,0,qZoK_fF4SOg
OM PRAKASH YADAV,"Handful peoples feelings this not our Govt in centre,  create panic in country,  but this is know Public,",4,qZoK_fF4SOg
Ram Jeevan,Ap logo ka chera 26 January ko country ne dekh liya h,0,qZoK_fF4SOg
Anil Tuli,"खुद को घर का मुखिया मानने वाला अगर परिवार (देश) के सभी सदस्यों की जरूरतों को समझने और पूरा करने में असमर्थ हो तो नैतिक तौर उसे मुखिया बने रहने का कोई अधिकार नहीं... खैर विवेक बुद्धि का इस्तेमाल कर पाने में असमर्थ लोगों को समझाना भी भैंस के आगे बीन बजाने और गधों को गंगा स्नान कराने जैसा ही है....
हकीकत तो ये है कि सरकार सिर्फ लकीर पीटने में लगी है ... कोई निर्णय ना लेने की स्थिति में भविष्य दुखदाई (अंधकारमय) हो तो कोई बड़ी बात नहीं...
धन्यवाद",4,qZoK_fF4SOg
Udham Singh,thanks BBC,1,qZoK_fF4SOg
Unreported Voices Of India,Corona yaha se bhi khub faila hai.. Par log defend kar rahe hai,0,qZoK_fF4SOg
Udham Singh,salute farmers,3,qZoK_fF4SOg
Udham Singh,Support farmers,2,qZoK_fF4SOg
Udham Singh,modi sarkar murdabaad,0,qZoK_fF4SOg
DHIRAJ KUMAR,"Old age me bhi retirement MIL rhi hai,",0,qZoK_fF4SOg
indian musafir,#i sport Kisan,4,qZoK_fF4SOg
kesharam choudhary,🙏🙏🙏,2,qZoK_fF4SOg
Helping Hand,"Farmers, government and protesters are doing their own perticuller jobs.. keep it up.",0,W2VM330HCLs
R Thaosen,Looks like the farmers dropped their brains. Just like the brainless Eid and kumbh.,0,W2VM330HCLs
Hameed Kamal,"I support you ... entire pakistan ISPR isi support all the sikhh ...
Kashmir punjab is not hindustan ... Punjab banega pakistan kshmir banega pakistan ❤️❤️❤️",0,W2VM330HCLs
D India,Across the country!!??? What a grate lie!!!,0,W2VM330HCLs
Sahil Jain,"Why we call it Black day, racism on its peak.",2,W2VM330HCLs
Karamjot Kaur,Black day....,0,W2VM330HCLs
Jaggu jaan,jai jawaan jai kisan,0,W2VM330HCLs
bharat,Modi hai ko gaandhi nahi sadskchaap,0,W2VM330HCLs
Tube Ginie,"Farji kisan murdabad ,",0,W2VM330HCLs
Ramandeep singh,Bhagats want to turn nelsons eye to all bad actions of govt,0,W2VM330HCLs
Ramandeep singh,There was no carona in election rallies,0,W2VM330HCLs
the last reckoning,Balatkaardata.,0,W2VM330HCLs
True indian,No support to these mandi walas in the name of farmers from congress toolkit,6,W2VM330HCLs
SHAH NAWAZ,Kisan ekta zindabaad love from kashmir,0,W2VM330HCLs
guvasgun _Pro,I am with farmers,1,W2VM330HCLs
Mohamed Nijam,Modi is good pm,0,W2VM330HCLs
regotror awespazing,Hope everything gets well soon support farmers ❤️,1,W2VM330HCLs
L K Roy,"Now, farmer Bill politics start.",3,W2VM330HCLs
L K Roy,"Covid 19 cases are going down, Now Covid 19 politics is closed.😂",4,W2VM330HCLs
Vishnu Iss,No covid now . No infection.  Great,2,W2VM330HCLs
yumnam sunita,Now no corona is happening,1,W2VM330HCLs
Samarendra Nath bag,Excellent observation kala  dibash 👍👍👍👍👍by kisan morcha.,1,W2VM330HCLs
Ravindra Singh,जय मजदूर-किसान।,2,W2VM330HCLs
Vishav Deep Singh,Thanks NDTV. covering all areas of our society and telling reality. Thank god you are not Godi media.,4,W2VM330HCLs
Ana,"People are here who support farmers - what they mean is go and die while we are safe at home. 

Keep supporting protests everyday and then dont blame Jamat ,kumbh , election rally and ask PM to teach you how to wear diaper.



The only people supporting this havent really read them or asked a marginal farmer if theyre at all affected.

If these farmers die tomorrow of black fungus NDTV should claim responsibility and their andhbhakts",0,W2VM330HCLs
Vneed k,Viva farmers Viva revolucion ✊🏽🚩,3,W2VM330HCLs
J J,Six months agitation. Still government is just mute. What a arrogance?,22,W2VM330HCLs
Jason Bourne,When will this govt understand the pain of the farmers. R the bills above farmers.,19,W2VM330HCLs
Che Zu Cooking,Pray for India.Sympathy from Malaysia...🙏😪,13,W2VM330HCLs
Ari Arivaz,The Modi Govt n Indian Army must take strong action against  this corona super spreaders ASAP !,4,W2VM330HCLs
Ari Arivaz,The,0,W2VM330HCLs
Aditya Raj Srivastava,Tum paapion ko yahan Wuhan virus nahi dikhega haina andhon?,3,W2VM330HCLs
Priya____________,Kisan Mazdoor ekta zindabad ❤️❤️,18,W2VM330HCLs
mannu shah,BLACK DAY,8,W2VM330HCLs
guru pratap,sab ko vaccine laga de kejriwal jee.,2,W2VM330HCLs
Ahmed Idley,I am supporting to Farmers,10,W2VM330HCLs
Real Napster,They are middlemen supported by opposition parties. Not farmers. Paid goons.,0,a5Sv1sK3ia4
cookie monster,Bhakto ko bhi aise hi jalado,0,a5Sv1sK3ia4
Google Smells,"Modi has to be the biggest failure of India. While people are dying on the street for basic medical needs his focus is on deleting mean tweets and comments online.
He needs to resign ASAP.",1,a5Sv1sK3ia4
harry blaze,For those saying covid spreader well they were ready to die 6 months ago,0,a5Sv1sK3ia4
Sourabh Thakur,Corona how going in india 🤔,0,a5Sv1sK3ia4
Jambudvipi,These trade unionist liars are the ones who spread the 2nd wave of covid through nationwide protests,0,a5Sv1sK3ia4
castaway,What about covid?,1,a5Sv1sK3ia4
illougal nation,Take what is rightfully yours. Don't let these rich elite f's to take your land food woman and money.,0,a5Sv1sK3ia4
শঙ্কু_ পাগলা,Long Live The Workers Farmers Unity! ✊🏾✊🏾✊🏾,2,a5Sv1sK3ia4
It's me Trump T,Modi has brought shame to India,3,a5Sv1sK3ia4
Tanmay gupta,Now corona is no spreading,1,a5Sv1sK3ia4
I_m_the _king,"Shame on Indian Government, first they kill people with Covid-19 and now killing innocent farmers with black laws.",5,a5Sv1sK3ia4
Ajit Nimkar,Canadian farmers of all races have the same rights.,1,a5Sv1sK3ia4
Simone Eli,Modi is a dictator down with dictators,0,a5Sv1sK3ia4
Ajit Nimkar,They are protesting against farmers right ensured by the new law to sell his produce to any buyer he choses.,2,a5Sv1sK3ia4
Ajit Nimkar,These are not even.01% of India's farmers and these are not even farmers.Paid goons of political parties.,0,a5Sv1sK3ia4
Primmakin Sofis,"Wait, hold on a minute. A story about India that DOESN'T involve the COVID apocalypse? What happened, Global News? Did cases suddenly drop off a cliff there and you can't beat the COVID scaremongering drum anymore?",5,a5Sv1sK3ia4
95thRiflesOCI,Aslong as my biryani price doesn't go up i'm good.,0,a5Sv1sK3ia4
Jaspal Sandhu,Jai jawan jai kishan,0,a5Sv1sK3ia4
Blumbrella,Sorry to ask but what’s happening in India ? I have no clue why they protesting ? What’s black law? Could someone explain it to me?,1,a5Sv1sK3ia4
10k Challenge with 0 videos ,"BALBIR SINGH RAJEWAL has done a good job, respect",12,a5Sv1sK3ia4
Taranjeet Singh,again this international media strt propaganda 😡,1,a5Sv1sK3ia4
MixJe Son,Democrazy....,2,a5Sv1sK3ia4
Lucy Brunson,WOULDNT YOU WANT TO BE RULED LIKE THEM,0,a5Sv1sK3ia4
Benjamin Davidovich Waals,ahahaha,1,a5Sv1sK3ia4
Anna L. Vajda,Rain on the scarecrow blood on the plow.,1,a5Sv1sK3ia4
Prabhsimranjot Kaur,Black day for farmers and everyone who supports the farmers.,6,a5Sv1sK3ia4
Kevin's World of Prescott,They need an effigie of bill gates!,5,a5Sv1sK3ia4
Stmicheal,"They should be burning Monsanto/Bayer signs, they are 100% responsible.",14,a5Sv1sK3ia4
Saddam Khandaker,🇧🇩🇧🇩🇧🇩🇧🇩🇺🇸🇺🇸🇺🇸🇺🇸🇧🇷🇧🇷🇧🇷🇧🇷🇨🇰🇨🇰🇨🇰🇨🇰🇦🇿🇦🇿🇦🇿🇨🇵🇨🇵🇨🇵🇨🇵🇫🇮🇫🇮🇫🇮🇫🇮 support always,2,a5Sv1sK3ia4
Keshav Daas,"Today's situation in India is responsible weak Opposition like Congress party 
This BJP Government is ""Manipulated"" 
Manipulation Threats to Democracy
Manipulated----- free speech, RTI act ,  Democracy
Manipulated ---EVM
Manipulated_---SC
Manipulated---- Constitution
Manipulated--- Religion Sentiments
Manipulated---- Economy
Manipulated---- ED CBI NCB

Manipulated---- Indian Currency
Manipulated---- Farmers Law
Manipulated----- workers law
Manipulated----- Numbers Deaths Health workers, Corona positive Deaths, farmers suicide Numbers, UP teachers in elections , Numbers Unemployment Numbers of GDP Numbers 
Manipulated----- Education
Manipulated---- History 
Manipulated----- TV News 
Too big list ....",6,a5Sv1sK3ia4
Keshav Daas,"Today's situation in India is responsible weak Opposition like Congress party 
This BJP Government is ""Manipulated"" 
Manipulation Threats to Democracy
Manipulated----- free speech, RTI act ,  Democracy
Manipulated ---EVM
Manipulated_---SC
Manipulated---- Constitution
Manipulated--- Religion Sentiments
Manipulated---- Economy
Manipulated---- ED CBI NCB

Manipulated---- Indian Currency
Manipulated---- Farmers Law
Manipulated----- workers law
Manipulated----- Numbers Deaths Health workers, Corona positive Deaths, farmers suicide Numbers, UP teachers in elections , Numbers Unemployment Numbers of GDP Numbers 
Manipulated----- Education
Manipulated---- History 
Manipulated----- TV News 
Too big list ....",1,a5Sv1sK3ia4
Saddam Khandaker,🤣🤣🤣🤣 মুদি হটাৎ দেশ বাঁচাও,1,a5Sv1sK3ia4
Saddam Khandaker,মুূদির জয় হোক,1,a5Sv1sK3ia4
Saddam Khandaker,🤣🤣🤣🤣🤣,0,a5Sv1sK3ia4
Phlegethon,Support Indian farmers!,8,a5Sv1sK3ia4
Prashant Saxena,GTH PM,0,a5Sv1sK3ia4
Balwinder Ram,Good tikait,0,PCIZ98VCynE
Tom Lawyer,This protest is politically motivated. The objective is to paralyse the functioning of government in the times of pandemic. They should be dealt with an iron hand.,1,PCIZ98VCynE
Narender Bansal,सरकार  को  10 लाख  से  अधिक  कृषि  आय पर टैक्स लगा देना चाहिए  ।,2,PCIZ98VCynE
MANJESH KUMAR,kisan is right here,0,PCIZ98VCynE
Ravi B,"ये खालिस्तानी और पाकिस्तानी हम सिख और हिंदू को लड़ा रहे हैं, किसानों को बहला फुसलाकर कर देश से गद्दारी करवा रहे है",1,PCIZ98VCynE
jugal gogoi,"When somebody is not willing to talk on merits and just keep on saying take the laws back, I don't think we should back such movements. Farmers are the soul of our nation, this man is certainly losing lot of money because of the new farm laws; I do not hold him in the farmer category.",2,PCIZ98VCynE
Dashrath jat Dashrath,जय किसान   आई सैल्यूट फार्मर एन्ड लीडर,1,PCIZ98VCynE
suresh,"This guy begging an encounter. 
Threatening national safety in pandemic, abusing democratic rights. 
Either courts stop him, or need to make an example out of him.
Time to change the character of Indian democracy from indiciplined democracy to orderly democracy. 
Courts must take cognizant or re-ordering judiciary is the only option.",2,PCIZ98VCynE
Amarnath Kushnoor,Taikit is commission agent and fooling humble poor small farmers,3,PCIZ98VCynE
cripton ads,This  dekait is doing  too much.  Worst paid fellow  is  playing  same old games  Central  Government  should not  spare them.,4,PCIZ98VCynE
Shakti Mor,Jai kisaan..bhakto ke baap tikait jindabad,4,PCIZ98VCynE
Advisor Consultant,"Tikait should continue.
He will be in the Guinness World record.

Multi colored turbans,one for every day.

Central Government should continue to ignore.",2,PCIZ98VCynE
Gopalakrishnan Kanakkunarayanan,why such idiots are given the opportunity to be on air in front of the public by TV Channels.,0,PCIZ98VCynE
imRAND Khan ✔️,LOOSERS 🤣,0,PCIZ98VCynE
ekdoteen char,"Bhagwan kare inko covid na ho.
Aur agar hhoga, toh inko apne aap uska illaz karna padega. Cental govt. Responsible nahi hoga. 
Please RIP in advance.",1,PCIZ98VCynE
Devil Pandey,If bcoz of this Kisan andolan more people are getting affected so what’s your opinion on Bengal chunav,7,PCIZ98VCynE
kamlesh chandra joshi,बात से मानने वाले लोग नही है । ये डंडे से ही मानगे।,1,PCIZ98VCynE
Andy Dat,Tikait China se paisa kha ke baitha hai,1,PCIZ98VCynE
Meetai Virupakashayya,"Pure Chanals  y natanki na deekaou,y San desh ka dushman hei.",0,PCIZ98VCynE
Rubbish kumar,"Iska baap bhi uparse dekhta hoga toh sochta hoga k kis naalayak ko paida kiya tha            maine 😅, baap bhagwaan aur beta shaitaan                          👿👹👺👹👿. 😜",0,PCIZ98VCynE
raghuraman viswanathan,Khalistan.  Jihadis. Under. Fake Farmers,0,PCIZ98VCynE
Jagat Ram,"*Problem in India is not the govt but the people.*
*Public always blaming the govt but not willing to change for the better.*
*Indians want improvements but do not have the will to fight for it. What is right, is right. Indians are always trying to absolve their responsibility and blame other.*
Example
-guys pissing and spitting everwhere
-people not wearing mask
-people not getting vaccinated, hesitancy
-people beating up doctors and nurses when not getting their way
-people not questioning their govt before it is too late
-people not willing to adopt change as the corporated have been demonized by interested parties. 
-people condemn corporates not realizing if locals fail, money flows to foreign countries
-Indians believe and love foreigners to extend they  are willing lose their sovereignity
-Indians love english speaking people and consider them more superior, which is a myth. There is a difference between leadership and drama king(queen)
-people beating up frontliners (doctor, nurses, cops)
-people are happy to get free electricity, water, 5kg grains etc.. nothing is free
-people hoarding medical supplies and other items. Did anybody report the whereabouts of the hoarders?
-people appeasing to the whim and fancies of minorities and politicians. What is due is due.
-people supporting anti India individuals for money, personal gains and foreign recognition
-people supporting farmers at Singhu border that have shut down highways for personal gains
-people support Arhtiyas that avoid paying tax
-and many more",0,PCIZ98VCynE
Aaran,Tikait sahab jindaabaad. Only one lion heading all protest where are so called  punabi lions are following him,1,PCIZ98VCynE
Ajay TANDON,This hippo goon Tikait has gained much weight...seems getting much funding from all corners. !,6,PCIZ98VCynE
Ajay TANDON,Knock knock knock...Supreme court . Are yu listening watching ? Let law be common for all pls !,3,PCIZ98VCynE
Deepak Pancholi,Inka leader bhut hi bewakufo jesi baat krra hai...,1,PCIZ98VCynE
Akshay Singh,Shoot at Sight,3,PCIZ98VCynE
AniKum,"Nobody allowed them .They are on protest. They are ready to face any police action.
When center can't cancel those laws,they can't cancel protests. 
Not a rocket science.",1,PCIZ98VCynE
lav s,LET THIS CARTOON WAIT TILL 2024  N FART AROUND.. HE IS GETTING ALL COMFORTS.. IGNORE,0,PCIZ98VCynE
Ramesh JR,"OK Lets take back the 3 BILLS! Can you please TELL INDIA WHY? Whats the reason?  Which clauses you don’t like?  which part of the bills are not to your liking  or give ANY reason to justify  withdrawing the bills.
 IF you think bills to be withdrawn JUST BECAUSE YOU SAY SO,  Go jump in the lake!",1,PCIZ98VCynE
Ramesh JR,"Takait has made millions from farmers as commissions, cuts etc. in the OLD laws. Poor farmer suffers. Why would he (Takait) want the NEW LAWS when under  the OLD LAWS he fills his pocket ? Not rocket science",10,PCIZ98VCynE
OmSaiRam ShriSaiRam,I don't understand why do u guys show this kind of news.. these Tikait and all are given importance by media.. don't even show this news.. see how this people go back.. itna prachaar hum khud hi Karte Hain In logon Ka.. give some better positive news peace instead....,3,PCIZ98VCynE
mini kris,What to say? Are they going to learn any lesson from this Pandemic situation?,2,PCIZ98VCynE
SNEH PRANIL LATA,"What a stupid  joke. People  go home covid  19 is doing more deaths. Oh my God .
Go home you all",1,PCIZ98VCynE
Lokesh Rao,Praying god that tikait will get severe covid 19 and will go to heaven calling by guru ji without getting basic medical facilities due to he stuck in crowd farmer protest not allowing him to go hospital because farmers believing that he is immortal😊☺️.,15,PCIZ98VCynE
mohan rao,"Tikait is mad ! Ignorant farmers are following him , I pity them!",4,PCIZ98VCynE
Bankim sarma,"Tikait ko 26 bahut pyara hai, Apni you Tuber kaha gia ,asabto Tikait ki prabakta thi , aur bhaiji,Taoji Jo Modiko khub gali detethe?",0,PCIZ98VCynE
Karma 9,Let them go on till they get tired. Govt should just ignore this group of non farmers working on the behest of someone.,11,PCIZ98VCynE
Lakshmi Kanth,"Don't call off, be there till u die, anyway you are not a farmer, real farmers happyly staying at home",5,PCIZ98VCynE
Rajeshree Sawant,राकेश टिकैत सब से पहले कोर्ट मे साबीत करेगा की ये कानुन काले है तभी कानून रद्द करवाने की बात करेगा. जो लोग कोविड काल मे अपने साथ दूसरों की जान जोखिम मे डाल सकते है ऐसे जाहील लोगों के लिए कानून रद्द नही होगा,2,PCIZ98VCynE
Uttam Nag,Suyor tikait..Gaddar hai....,0,PCIZ98VCynE
