comment,label
Hope conditions become better for all people living there.,2
7.    entry  ,2
Please  continue the stir my dear Punjabi brothers. I would like to contribute towards my Punjabi Farmers. Please provide me details as to where I can send some money. ,1
"In theory, which has been the case uptil now, produce shud be purchased at MSP. But could you please tell me an industry where the govt sets up a floor price that private players have to pay.?",2
"Service sector gets canteen facility, medical facility, minimum wage, minimum pension, but is there any minimum guarantee to the farmers?",1
Why this people r not wearing MASKS.......,0
Mr tikeit the need of the hour is cheep labour. Then we can manufacture things for low price. Then we can sell it in world market. Then we get dollars. If we have money we can progress our country. With out money we cannot make infrastructure. Think in both ways tikeit. Government is not getting money from the sky.,0
" , 19/11/2021     """"         Oxford dictionary                   ",2
"He always has one or the other demands make him sit in the cabinet because he knows everything, and then lets see..",2
After long time.people have did lot of sacrifice and some also died.its too late for the citizens of this country,2
Just  Shut Up .....,2
" Modi did it to gain vote from farmers in UP, coalition with Singh in Punjab, definitely Mod and BJPi will Enter the PM office for Next General Election....Know the Logic Behind  any decision",0
"Not a big deal if there are changes in finance and decision people always protest. India need to change, cannot remain in old laws",0
You explained it so well...I hope everyone could understand it,2
Are Indian farmars fromed by people on low social class?,2
Democratic world failed Afghanistan. ,2
"12. On Feb 2021, Supreme court of india created an farmers expert committe of experts to listen to greviances but farmers unions",0
Breaking rules and protesting is bad.,0
"Shame on BJP. LONG LIVE THE FARMERS WHO FEED THE MILLIONS. 56"" chest and 3"" in the pants.",1
This worst....... Need take action...... Modi to moosadi,1
Zee news is BJP news,1
UP election effect,2
Rahul Gandhi n priyanka vadera are trouble makers looking for an loop hole to win back d lost congress seats.,2
Ashraf Ghani was asking for help but India refused to send Wing Commander Abhinandan Varthaman to Afghanistan.,2
we really really want Samdish covering lakhimpur,2
After bills also monopoly rahegi of adani ambani ,1
Modi backed down because the British Government told him to at the Cop26 summit sadly its the British that do all the positives for India and the negatives are supplied by themselves even to this day good luck farmers,1
Ndtv Congress ka channel ..... rubbish Kumar ki channel ...gadhe logki channel.....bakwas .......,0
"We need no lecture....if you are a gyani, we don't need one...",2
Good Job..... U discovered it in Easy Language.,2
h)  Each farmer will have it's agrivalue based on quantity of land utilised and can be availed any time with help of banking system integrated with apex body and it's farming community. ,0
Sir really believe in NDTV ,2
Ye faisla lene me itna Der nhi kiye hote.....to kitno hi gharo ke bachhe apne pita ke saath Guru parve Bina aanshu ke mana rhe hote........Failure Governance Modi Jee ,1
We need change!! Enough BJP.. the eight of happy india..,1
foundation of 2022 Punjab elections.,2
1 & only simple reason for this decision is 2022 up electionbloody stupid govt ,1
It's revealing one of the world's powerful mafia. A cunning mafia using the poor farmers as cover.,0
Silence on Bengal violence is proof!,2
Elections every month will keep evil mind at bay....  chest must have reduced to 56 micrometers after relenting to the demands of khalistanis.... ,2
looted amount fromIndia through Many Fake NGOs and companies created on ,2
Government shouldve stayed with the decision but eventually it has to look after the national interest. ,0
I support farmers.but this is a suicide mission,1
The best leader,2
Police ne maro badhha thay ne,2
Farmers will have to ensure this government does not start covert plan B against them,1
Thank you farmers for all your sacrifices. May God bless you'll.,1
"This law seems to  have been framed by our proud 'one exam wonders (UPSC crammer)' and singed by illiterate, obtuse, intellectually dumb Political Hierarchy who likes to work like a proxy (an absentee leader delegating his work to IAS),   this faux of agriculture economy policy is bound to happen when laws are framed by crammers rather than experts who frames laws based on Data of several indicators like Human Agriculture Capital,  Market  Availability and Infra Ecosystem .",1
Thank u brother,2
Rakesh tikat is big headache for BJP,1
India should progress aggressively in all spheres.,2
Chunav aa rhe h  vericate hat rhe h,2
As soon as the taliban forms government the India will tie up with their government ,2
I request everyone not to spread rumours these were for benefits of small farmers I studied in depth these laws for 2 days and came to this conclusion. ,0
The government needs to win trust of all citizens regardless of their religion.,0
"He so true please ,how much knowledge he has so sympanthy about farmers ,He is true Indian diamond unlike other fake politicians who use government money to feel there own pockets",2
Playing cards of polarising on caste base to get support for RLD & Sp,2
It clear kisan political,2
Jitne news anker hai inse ek baar history k bare mai puxh lee,2
N not all India is protesting ??,2
Did you know more soilers  died under Obama  administration  than others,2
That's great now put some effort into phone scammers cheers ,2
"Dear dhruv, i really like your anaylsis. Can you please also create video for the people impacting due the rail roko in punjab in cold wheather of december.",2
Sir do u know what is ur rahul priyanka manmohan problem is u ppl are well enough educated. Education is real problem of my country coz u educated problem cant do anything and some chaiwala is disteoying my country inside out,1
Report writing required,2
The government should debate with farmers on this bill before turning it in a act,2
Fresh Anti-CAA protest will begin again..,2
Old flag and old national atham he best ha da watan,2
Wow at last the American News Paper called Narender Modi an *INDIAN HITLER* ,1
WB not support the rule,1
Hume to ram mandir chahiye,2
"Me reddy you asked a question - ""why should we not trust government"" - it is very naive question. It is either asked due to foolishness or extreme bias. But anyways here is the answer - history. Looks at recent protest in last few years - and you will realize that government has nowhere shown genuine interest to discuss the issue. Attitude is more like we have majority so we passed the bill. You can keep protesting. Similar attitude here - if government was discussing points in systematic manner ( like you laid out ).. Delhi ane ke jaroraat he nahin padte",1
This is education platform So Why hell r u giving baised opinion . Atleast U should first know the basic of educational platform rather than just buying subscription n' veiwers .,2
they have helped me understand it way better than the 2 months of waching news channels,2
"Yeh haal modi k saath hoga if he doesnt take farm bill back, china is training in Ladakh and will free Kashmir, chinas next target will be destabilizing Punjab and they will try to make Khalistan. If this Kisan agitation keep going, these farmer will enter Modis home and parliament. Modi should take back farm laws and we all india should fight China",1
hate godi media...hate republic channel,1
Fake news expert NDTV....,0
People are dying every hour ,2
Govt wrong,1
Indian government must be shameful.  Extremist govt cannot give peace and rights to the citizens of India,1
Follow my official channel,2
Give her address of you colic journalist who died and other 4 BJP supporters too..there family not weeping..they are celebrating..such shame..,2
Now heading to UP.,2
World War Z !!,2
Congratulations farmers,1
"People like Rahul Gandhi,  Yogendra yadav and other so called kissan leaders have to be taken to task and held responsible for the violence.  Also Rajnath Singh ji should be made the home minister again. Sad that these protesters hoisted a different flag on the ramparts of Red fort on a republic day. Strong action is required. I would like to add that the protests should have not been allowed in the first place.  Will the court too take responsibility!! This has been done just to demean the Modi government .",0
"If these bills are so much beneficial to farmers, why BJP is not talking with farmers & explaining them their fraud theories, *BIG SHAME on Swarajya channel* , Abb yeh desh kam Bhartiya janta private company ltd jyada lagta hai.",1
Modi sipping garam chai watching this from bed,2
Shame on your media . ,2
"Corona,What Corona",2
Defeat of real farmers....,0
"So what are the Indian farmers asking? Give us a compensatory subsidy if the produce sells below the MSP. Give us an assurance. They want it to be a law - NOT a verbal or written guarantee. They, as we commonly hear them, have had a bad experience with the past promises and the meaning-twisting.",1
"These are anti social elements not farmers... funded by congress party and communists , pakistan and china... real poor farmers are happy with farm laws",0
They are the Indian Taliban.,0
"Taliban can only show their Power against poor people like Afghanistan, they don't have guts to fight with some great country millatry like usa, uk, india",2
Ye car chdane walo ke liye terrorist word use kro please,2
"The people who attacked others cars and beat them are not farmers , they are hooligans and they belong to just one place which is prison..",0
What a memorable fight ! India would remember this for a long long time....,2
"Outsiders like Americans will be laughing and joking that police are beating on the people because of their hands in the corporate takeover., hopefully the farmers get their rights before it gets out of hand.",1
Brilliant video,2
"Very good video Amit sir, thank you very much for explain farmer protest",2
Farmers have already filed case in Supreme Court challenging legality of these laws.  A good multi pronged action.  They should also ask their BJP MPs and MLAs whether they stand with farmers or against.  They should boycott all of those who are favouring the farm laws and denigrating the farmers movement.  They should protest in front of BJP offices in each of the districts asking the party to take a stand against the bills,1
Don't u feel like a robot u ruling party MPs,2
"Shekhar sir, how will you convince people that not letting them to court is in their favour?",2
Thousands? 2 crore log aaye the chutoiya media.,2
Violence is not a democratic right and Yogee knows how to manage these bastered,0
I don't support these farmer laws...it will totally help the elites to takeover land of the farmers...and there is a clause that if any dispute happens between the company and farmer then the case will be gone the court and if you are not aware of this but judges can be corrupt...for this there would be stay order or the company may bribe the judges to give the favourable judgement for the company owner and the farmer may loose his land...,1
"2. If Punjab State government does not like the bill, they may chose not to implement in their state.",1
Lolthis must be the Indian version of Fox News.,2
Can anyone explain me how a farmer with very little land below 5 acers can sell his product to private player and if the private player is not accepting to take the farmers product then where can his products stored to prevent damage or spoil of his products?,1
But it has stupid political and burocratic system.,2
He is only doing this to get votes. After the votes he'll do a u turn,1
Its good they have repealed three laws itne lakh crore.. utne lakh crore is complete bullshit.. msp to mila hi nahi,1
Farmers - MSP can't by guaranteed. Guaranteeing MSP means the money goes from taxpayers or Corporates pockets without any quality evaluation. A MSP range per year can be proposed based on estimated demand by Govt. (Govt.and Corporate can use data analytics and set MSP range based on historical and projected demands and make the process transparent and visible) but Kisan cannot go to court when MSP is not within the range. And no guarantee. Nobody knows accurate regional demand in advance.,0
Historical victory,1
"Where ever open market has been formed , the ones who are willing to provide better services have gained  more profits .",2
"I have not come to judge the world, but to save the world  (John 12: 47)  ",2
Tikayath is correct.,1
Dalal  would tell the rates to farmers and farmers will have to sell as per Dalal rate,0
I think farmer deserve the best treatment... Not like this treatment.... I think next time all the farmers should bring all the cattles with them cuz no citizen are determined to support.. supporting farmer is supporting urself.,1
This government is disgusting!,2
India needs Farmers NOT Politicians,0
And the winner is the Indian farmer.,1
I am still waiting for ache din ,1
Pakistani Peoples With You....,2
My appreciation and respect to you for putting out so much knowledge in such simplified way for us all. I wont say this for many of your other videos but This particular videos needs to be in Hindi because the large number of people related to this video would fully understand it in Hindi only. So please if you can.....,2
Sir i always like the way u explain every concert ,2
Kya MSP Wheat and Rice par honi chaiye?,2
People sitting on roads for their rights are also indians they are not VIPs shame on indian government.stubborn and disgusting,1
Innocent Sikh protestors being lied to and misled by the Indian government and beaten.. the Indian media r the worst media in the world,1
"Fake farmer leader have nothing to do with farmer welfares, he is behave like he is a maulana shouting ""allha o akhbar"". ",0
This news is good news for farmers because long journey end... ,1
"If Government does not listen to farmers and do violent lathi charge against farmers, this will be outcome. What kind of Government is this  ? Which hurt its own people.",1
So far they have been doing peaceful protests but these morons don't care so farmers had to take next step of blocking highways,1
"People have no idea what has happened. Kisans think they won, but in reality they have given govt big opportunity. See how govt will use in upcoming elections.",0
These khalistanis must be sent to a islamic country..... Then they will know what a Demon country feels like.,0
They can't understand that laws are good for them..,0
"The pizlamic republic of bangla is eating or living on the alms and charity of we Indians, the day India becomes pizlamic, bangla should say goodbye to peace.",2
NDTV is the best chenal,2
He will talk only against bjp ..,0
Why these pretenders are coming to up nothing but to escalate the issue. They want to pour oil in the burning fire.,2
Koi galat arth nahi nikala! Tum BJP wale ho hi aise! Insensitive and arrogant!,1
I subscribed your channel.... ,2
Rally me sab itne khush kyu hai ,2
"So hey, I was having a chat with dad wrt opposition claim on MSP. Has the price of MSP been specified in the 3 acts, with a rider of course that it will be reviewed every year by a select committee or some such body, not ONLY by bureaucrats? Apparently, just to say that MSP remains is not enough. To say that it is being restored to its original intent of being minimum support price and not, what it has become, maximum sale price will not do. Do throw some light on that.",2
This initiative is very useful,2
India has fake democracy,1
Why government of India allows (allowed many years) import of wheat from US and Canada? Especially when there was enough production? ,2
and sisters ke sath hn.,2
Join Prashant Dhawan Sir's Telegram Channel: https://t.me/DhawanSir,2
"Farmers are really hardworking, very strong and powerful. I hope they bring the change.",1
NDTV cover kisan andolan  Thank,1
Just look at his face and you will understand he is a fraud posing as a farmer.,0
America must help them whom rely recapted huminity,2
Gift.... Shit... Oscar award should be given to him.... For best actor...,2
"AGAR YAHAN POLICE NA HO TO YAHAN LYNCHING HO OPENLY? Really kangna? Which imaginary world do you think u r part of. Unfortunate that the farmers had to waste their precious time on a two penny hussy like you. By the way, farmers and lions (singhs) do not (hunt) lynch jackals & hynas. You r menial prey for them. A woman who sleeps her way around to money & fame is not actually respected in kisan morals. You r a sold out tart. A shame on womanhood, your community and this country - for being presented with a nation's award. YOU ARE THE NATION'S SHAME",1
Guys barojgaro ki problem solution say related vedios apload krnay wala hu plzz gauys support       ,2
"Idiots, goons , Khalistanis, selfish, unpatriotic,  nonnationalist,  Punjab farmers, They r fueled by oppositions. The whole nation is keeping away from them as we do to the terror outfits. Take care,  dont jump too much.",0
"These people need to go back quickly. They tarnished the reputation of the country for their own selfish needs. They didnt want the economy to flourish for their own and selfish reasons. So many economists said that farm laws will benefit the economy, but they didnt agree ? Why ? For their own needs? They didnt want to move on! Shame on such people.",0
Bjp chor hi,1
People asking why he is hitting the police men....!!!!!    ,0
---Tried to invade Mauritius but failed in 1983;,2
Which is much more bigger,2
Jab #rrbexamdate twitter pe trend kia tha... Tabhi lundbhakts bol rhe the ke opposition wala bhadka rha youth ko...,2
"Shama Mohmmed, 1st class jehadi called into a national TV's show..",2
Boycott abp news..,1
Thank you useful information on both side of the coin. Though agree with conclusion,2
They afraid from AAP party Punjab.,2
B and D media,2
Shut up you cheats,2
I have a question that why you are promoting the Disney plus hotstar VIP???,2
Sir please aap network marketing Qnet par bhi ek Video banaye please ,2
Don't worry three steps back means wait for big one......,0
"Aese report kahan se late ho be bekar comparison, you should report the benefits 1st and report 2 sides equally....",2
Thanku maam for this whole information,2
No doubt about EVM cheating...!  These fascist do not value democracy...!,2
Ndtv and news 24    ,2
Inless the farmers call off their protest peacefully and willingly- no further demands should be entertained bu govt.,0
Only Congress ruled states protesting? Is it really a farmers problem or Congress misguiding these people?,0
"Hope they don't attack others like they did on Army Public School, Pakistan.",2
Very well explained. Thankyou for this!,2
"Because of the economic crisis and the rate of unemployment, now is the best time to invest and make money becaus",2
"Because of you Ravish, I hate listening NDTV news",0
BJP saying there are only a handful of farmers (less than 20000) now they should know there are enough farmers to make them flee the country if they keep ignoring them and consider their calm as a weakness,1
Whole India should stand with them it's our duty.,1
This is great !,2
Great video as always !,2
Election is coming,2
And yes Please speak Firmly For the right of the farmer,1
Jhoot bol rhe o tusi,2
Middle man of India's are more rich then real farmers of india and yes truth is bitter for khalistani terrorist,0
This Punjab domination is not acceptable by country.....first get out of delhi stop threatening govt,0
Their commitment to farming is their philosophy .,2
Waittt the tricolour flag wasn't removed,2
This tikait is a shameless person. How can people support people like this.,0
big love and big respect from new naya pakistan ,2
"Prime Minister, we are proud of you. But the only expectation is to answer the following as an honest principal servant.",0
This is due to election... ,2
congratulations to farmer for their great victory..,1
Arrest the bloddy tikayath,0
Is PM condemn the death of kisan ? What a shame,1
Bros sister. All of you.know what's covid 19 .spreading like the Ray of the sun.If you don't to safe.let people surrounding you safe.Later you people are going to suffer.blief your religion.God never make mistake. We human make mistake.,0
Yeah sab elections hai esiliye yeah bata rahe hai sale kutto...  Agar real mard hai toh desh econmics or jobs batao yeah sirf chutiya banane ki machine hai,2
They are expressing their religious beliefs,2
"private players do not mean just huge corporates , it also includes start ups , individual investors , etc , it is a spectrum.",2
Andht bhagt and their lord must beaten to death... rascals,2
Congress party jindabad,1
The great leader Rakesh sahab,1
If being savage had a face,2
It's very hard to implement reformation in democracy. That's why India is developing very slow. While China became developed though both countries was at the same level several years ago.,0
Moong is being lifted in panjab for only Rs.35 per kilo by private players ... MSP is never paid ... The largest private player is Adani for purchase of pulses in panjab and they never pay more than Rs. 35 per kilo for their plant near Ludhiana,1
No farmer no food ,1
Hope ppl will not endorse communals,2
Hr roj kisaan andolan main mrr rehe hai.. Aur yeh hai k jhooth bolne se hatt hi nhi reha.. Hdd hoti hai yr..,1
"Let's Free our Temples, let's get rid of laws that incentivise Casteism, please...my people.. Free Hindus from Govt.. ",2
2) Arthiyas or middleman traders,2
"Clearly this govt has become anti people, anti poor",1
"Dry runs to create civil intrest and communal flare up were successfully taken in Non-BJP ruled states like MH, WB, Rajasthan, Arunachal, Kerala, Andhra, etc. Raza Academy was roped in by the enemy within living on the donations from Soros and the likes of Bill Gate Foundation and Clinton Foundation. ",2
Sir it's my request when you win in UP please focus on Middle Class peoples..,2
Loss for Small farmers..BIG Benefit for MANDI BROKERS ( FATTY BROKERS ) and Agents ..Ant* Nationals /Funded Media will be very very happy,0
If farmers want to live decent life they should go for industry status.,0
We support farmers. We support bjp.we don't support farm laws by one sided government rules.,2
Anndata ko marna bohat he dukh ki baat hai. Modi is a goon and so is khattar! Bloody gangsters in uniform,1
Opposition leaders will lose their job Tu menu plate people's mind.,2
Now andhbhakt says they are    NAKLI KISSAN,1
Turkish promotons  getting more serious no worry these demonstrations  everydas for some purposes never not big deal,2
DAKET IS MOST JAHIL SHAITAN SENT BY ALLAH SHUBHAN TALA TO INDIA,0
Next he should say sorry for the Covid response and also for the Demonetization -- This is a Start..,2
"They were asked to not cross the barricade ,while protesting ,but wo sunte kaha h...!!!!",0
Don't give respect to him,2
Yo NDTV  ,2
We sold bajara in haryana as rate were high and we're in major profit now the upcoming harvest of March 2022 we will suffer as we will lose the choice  and have to sell it in rajasthan only  idiots,1
i proud to be punjabi and i stands with farmers,1
KISSAN our HEART off the nation.....,1
My little,2
This video is not true it's edited  and just making our mind against truth,2
"USE BRUTE FORCE, USE PARAMILTARY FORCES TO ABSOLUTELY Fing END THIS foreign funded non-sense in the name of protests. Too much freedom given to the most downright corrupt and violent crack-heads! They are ruining the image of the nation - END THIS!",0
Wonderful but still difficult to fully understand it's implications.,2
What about the free market.... government can reduce the cartels but it cannot provide msp.... just under stand that....,0
agents can easily escape tax by opening shell agencies and (2) Indian food,2
Please send taliban supporters to  afghanistan.,0
